,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,WDS(code),pmag,prot,origin
1025,HD135599,Gaia DR3 4419140645978987904,HD135599,HIP74702,-,TIC461272840,-,-,J15160+0048A,K0V,BY*,228.9965,0.7964,15160+0048,,12.4,THE_stellar(RHK+Mamajek)
1026,HD141272,Gaia DR3 4422809716282811776,HD141272,HIP77408,GJ3917,TIC272595871,-,-,J15482+0134A,K0V,BY*,237.0394,1.5717,15482+0134,,9.3,THE_stellar(RHK+Mamajek)
1027,HD140538A,Gaia DR3 4423865487962417024,HD140538A,HIP77052,GJ596.1+GJ9527+GJ9527A,TIC459427073,-,23Ser+psiSer+psiSerA,J15440+0231A,G2.5V,PM*,236.0076,2.5152,15440+0231,,18.9,THE_stellar(RHK+Mamajek)
1028,HD140324,Gaia DR3 4424734377026016896,HD140324,HIP76963,-,TIC459422799,-,-,-,G0IV/V,*,235.7269,4.102,-,,15.7,THE_stellar(RHK+Mamajek)
1029,HD141004,Gaia DR3 4430238051199001216,HD141004,HIP77257,GJ598,TIC296740796,-,27Ser+lamSer,-,G0-V,PM*,236.6109,7.3531,-,,16.4,THE_stellar(RHK+Mamajek)
1029,HD141004,Gaia DR3 4430238051199001216,HD141004,HIP77257,GJ598,TIC296740796,-,27Ser+lamSer,-,G0-V,PM*,236.6109,7.3531,-,27.5,26.0,THE_YARARA
1029,HD141004,Gaia DR3 4430238051199001216,HD141004,HIP77257,GJ598,TIC296740796,-,27Ser+lamSer,-,G0-V,PM*,236.6109,7.3531,-,,25.0,THE_rotation_periods
1030,HD149652,Gaia DR3 4432109042032654848,HD149652,HIP81279,-,TIC281690605,-,-,-,F5/6V,PM*,249.0126,1.3814,-,,6.3,THE_stellar(RHK+Mamajek)
1031,HD148816,Gaia DR3 4433711099194059904,HD148816,HIP80837,-,TIC281371481,-,-,-,F7V,PM*,247.6186,4.1782,-,,15.9,THE_stellar(RHK+Mamajek)
1031,HD148816,Gaia DR3 4433711099194059904,HD148816,HIP80837,-,TIC281371481,-,-,-,F7V,PM*,247.6186,4.1782,-,22.0,6.2,THE_YARARA
1032,HD147062,Gaia DR3 4437848836328249088,HD147062,HIP79975,-,TIC326861224,-,-,-,G0,*,244.8579,5.5381,-,,10.43,THE_VSINI
1032,HD147062,Gaia DR3 4437848836328249088,HD147062,HIP79975,-,TIC326861224,-,-,-,G0,*,244.8579,5.5381,-,,6.1,THE_stellar(RHK+Mamajek)
1033,HD153627,Gaia DR3 4444857157801998080,HD153627,HIP83204,-,TIC291505147,-,-,-,F8,PM*,255.0682,10.8228,-,,11.0,THE_stellar(RHK+Mamajek)
1034,HD145229,Gaia DR3 4456798781792997888,HD145229,HIP79165,-,TIC291067698,-,-,-,G0,PM*,242.361,11.5745,-,,4.1,THE_stellar(RHK+Mamajek)
1035,49SerB,Gaia DR3 4464207428577214464,HD145958B,-,GJ615.1B+GJ9548B,TIC119985831,-,49SerB,J16133+1332B,G9V,SB*,243.3268,13.528,16133+1332,,43.1,THE_stellar(RHK+Mamajek)
1036,49SerA,Gaia DR3 4464207428579939840,HD145958A,-,GJ615.1A+GJ9548A,TIC119985828,-,49SerA,J16133+1332A,G9V,**,243.3269,13.5269,16133+1332,,35.7,THE_stellar(RHK+Mamajek)
1038,70OphB,Gaia DR3 4468557611977674496,HD165341B,-,GJ702B,TIC1674663308,-,70OphB,J18055+0230B,K4V,PM*,271.3644,2.4989,18055+0230,24.0,,THE_YARARA
1038,70OphB,Gaia DR3 4468557611977674496,HD165341B,-,GJ702B,TIC1674663308,-,70OphB,J18055+0230B,K4V,PM*,271.3644,2.4989,18055+0230,,21.3,THE_stellar(RHK+Mamajek)
1039,70OphA,Gaia DR3 4468557611984384512,HD165341A,-,GJ702A,TIC1674663309,-,70OphA,J18055+0230A,K0V,SB*,271.3635,2.5001,18055+0230,22.7,19.5,THE_YARARA
1039,70OphA,Gaia DR3 4468557611984384512,HD165341A,-,GJ702A,TIC1674663309,-,70OphA,J18055+0230A,K0V,SB*,271.3635,2.5001,18055+0230,,16.9,THE_stellar(RHK+Mamajek)
1040,HD165401,Gaia DR3 4471087175915086080,HD165401,HIP88622,GJ702.2+GJ9614,TIC399244384,-,-,J18056+0439A,G2V,PM*,271.4061,4.6572,18056+0439,,10.0,THE_stellar(RHK+Mamajek)
1042,HD159909,Gaia DR3 4492471268326460416,HD159909,HIP86193,-,TIC291726554,-,-,-,G5,PM*,264.2092,10.5745,-,,19.4,THE_stellar(RHK+Mamajek)
1045,HD174457,Gaia DR3 4507523307652284288,HD174457,HIP92418,-,TIC235784135,-,-,-,F8,SB*,282.5086,15.3115,-,,17.7,THE_stellar(RHK+Mamajek)
1046,HD171067,Gaia DR3 4508601275714721152,HD171067,HIP90864,GJ1229,TIC50226706,-,-,-,G6V,PM*,278.0436,13.7366,-,,19.4,THE_stellar(RHK+Mamajek)
1049,HD178428,Gaia DR3 4513165073646443008,HD178428,HIP93966,GJ746,TIC394647304,-,-,J19080+1651A,G4.5V,SB*,286.9888,16.8534,19080+1651,,28.9,THE_stellar(RHK+Mamajek)
1050,HD176441,Gaia DR3 4513821963108970368,HD176441,HIP93252,-,TIC330503485,-,-,J18597+1615A,F5,PM*,284.9272,16.2526,18597+1615,,6.4,THE_stellar(RHK+Mamajek)
1051,HD177305,Gaia DR3 4513971290539167616,HD177305,HIP93566,-,TIC355720666,-,-,-,G0,PM*,285.8608,17.0674,-,,10.4,THE_stellar(RHK+Mamajek)
1053,HD180684,Gaia DR3 4515383166527921152,HD180684,HIP94751,-,TIC354065674,-,-,-,F8V,PM*,289.2024,18.9763,-,,9.5,THE_stellar(RHK+Mamajek)
1054,HD171488,Gaia DR3 4524317420039164544,HD171488,HIP91043,-,TIC471000657,-,-,-,G2V,BY*,278.5838,18.6901,-,,1.0,THE_stellar(RHK+Mamajek)
1054,HD171488,Gaia DR3 4524317420039164544,HD171488,HIP91043,-,TIC471000657,-,-,-,G2V,BY*,278.5838,18.6901,-,,1.29,THE_VSINI
1055,HD174160,Gaia DR3 4532560355640612608,HD174160,HIP92270,-,TIC348503219,-,-,-,F7V,*,282.0684,23.5147,-,,7.9,THE_stellar(RHK+Mamajek)
1056,HD172085,Gaia DR3 4535986674382296704,HD172085,HIP91283,-,TIC322710502,-,-,-,F8,PM*,279.2936,24.4333,-,,8.5,THE_stellar(RHK+Mamajek)
1057,HD159063,Gaia DR3 4549900100674763264,HD159063,HIP85799,-,TIC400231203,-,-,-,G0V,*,262.9755,16.824,-,,4.57,THE_VSINI
1057,HD159063,Gaia DR3 4549900100674763264,HD159063,HIP85799,-,TIC400231203,-,-,-,G0V,*,262.9755,16.824,-,,5.3,THE_stellar(RHK+Mamajek)
1058,HD161198,Gaia DR3 4556066746008265344,HD161198,HIP86722,GJ692.1+GJ9601,TIC363766517,-,-,"J17433+2137Aa,Ab",G9V,SB*,265.8153,21.6092,17433+2137,,37.2,THE_stellar(RHK+Mamajek)
1059,HD152446,Gaia DR3 4559467329305126912,HD152446,HIP82568,-,TIC351491907,-,-,-,F8IV,*,253.1714,18.0621,-,,6.12,THE_VSINI
1059,HD152446,Gaia DR3 4559467329305126912,HD152446,HIP82568,-,TIC351491907,-,-,-,F8IV,*,253.1714,18.0621,-,,7.6,THE_stellar(RHK+Mamajek)
1060,HD150933,Gaia DR3 4564058546264232192,HD150933,HIP81880,-,TIC347598989,-,-,J16435+2043A,G2V,*,250.8754,20.7161,16435+2043,,9.0,THE_stellar(RHK+Mamajek)
1061,HD157466,Gaia DR3 4570293086432167168,HD157466,HIP85007,-,TIC286377115,-,-,-,F8V,PM*,260.6152,24.8794,-,,12.1,THE_stellar(RHK+Mamajek)
1062,HD158332,Gaia DR3 4571079649562719488,HD158332,HIP85436,-,TIC359391026,-,-,-,K1IV,PM*,261.8941,26.795,-,,31.4,THE_stellar(RHK+Mamajek)
1064,HD164922,Gaia DR3 4582680493669880704,HD164922,HIP88348,GJ700.2+GJ9613,TIC159019691,-,-,J18025+2619A,G9V,PM*,270.6286,26.313,18025+2619,,42.0,THE_rotation_periods
1064,HD164922,Gaia DR3 4582680493669880704,HD164922,HIP88348,GJ700.2+GJ9613,TIC159019691,-,-,J18025+2619A,G9V,PM*,270.6286,26.313,18025+2619,,38.1,THE_stellar(RHK+Mamajek)
1065,HD164595,Gaia DR3 4584639307993378432,HD164595,HIP88194,-,TIC158917706,-,-,J18006+2934A,G2V,PM*,270.162,29.5719,18006+2934,,22.1,THE_stellar(RHK+Mamajek)
1066,HD168874,Gaia DR3 4586000675189058304,HD168874,HIP89912,-,TIC423193084,-,-,J18208+2732A,G2IV,PM*,275.2052,27.5304,18208+2732,,6.9,THE_stellar(RHK+Mamajek)
1066,HD168874,Gaia DR3 4586000675189058304,HD168874,HIP89912,-,TIC423193084,-,-,J18208+2732A,G2IV,PM*,275.2052,27.5304,18208+2732,,5.26,THE_VSINI
1067,HD167588,Gaia DR3 4589819416510147200,HD167588,HIP89408,-,TIC84667204,-,-,-,F8V,PM*,273.6833,29.2073,-,,19.4,THE_stellar(RHK+Mamajek)
1068,HD166181,Gaia DR3 4590455518346609792,HD166181,HIP88848,-,TIC320959269,-,-,-,G5,SB*,272.0669,29.6912,-,,1.0,THE_stellar(RHK+Mamajek)
1068,HD166181,Gaia DR3 4590455518346609792,HD166181,HIP88848,-,TIC320959269,-,-,-,G5,SB*,272.0669,29.6912,-,,1.4,THE_VSINI
1069,HD166435,Gaia DR3 4590489981163831296,HD166435,HIP88945,-,TIC180762527,-,-,-,G1IV,PM*,272.3391,29.9517,-,,3.3,THE_stellar(RHK+Mamajek)
1070,HD165281,Gaia DR3 4590693700052296576,HD165281,HIP88471,-,TIC258343679,-,-,-,F5V,PM*,270.9725,30.3772,-,,9.7,THE_stellar(RHK+Mamajek)
1071,HD165908A,Gaia DR3 4590758227641991424,HD165908A,HIP88745,GJ704+GJ704.0+GJ704A,TIC22516402,-,99Her+bHer+bHerA,"J18070+3034Aa,Ab",F6V,SB*,271.7566,30.5621,18070+3034,,14.4,THE_stellar(RHK+Mamajek)
1072,HD166620,Gaia DR3 4610177733290768896,HD166620,HIP88972,GJ706,TIC75946144,-,-,J18096+3827A,K2V,PM*,272.4059,38.4578,18096+3827,,46.5,THE_stellar(RHK+Mamajek)
1072,HD166620,Gaia DR3 4610177733290768896,HD166620,HIP88972,GJ706,TIC75946144,-,-,J18096+3827A,K2V,PM*,272.4059,38.4578,18096+3827,17.0,42.0,THE_rotation_periods
1072,HD166620,Gaia DR3 4610177733290768896,HD166620,HIP88972,GJ706,TIC75946144,-,-,J18096+3827A,K2V,PM*,272.4059,38.4578,18096+3827,17.8,47.0,THE_YARARA
1074,HD19467,Gaia DR3 5155981730587168384,HD19467,HIP14501,GJ3200,TIC441501782,-,-,-,G3V,PM*,46.8274,-13.7618,-,,13.1,THE_YARARA
1074,HD19467,Gaia DR3 5155981730587168384,HD19467,HIP14501,GJ3200,TIC441501782,-,-,-,G3V,PM*,46.8274,-13.7618,-,,22.9,THE_stellar(RHK+Mamajek)
1075,HD17925,Gaia DR3 5160075762132996992,HD17925,HIP13402,GJ117,TIC30016911,-,-,J02525-1246A,K1V,RS*,43.1339,-12.7697,02525-1246,19.3,,THE_YARARA
1075,HD17925,Gaia DR3 5160075762132996992,HD17925,HIP13402,GJ117,TIC30016911,-,-,J02525-1246A,K1V,RS*,43.1339,-12.7697,02525-1246,,10.2,THE_stellar(RHK+Mamajek)
1076,HD19063,Gaia DR3 5160720453904340736,HD19063,HIP14235,-,TIC141333291,-,-,J03035-1059AB,F5V,**,45.8833,-10.9751,03035-1059,,5.89,THE_VSINI
1077,HD22049,Gaia DR3 5164707970261890560,HD22049,HIP16537,GJ144+GJ144.0,TIC118572803,-,18Eri+epsEri,"J03329-0927Aa,Ab",K2V,BY*,53.2327,-9.4583,03329-0927,18.6,11.2,THE_YARARA
1077,HD22049,Gaia DR3 5164707970261890560,HD22049,HIP16537,GJ144+GJ144.0,TIC118572803,-,18Eri+epsEri,"J03329-0927Aa,Ab",K2V,BY*,53.2327,-9.4583,03329-0927,,17.9,THE_stellar(RHK+Mamajek)
1078,HD21197,Gaia DR3 5170039467784804096,HD21197,HIP15919,GJ141+GJ141.0,TIC279182339,-,-,-,K4V,PM*,51.2489,-5.3638,-,,22.6,THE_stellar(RHK+Mamajek)
1079,HD16673,Gaia DR3 5173902189571919872,HD16673,HIP12444,GJ3175,TIC4748040,-,-,-,F8VFe-0.4,SB*,40.0518,-9.4529,-,,3.2,THE_stellar(RHK+Mamajek)
1081,HD18894,Gaia DR3 5180879930879739392,HD18894,HIP14124,-,TIC141327580,-,-,J03022-0630AB,G0V,SB*,45.5386,-6.4945,03022-0630,,9.5,THE_stellar(RHK+Mamajek)
1084,HD82943,Gaia DR3 5691782130578684544,HD82943,HIP47007,-,TIC405485269,-,-,-,F9VFe+0.5,PM*,143.7114,-12.1295,-,4.1,61.2,THE_YARARA
1084,HD82943,Gaia DR3 5691782130578684544,HD82943,HIP47007,-,TIC405485269,-,-,-,F9VFe+0.5,PM*,143.7114,-12.1295,-,,13.0,THE_stellar(RHK+Mamajek)
1085,18Pup,Gaia DR3 5725122999630404096,HD68146,HIP40035,GJ297.2A+GJ9255A,TIC422142487,-,18Pup,J08107-1348A,F6.5V,PM*,122.6659,-13.7992,08107-1348,,4.59,THE_VSINI
1085,18Pup,Gaia DR3 5725122999630404096,HD68146,HIP40035,GJ297.2A+GJ9255A,TIC422142487,-,18Pup,J08107-1348A,F6.5V,PM*,122.6659,-13.7992,08107-1348,,9.4,THE_stellar(RHK+Mamajek)
1085,18Pup,Gaia DR3 5725122999630404096,HD68146,HIP40035,GJ297.2A+GJ9255A,TIC422142487,-,18Pup,J08107-1348A,F6.5V,PM*,122.6659,-13.7992,08107-1348,12.1,3.9,THE_YARARA
1086,HD67551,Gaia DR3 5725940142928541184,HD67551,HIP39804,-,TIC421905643,-,-,-,F8V,*,122.0083,-13.5081,-,,5.45,THE_VSINI
1087,HD69830,Gaia DR3 5726982995343100928,HD69830,HIP40693,GJ302,TIC307624961,-,-,J08184-1238A,G8:V,PM*,124.5998,-12.6322,08184-1238,,33.7,Yu+24
1087,HD69830,Gaia DR3 5726982995343100928,HD69830,HIP40693,GJ302,TIC307624961,-,-,J08184-1238A,G8:V,PM*,124.5998,-12.6322,08184-1238,11.4,32.6,THE_YARARA
1087,HD69830,Gaia DR3 5726982995343100928,HD69830,HIP40693,GJ302,TIC307624961,-,-,J08184-1238A,G8:V,PM*,124.5998,-12.6322,08184-1238,,31.6,THE_stellar(RHK+Mamajek)
1088,HD82558,Gaia DR3 5739942011185493888,HD82558,HIP46816,GJ355,TIC46907042,-,-,-,K1Vp,BY*,143.1065,-11.1846,-,,38.6,THE_stellar(RHK+Mamajek)
1088,HD82558,Gaia DR3 5739942011185493888,HD82558,HIP46816,GJ355,TIC46907042,-,-,-,K1Vp,BY*,143.1065,-11.1846,-,11.2,,THE_YARARA
1088,HD82558,Gaia DR3 5739942011185493888,HD82558,HIP46816,GJ355,TIC46907042,-,-,-,K1Vp,BY*,143.1065,-11.1846,-,,0.87,THE_VSINI
1089,HD78612,Gaia DR3 5742430270422799872,HD78612,HIP44896,GJ3535,TIC20066082,-,-,-,G3V,PM*,137.2074,-10.7575,-,,21.3,THE_stellar(RHK+Mamajek)
1091,HD73350,Gaia DR3 5755064487956174720,HD73350,HIP42333,GJ9273,TIC51443167,-,-,-,G5V,BY*,129.4596,-6.8069,-,,5.8,THE_stellar(RHK+Mamajek)
1091,HD73350,Gaia DR3 5755064487956174720,HD73350,HIP42333,GJ9273,TIC51443167,-,-,-,G5V,BY*,129.4596,-6.8069,-,9.6,,THE_YARARA
1092,HD76151,Gaia DR3 5760701787150565888,HD76151,HIP43726,GJ327,TIC62569281,-,-,-,G2V,PM*,133.5748,-5.4345,-,8.0,15.1,THE_YARARA
1092,HD76151,Gaia DR3 5760701787150565888,HD76151,HIP43726,GJ327,TIC62569281,-,-,-,G2V,PM*,133.5748,-5.4345,-,,14.3,THE_stellar(RHK+Mamajek)
1093,HD74014,Gaia DR3 5761566656125168512,HD74014,HIP42634,-,TIC149743134,-,-,-,K0III,SB*,130.3273,-4.8089,-,,26.0,THE_stellar(RHK+Mamajek)
1096,HD137778,Gaia DR3 6317854118838346752,HD137778,HIP75722,GJ586B,TIC37149743,-,-,J15282-0921B,K1V,PM*,232.0509,-9.3579,15282-0921,,14.0,THE_stellar(RHK+Mamajek)
1097,HD136257,Gaia DR3 6321098468414040064,HD136257,HIP75038,-,TIC36886075,-,-,-,G1V,PM*,230.0004,-8.6617,-,,7.48,THE_VSINI
1098,HD128596,Gaia DR3 6323491761630110080,HD128596,HIP71559,-,TIC392551753,-,-,-,G2V,PM*,219.5291,-12.9107,-,,1.0,THE_stellar(RHK+Mamajek)
1099,HD132375A,Gaia DR3 6337304342094223744,HD132375A,HIP73309,-,TIC175838533,-,-,J14589-0459A,F7V,PM*,224.7199,-4.9893,14589-0459,,5.21,THE_VSINI
1099,HD132375A,Gaia DR3 6337304342094223744,HD132375A,HIP73309,-,TIC175838533,-,-,J14589-0459A,F7V,PM*,224.7199,-4.9893,14589-0459,,7.1,THE_stellar(RHK+Mamajek)
1100,HD208704,Gaia DR3 6840872971033892608,HD208704,HIP108468,-,TIC425039286,-,-,-,G1V,PM*,329.6014,-12.6647,-,25.9,43.6,THE_YARARA
1100,HD208704,Gaia DR3 6840872971033892608,HD208704,HIP108468,-,TIC425039286,-,-,-,G1V,PM*,329.6014,-12.6647,-,,32.2,Yu+24
1100,HD208704,Gaia DR3 6840872971033892608,HD208704,HIP108468,-,TIC425039286,-,-,-,G1V,PM*,329.6014,-12.6647,-,,16.6,THE_stellar(RHK+Mamajek)
1101,HD191862,Gaia DR3 6879764552737781888,HD191862,HIP99572,GJ4139,TIC14347470,-,2Cap+ksiCap+ksi02Cap,J20124-1237A,F7VFe-0.5,Pe*,303.1078,-12.6175,20124-1237,,8.6,THE_stellar(RHK+Mamajek)
1101,HD191862,Gaia DR3 6879764552737781888,HD191862,HIP99572,GJ4139,TIC14347470,-,2Cap+ksiCap+ksi02Cap,J20124-1237A,F7VFe-0.5,Pe*,303.1078,-12.6175,20124-1237,,5.12,THE_VSINI
1102,HD200968A,Gaia DR3 6885342959337741184,HD200968A,HIP104239,GJ819A,TIC214563192,-,-,J21072-1355A,K1IV,PM*,316.7932,-13.9229,21072-1355,,19.6,THE_stellar(RHK+Mamajek)
1103,HD199587,Gaia DR3 6888578993858217216,HD199587,-,-,TIC442509264,-,-,-,G2/3V,SB*,314.6484,-13.3685,-,,4.55,THE_VSINI
1104,HD204363,Gaia DR3 6891522592643182080,HD204363,HIP106007,-,TIC187758147,-,-,-,F9VFe-1.3CH-,*,322.0581,-11.5683,-,,4.4,THE_stellar(RHK+Mamajek)
1105,HD206116,Gaia DR3 6893444161011078400,HD206116,HIP107001,-,TIC333166659,-,-,-,G2V,PM*,325.0494,-9.7947,-,18.3,,THE_YARARA
1105,HD206116,Gaia DR3 6893444161011078400,HD206116,HIP107001,-,TIC333166659,-,-,-,G2V,PM*,325.0494,-9.7947,-,,10.7,THE_stellar(RHK+Mamajek)
1107,HD195838,Gaia DR3 6899801640323201024,HD195838,HIP101507,GJ4147,TIC429251484,-,-,J20342-1343A,F9VFe-0.6CH-,PM*,308.5487,-13.7211,20342-1343,,10.1,THE_stellar(RHK+Mamajek)
1107,HD195838,Gaia DR3 6899801640323201024,HD195838,HIP101507,GJ4147,TIC429251484,-,-,J20342-1343A,F9VFe-0.6CH-,PM*,308.5487,-13.7211,20342-1343,,6.93,THE_VSINI
1109,11Aqr,Gaia DR3 6912276699251278848,HD199960,HIP103682,-,TIC248854510,-,11Aqr,-,G1V,PM*,315.141,-4.7303,-,,13.8,THE_stellar(RHK+Mamajek)
1109,11Aqr,Gaia DR3 6912276699251278848,HD199960,HIP103682,-,TIC248854510,-,11Aqr,-,G1V,PM*,315.141,-4.7303,-,18.8,,THE_YARARA
1110,HD201378,Gaia DR3 6912756155040419584,HD201378,HIP104435,-,TIC248480075,-,-,-,F7V,SB*,317.33,-3.8924,-,,5.2,THE_stellar(RHK+Mamajek)
1111,HD197210,Gaia DR3 6914237987476826624,HD197210,HIP102203,-,TIC248194676,-,-,-,G5V,PM*,310.6225,-5.3012,-,,22.0,THE_stellar(RHK+Mamajek)
1111,HD197210,Gaia DR3 6914237987476826624,HD197210,HIP102203,-,TIC248194676,-,-,-,G5V,PM*,310.6225,-5.3012,-,5.6,24.4,THE_YARARA
1115,HD27534,Gaia DR3 47541100375011968,HD27534,HIP20350,-,TIC17292477,-,-,-,F5V,PM*,65.3844,18.4176,-,,3.6,THE_stellar(RHK+Mamajek)
1115,HD27534,Gaia DR3 47541100375011968,HD27534,HIP20350,-,TIC17292477,-,-,-,F5V,PM*,65.3844,18.4176,-,,1.65,THE_VSINI
1118,HD15326,Gaia DR3 131470396335666176,HD15326,HIP11541,-,TIC118417929,-,-,-,F8V,PM*,37.1908,29.687,-,,13.8,THE_stellar(RHK+Mamajek)
1119,HD27731,Gaia DR3 149313099234711680,HD27731,HIP20491,-,TIC58545061,-,-,-,F6V,PM*,65.8767,24.4054,-,,1.61,THE_VSINI
1119,HD27731,Gaia DR3 149313099234711680,HD27731,HIP20491,-,TIC58545061,-,-,-,F6V,PM*,65.8767,24.4054,-,,2.1,THE_stellar(RHK+Mamajek)
1120,HD33185,Gaia DR3 156071694130174720,HD33185,HIP24016,-,TIC69756884,-,-,J05096+2947A,F8V,SB*,77.4321,29.7986,05096+2947,,7.21,THE_VSINI
1120,HD33185,Gaia DR3 156071694130174720,HD33185,HIP24016,-,TIC69756884,-,-,J05096+2947A,F8V,SB*,77.4321,29.7986,05096+2947,,7.9,THE_stellar(RHK+Mamajek)
1126,HD8997,Gaia DR3 288781167053300480,HD8997,HIP6917,GJ58.2,TIC381316671,-,-,J01291+2143A,K2.5V,RS*,22.2704,21.7232,01291+2143,,6.4,THE_stellar(RHK+Mamajek)
1128,HD9616,Gaia DR3 316256588242414592,HD9616,HIP7370,-,TIC61360821,-,-,-,G0,SB*,23.7421,33.1179,-,,22.6,THE_stellar(RHK+Mamajek)
1129,HD8673A,Gaia DR3 317350357498173312,HD8673A,HIP6702,-,TIC80535228,-,-,J01262+3435A,F7V,PM*,21.5366,34.5797,01262+3435,,3.3,THE_stellar(RHK+Mamajek)
1129,HD8673A,Gaia DR3 317350357498173312,HD8673A,HIP6702,-,TIC80535228,-,-,J01262+3435A,F7V,PM*,21.5366,34.5797,01262+3435,,1.78,THE_VSINI
1131,HD13014,Gaia DR3 345645503261880960,HD13014,HIP9974,-,TIC292401095,-,-,-,F5,SB*,32.1087,43.191,-,,10.74,THE_VSINI
1134,HD1326,Gaia DR3 385334230892516480,HD1326,HIP1475,GJ15A,TIC440109725,-,-,J00184+4401A,M2V,PM*,4.5954,44.023,00184+4401,,57.4,THE_stellar(RHK+Mamajek)
1137,HD6250,Gaia DR3 411268166842900864,HD6250,HIP5016,-,TIC252137537,-,-,-,G0,PM*,16.0692,54.2042,-,,11.5,THE_stellar(RHK+Mamajek)
1139,HD17948,Gaia DR3 466417441010173568,HD17948,HIP13665,GJ3188,TIC390733496,-,-,J02559+6131A,F5V,PM*,43.9872,61.5211,02559+6131,,3.8,THE_stellar(RHK+Mamajek)
1140,HD21106,Gaia DR3 494628706053108480,HD21106,HIP16213,-,TIC417578402,-,-,-,F5,*,52.2255,69.2828,-,,10.4,THE_stellar(RHK+Mamajek)
1140,HD21106,Gaia DR3 494628706053108480,HD21106,HIP16213,-,TIC417578402,-,-,-,F5,*,52.2255,69.2828,-,,10.4,THE_VSINI
1141,HD13540,Gaia DR3 515661062125772160,HD13540,HIP10466,-,TIC353492272,-,-,-,F5,*,33.7294,66.321,-,,6.2,THE_stellar(RHK+Mamajek)
1143,HD8730,Gaia DR3 535625307063146112,HD8730,HIP6914,-,TIC422750471,-,-,J01290+7412A,G5,PM*,22.2588,74.2051,01290+7412,,17.6,THE_stellar(RHK+Mamajek)
1144,HD4075,Gaia DR3 539239848459770624,HD4075,HIP3533,GJ3050,TIC275260654,-,-,-,G8,PM*,11.2695,75.9378,-,,29.9,THE_stellar(RHK+Mamajek)
1146,HD25173,Gaia DR3 550744725816341760,HD25173,HIP19237,-,TIC103175512,-,-,-,F8V,PM*,61.8501,75.175,-,,17.3,THE_stellar(RHK+Mamajek)
1147,HD29329,Gaia DR3 551998718826619648,HD29329,HIP22152,-,TIC140638831,-,-,-,F7V,PM*,71.5024,76.611,-,,1.43,THE_VSINI
1147,HD29329,Gaia DR3 551998718826619648,HD29329,HIP22152,-,TIC140638831,-,-,-,F7V,PM*,71.5024,76.611,-,,2.0,THE_stellar(RHK+Mamajek)
1148,HD33564,Gaia DR3 553480551264062848,HD33564,HIP25110,GJ196,TIC142103211,-,-,J05226+7914A,F7V,PM*,80.6397,79.2312,05226+7914,,4.1,THE_stellar(RHK+Mamajek)
1148,HD33564,Gaia DR3 553480551264062848,HD33564,HIP25110,GJ196,TIC142103211,-,-,J05226+7914A,F7V,PM*,80.6397,79.2312,05226+7914,,3.89,THE_VSINI
1149,HD7924,Gaia DR3 560130775546153344,HD7924,HIP6379,GJ56.5+GJ9054,TIC468723402,-,-,-,K0.5V,*,20.4963,76.7103,-,,27.8,THE_stellar(RHK+Mamajek)
1150,HD3440,Gaia DR3 567024713450961280,HD3440,HIP3132,-,TIC468319961,-,-,-,F9V,PM*,9.9469,82.4938,-,,14.2,THE_stellar(RHK+Mamajek)
1151,HD3161,Gaia DR3 573522758453403648,HD3161,HIP3006,-,TIC461597067,-,-,-,F8,*,9.5608,84.675,-,,8.8,THE_stellar(RHK+Mamajek)
1153,54Cnc,Gaia DR3 609834198678048512,HD75528,HIP43454,-,TIC46297363,-,54Cnc,-,G1V,PM*,132.7561,15.3507,-,,15.9,THE_stellar(RHK+Mamajek)
1154,HD83509,Gaia DR3 617557340149197056,HD83509,HIP47388,-,TIC386865278,-,-,-,F7V,SB*,144.8218,13.3126,-,,4.84,THE_VSINI
1154,HD83509,Gaia DR3 617557340149197056,HD83509,HIP47388,-,TIC386865278,-,-,-,F7V,SB*,144.8218,13.3126,-,,7.1,THE_stellar(RHK+Mamajek)
1155,HD85087,Gaia DR3 643215302976674304,HD85087,HIP48248,-,TIC233432588,-,-,-,F5,PM*,147.5431,24.562,-,,7.1,THE_stellar(RHK+Mamajek)
1158,HD67346,Gaia DR3 669664811098938240,HD67346,HIP39816,-,TIC386839075,-,-,-,F8,PM*,122.0361,19.2159,-,,19.4,THE_stellar(RHK+Mamajek)
1159,HD67228,Gaia DR3 676768820148924416,HD67228,HIP39780,-,TIC446006789,-,10Cnc+mu.Cnc+mu.02Cnc,-,G1IVb,PM*,121.9411,21.5818,-,,3.6,THE_stellar(RHK+Mamajek)
1162,HD75782,Gaia DR3 717944469753713152,HD75782,HIP43634,-,TIC188466839,-,-,-,G0,PM*,133.298,37.0703,-,,14.5,THE_stellar(RHK+Mamajek)
1164,HD87667,Gaia DR3 740813109018705024,HD87667,HIP49565,-,TIC3941110,-,-,-,F5,PM*,151.7847,29.5125,-,,9.7,THE_stellar(RHK+Mamajek)
1165,HD95735,Gaia DR3 762815470562110464,HD95735,HIP54035,GJ411,TIC166646191+TIC353969903,-,-,-,M2+V,PM*,165.8342,35.9699,-,,54.1,THE_stellar(RHK+Mamajek)
1172,HD80715,Gaia DR3 812477352773908608,HD80715,HIP45963,GJ1124,TIC156817668,-,-,-,K2.5Vke,BY*,140.6081,40.2011,-,,2.37,THE_VSINI
