,code,star,ins,drs,pipeline,yvx,ra,dec,teff,logg,feh,mhk,mhk_err,rhk,rhk_err,fwhm_ins,fwhm_g2,fwhm_garfield,fwhm_kitty,vsini,sb1,sb2,IF_SPEC,IF_CCF
1210,HD483_SOPHIE_1.0_Snaky,HD483,SOPHIE,1.0,Snaky,YV0,2.330833,17.533889,5869.0,4.43,-0.16,65.4,32.36,-4.58,0.14,3.99,9.39,8.64,8.12,4.63,0.0,1.0,1,1
1211,HD48410_SOPHIE_1.0_Snaky,HD48410,SOPHIE,1.0,Snaky,YV0,101.370708,44.233361,5900.0,4.29,0.06,-4.0,41.29,-5.46,0.498,4.13,7.95,6.69,6.32,1.53,0.0,0.0,1,1
1212,HD48565_SOPHIE_1.0_Snaky,HD48565,SOPHIE,1.0,Snaky,YV0,101.228583,20.860611,5941.0,4.25,-0.42,1.7,13.57,-5.0,0.141,4.26,8.04,6.93,6.68,2.31,0.0,0.0,1,1
1213,HD48682_SOPHIE_1.0_Snaky,HD48682,SOPHIE,1.0,Snaky,YV0,101.684708,43.577417,6121.0,4.35,0.12,3.9,12.64,-4.95,0.142,4.12,9.36,8.02,7.54,3.68,0.0,0.0,1,1
1214,HD4899_SOPHIE_1.0_Snaky,HD4899,SOPHIE,1.0,Snaky,YV0,12.768333,2.743556,5995.0,4.24,0.0,3.8,65.76,-5.4,0.441,3.59,8.2,6.85,6.39,2.22,1.0,1.0,1,1
1215,HD4903_SOPHIE_1.0_Snaky,HD4903,SOPHIE,1.0,Snaky,YV0,12.85375,32.657111,6117.0,4.29,-0.05,20.8,49.27,-4.82,0.417,4.0,11.89,10.0,9.35,5.94,0.0,0.0,1,1
1216,HD4915_CORALIE07_3.4_Snaky,HD4915,CORALIE07,3.4,Snaky,YV0,12.7952,-5.039278,5705.0,4.38,-0.42,15.8,19.51,-4.86,0.148,5.21,8.37,6.9,6.45,0.92,0.0,0.0,1,1
1217,HD4915_HARPN_3.0.1_Snaky,HD4915,HARPN,3.0.1,Snaky,YV0,12.7952,-5.039278,5623.0,4.48,-0.2,8.9,4.05,-4.9,0.036,3.09,7.09,5.76,5.45,1.43,0.0,0.0,1,1
1218,HD4915_HARPS03_3.2.5_Snaky,HD4915,HARPS03,3.2.5,Snaky,YV0,12.7952,-5.039278,5632.0,4.49,-0.21,16.2,6.51,-4.84,0.049,3.28,7.16,5.83,5.52,1.31,0.0,0.0,1,1
1219,HD4915_HARPS03_3.3.6_Snaky,HD4915,HARPS03,3.3.6,Snaky,YV0,12.7952,-5.039278,5632.0,4.49,-0.21,16.3,6.54,-4.84,0.049,3.28,7.16,5.83,5.52,1.31,0.0,0.0,1,1
1220,HD4915_HARPS03_3.5_Snaky,HD4915,HARPS03,3.5,Snaky,YV0,12.7952,-5.039278,5632.0,4.49,-0.21,16.0,6.61,-4.84,0.05,3.28,7.16,5.82,5.52,1.29,0.0,0.0,1,1
1221,HD4915_HARPS15_3.2.5_Snaky,HD4915,HARPS15,3.2.5,Snaky,YV0,12.7952,-5.039278,5632.0,4.49,-0.21,13.0,5.34,-4.87,0.044,3.44,7.19,5.87,5.56,1.3,0.0,0.0,1,1
1222,HD4915_HARPS15_3.3.6_Snaky,HD4915,HARPS15,3.3.6,Snaky,YV0,12.7952,-5.039278,5632.0,4.49,-0.21,13.0,5.38,-4.87,0.044,3.45,7.19,5.86,5.56,1.4,0.0,0.0,1,1
1223,HD4915_HARPS15_3.5_Snaky,HD4915,HARPS15,3.5,Snaky,YV0,12.7952,-5.039278,5621.0,4.49,-0.2,12.5,4.3,-4.87,0.036,2.82,7.2,5.87,5.56,1.31,0.0,0.0,1,1
1224,HD4915_SOPHIE_1.0_Snaky,HD4915,SOPHIE,1.0,Snaky,YV0,12.795167,-5.039278,5622.0,4.47,-0.2,6.1,44.41,-5.1,0.449,4.08,7.64,6.31,5.97,1.17,0.0,0.0,1,1
1225,HD49197_HARPN_3.0.1_Snaky,HD49197,HARPN,3.0.1,Snaky,YV0,102.338895,43.759105,6117.0,4.16,0.06,118.2,7.4,-4.39,0.02,2.97,35.9,37.51,33.92,33.24,0.0,0.0,1,1
1226,HD49385A_SOPHIE_1.0_Snaky,HD49385A,SOPHIE,1.0,Snaky,YV0,102.047917,0.305,6079.0,4.2,0.11,-1.9,71.33,-5.23,0.513,4.18,9.13,7.77,7.31,3.34,0.0,0.0,1,1
1227,HD49736_SOPHIE_1.0_Snaky,HD49736,SOPHIE,1.0,Snaky,YV0,102.751667,25.760361,5962.0,4.34,-0.08,-2.6,20.19,-5.02,0.192,4.17,8.43,7.17,6.76,3.06,0.0,0.0,1,1
1228,HD5015_SOPHIE_1.0_Snaky,HD5015,SOPHIE,1.0,Snaky,YV0,13.2675,61.123969,6052.0,4.21,0.07,8.9,9.41,-4.9,0.082,4.28,10.21,8.66,8.15,4.54,0.0,0.0,1,1
1229,HD50281_HARPS15_3.3.6_Snaky,HD50281,HARPS15,3.3.6,Snaky,YV0,103.07521,-5.173712,4640.0,4.59,-0.1,31.0,3.99,-4.74,0.024,3.37,7.5,5.87,5.17,1.26,0.0,0.0,1,1
1230,HD50554_HARPN_3.0.1_Snaky,HD50554,HARPN,3.0.1,Snaky,YV0,103.678442,24.245557,5963.0,4.31,-0.04,2.4,4.92,-4.96,0.05,3.09,8.26,7.06,6.68,3.42,0.0,0.0,1,1
1231,HD50554_HARPS15_3.3.6_Snaky,HD50554,HARPS15,3.3.6,Snaky,YV0,103.678442,24.245557,5947.0,4.32,-0.03,7.6,18.48,-4.96,0.171,3.47,8.33,7.14,6.76,3.47,0.0,0.0,1,1
1232,HD50554_SOPHIE_1.0_Snaky,HD50554,SOPHIE,1.0,Snaky,YV0,103.678417,24.245556,5948.0,4.35,-0.08,2.8,17.99,-4.96,0.162,4.11,8.72,7.46,7.04,3.16,0.0,0.0,1,1
1233,HD5065_HARPN_3.0.1_Snaky,HD5065,HARPN,3.0.1,Snaky,YV0,13.215638,40.24557,6008.0,4.19,-0.0,1.3,16.75,-5.03,0.178,3.12,8.49,7.16,6.83,3.49,0.0,0.0,1,1
1234,HD5065_SOPHIE_1.0_Snaky,HD5065,SOPHIE,1.0,Snaky,YV0,13.215417,40.245583,6003.0,4.2,-0.01,2.7,23.3,-4.98,0.255,4.21,8.92,7.62,7.15,3.24,0.0,0.0,1,1
1235,HD50692_HARPN_3.0.1_Snaky,HD50692,HARPN,3.0.1,Snaky,YV0,103.827776,25.375695,5897.0,4.39,-0.16,3.5,6.94,-4.95,0.068,3.02,7.4,6.2,5.92,2.27,0.0,0.0,1,1
1236,HD50692_HARPS15_3.3.6_Snaky,HD50692,HARPS15,3.3.6,Snaky,YV0,103.827776,25.375695,5901.0,4.39,-0.16,1.4,15.64,-5.02,0.165,3.47,7.48,6.25,5.96,2.16,0.0,0.0,1,1
1237,HD50692_NEID_1.0_Snaky,HD50692,NEID,1.0,Snaky,YV0,103.827597,25.3758,5889.0,4.38,-0.18,-1.6,5.04,-5.0,0.051,3.17,7.45,6.17,5.85,2.09,0.0,0.0,1,1
1238,HD50692_SOPHIE_1.0_Snaky,HD50692,SOPHIE,1.0,Snaky,YV0,103.82775,25.375694,5915.0,4.34,-0.15,6.6,25.98,-5.08,0.268,4.14,7.86,6.63,6.25,1.44,0.0,0.0,1,1
1239,HD50867_SOPHIE_1.0_Snaky,HD50867,SOPHIE,1.0,Snaky,YV0,103.822917,5.910472,6212.0,4.24,-0.11,-20.1,57.07,-5.62,0.527,3.91,11.19,9.47,8.89,6.5,0.0,0.0,1,1
1240,HD51067_SOPHIE_1.0_Snaky,HD51067,SOPHIE,1.0,Snaky,YV0,106.016667,75.227556,6025.0,4.28,0.1,77.8,71.4,-4.63,0.359,,10.6,8.95,8.41,4.91,0.0,1.0,1,1
1241,HD51219_SOPHIE_1.0_Snaky,HD51219,SOPHIE,1.0,Snaky,YV0,104.142083,1.162083,5649.0,4.45,0.02,0.3,16.32,-4.98,0.161,4.1,7.73,6.4,6.02,1.36,0.0,0.0,1,1
1242,HD5129_SOPHIE_1.0_Snaky,HD5129,SOPHIE,1.0,Snaky,YV0,13.418167,43.363694,5978.0,4.3,-0.03,1.1,25.91,-5.02,0.287,4.24,8.08,6.85,6.47,1.9,0.0,1.0,1,1
1243,HD51370_SOPHIE_1.0_Snaky,HD51370,SOPHIE,1.0,Snaky,YV0,105.88975,71.758056,6272.0,4.25,-0.06,88.9,68.33,-4.49,0.227,4.24,18.96,17.41,16.6,11.98,0.0,0.0,1,1
1244,HD51419_NEID_1.0_Snaky,HD51419,NEID,1.0,Snaky,YV0,104.549184,22.476304,5734.0,4.47,-0.38,6.2,4.95,-4.92,0.045,3.17,6.89,5.55,5.3,0.97,0.0,0.0,1,1
1245,HD52265_CORALIE14_3.8_Snaky,HD52265,CORALIE14,3.8,Snaky,YV0,105.075149,-5.367161,5994.0,4.26,0.16,-1.3,19.89,-5.12,0.24,5.01,9.96,8.43,7.93,4.81,0.0,0.0,1,1
1246,HD52265_HARPS03_3.3.6_Snaky,HD52265,HARPS03,3.3.6,Snaky,YV0,105.075149,-5.367161,6002.0,4.25,0.17,0.5,17.01,-4.99,0.187,3.38,9.04,7.71,7.25,4.12,0.0,0.0,1,1
1247,HD52265_HARPS03_3.5_Snaky,HD52265,HARPS03,3.5,Snaky,YV0,105.075149,-5.367161,6002.0,4.25,0.17,0.4,16.42,-4.99,0.18,3.36,9.04,7.71,7.25,4.11,0.0,0.0,1,1
1248,HD52265_HARPS15_3.3.6_Snaky,HD52265,HARPS15,3.3.6,Snaky,YV0,105.075149,-5.367161,6002.0,4.25,0.17,1.8,4.57,-4.97,0.047,3.4,9.08,7.74,7.29,4.51,0.0,0.0,1,1
1249,HD52265_HARPS15_3.5_Snaky,HD52265,HARPS15,3.5,Snaky,YV0,105.075149,-5.367161,6006.0,4.25,0.16,-0.1,5.61,-4.99,0.062,3.19,9.08,7.74,7.29,3.88,0.0,0.0,1,1
1250,HD52265_SOPHIE_1.0_Snaky,HD52265,SOPHIE,1.0,Snaky,YV0,105.075417,-5.367361,5993.0,4.27,0.17,-18.9,60.58,-5.68,0.566,4.24,9.45,8.1,7.63,3.94,0.0,0.0,1,1
1251,HD52711_NEID_1.0_Snaky,HD52711,NEID,1.0,Snaky,YV0,105.877687,29.333517,5895.0,4.37,-0.16,0.9,4.76,-4.98,0.051,3.17,7.61,6.31,5.99,2.35,0.0,0.0,1,1
1252,HD5294_HARPS15_3.3.6_Snaky,HD5294,HARPS15,3.3.6,Snaky,YV0,13.746958,24.100271,5715.0,4.44,-0.11,65.8,14.96,-4.57,0.061,3.4,7.6,6.23,5.9,2.19,0.0,0.0,1,1
1253,HD5372_SOPHIE_1.0_Snaky,HD5372,SOPHIE,1.0,Snaky,YV0,14.071667,52.491222,5773.0,4.34,0.17,15.6,12.37,-4.84,0.093,4.01,8.66,7.31,6.87,2.92,0.0,0.0,1,1
1254,HD54371_SOPHIE_1.0_Snaky,HD54371,SOPHIE,1.0,Snaky,YV0,107.397792,25.729083,5606.0,4.48,0.02,106.0,28.02,-4.44,0.083,4.18,9.8,8.16,7.61,4.2,0.0,0.0,1,1
1255,HD54717_SOPHIE_1.0_Snaky,HD54717,SOPHIE,1.0,Snaky,YV0,107.830833,33.111889,6503.0,4.0,0.0,-15.9,61.11,-5.31,0.501,4.27,9.14,7.97,7.51,2.05,0.0,0.0,1,1
1256,HD55137_SOPHIE_1.0_Snaky,HD55137,SOPHIE,1.0,Snaky,YV0,107.824,-12.041194,5909.0,4.19,0.18,-41.4,96.49,-5.6,0.584,4.22,8.67,7.33,6.89,2.78,0.0,0.0,1,1
1257,HD55575_HARPN_3.0.1_Snaky,HD55575,HARPN,3.0.1,Snaky,YV0,108.958913,47.239963,5928.0,4.38,-0.24,-0.3,13.85,-5.03,0.152,3.16,7.13,5.93,5.69,1.73,0.0,0.0,1,1
1258,HD55575_NEID-HE_1.0_Snaky,HD55575,NEID-HE,1.0,Snaky,YV0,108.959104,47.239163,5958.0,4.35,-0.31,-0.1,7.97,-4.99,0.081,4.16,7.64,6.41,6.09,1.19,0.0,0.0,1,1
1259,HD55575_NEID_1.0_Snaky,HD55575,NEID,1.0,Snaky,YV0,108.959104,47.239163,5954.0,4.36,-0.31,-7.6,7.29,-5.08,0.093,3.17,7.21,5.96,5.69,1.55,0.0,0.0,1,1
1260,HD55575_SOPHIE_1.0_Snaky,HD55575,SOPHIE,1.0,Snaky,YV0,108.95875,47.239972,5947.0,4.36,-0.3,0.9,18.95,-4.98,0.184,4.16,7.66,6.33,5.95,1.11,0.0,0.0,1,1
1261,HD56124_SOPHIE_1.0_Snaky,HD56124,SOPHIE,1.0,Snaky,YV0,109.289583,33.092056,5768.0,4.4,-0.07,14.5,13.25,-4.85,0.107,4.07,7.85,6.56,6.2,1.38,0.0,0.0,1,1
1262,HD5694_SOPHIE_1.0_Snaky,HD5694,SOPHIE,1.0,Snaky,YV0,14.676667,4.205806,6275.0,4.24,-0.0,-34.0,69.03,-5.86,0.578,4.0,13.83,11.27,10.41,6.85,0.0,0.0,1,1
1263,HD58551_SOPHIE_1.0_Snaky,HD58551,SOPHIE,1.0,Snaky,YV0,111.709167,21.535611,6110.0,4.3,-0.48,-1.5,47.06,-5.01,0.382,4.02,9.66,8.41,7.89,4.24,0.0,0.0,1,1
1264,HD58781_SOPHIE_1.0_Snaky,HD58781,SOPHIE,1.0,Snaky,YV0,111.96125,19.044778,5588.0,4.43,0.09,-0.4,14.76,-4.99,0.149,4.19,7.79,6.45,6.06,1.17,0.0,0.0,1,1
1265,HD58855_SOPHIE_1.0_Snaky,HD58855,SOPHIE,1.0,Snaky,YV0,112.482917,49.672667,6642.0,4.0,0.0,-20.9,39.46,-5.3,0.337,4.02,13.45,11.04,10.17,6.07,0.0,0.0,1,1
1266,HD59360_SOPHIE_1.0_Snaky,HD59360,SOPHIE,1.0,Snaky,YV0,112.597458,19.813917,6045.0,4.22,0.03,-30.7,93.3,-5.65,0.579,4.27,7.96,6.74,6.39,1.53,0.0,0.0,1,1
1267,HD5975_HARPS15_3.3.6_Snaky,HD5975,HARPS15,3.3.6,Snaky,YV0,15.257318,-4.648398,6056.0,4.32,-0.13,15.4,20.06,-4.89,0.157,3.41,8.63,7.43,7.03,3.76,0.0,0.0,1,1
1268,HD5996_SOPHIE_1.0_Snaky,HD5996,SOPHIE,1.0,Snaky,YV0,15.7375,69.227056,5406.0,4.49,-0.15,77.2,47.0,-4.53,0.175,4.09,7.89,6.41,6.0,1.15,0.0,0.0,1,1
1269,HD59984_HARPS03_3.3.6_Snaky,HD59984,HARPS03,3.3.6,Snaky,YV0,113.024012,-8.881326,5997.0,4.17,-0.66,3.8,2.23,-4.95,0.022,3.3,7.33,6.28,6.06,1.97,0.0,0.0,1,1
1270,HD59984_HARPS03_3.5_Snaky,HD59984,HARPS03,3.5,Snaky,YV0,113.024012,-8.881326,6015.0,4.14,-0.65,5.2,2.47,-4.93,0.023,3.24,7.32,6.26,6.05,1.89,0.0,0.0,1,1
1271,HD60298_HARPN_3.0.1_Snaky,HD60298,HARPN,3.0.1,Snaky,YV0,113.710042,24.954472,5778.0,4.34,-0.02,-0.1,12.16,-5.01,0.13,3.04,7.3,5.99,5.69,1.83,0.0,0.0,1,1
1272,HD60298_SOPHIE_1.0_Snaky,HD60298,SOPHIE,1.0,Snaky,YV0,113.71,24.954472,5778.0,4.42,-0.04,0.1,38.05,-4.99,0.413,4.06,7.77,6.5,6.15,1.25,0.0,0.0,1,1
1273,HD60779_HARPN_3.0.1_Snaky,HD60779,HARPN,3.0.1,Snaky,YV0,114.00596,-3.151771,5929.0,4.34,-0.18,0.8,6.51,-4.98,0.069,3.1,7.68,6.52,6.21,2.78,0.0,0.0,1,1
1274,HD61383_HARPS03_3.3.6_Snaky,HD61383,HARPS03,3.3.6,Snaky,YV0,114.713915,-5.465545,5753.0,4.22,-0.44,-1.6,10.53,-5.0,0.117,3.28,7.18,6.0,5.74,1.57,0.0,0.0,1,1
1275,HD61383_HARPS03_3.5_Snaky,HD61383,HARPS03,3.5,Snaky,YV0,114.713915,-5.465545,5753.0,4.22,-0.44,-2.2,9.85,-5.01,0.112,3.26,7.17,5.98,5.73,1.56,0.0,0.0,1,1
1276,HD61383_HARPS15_3.3.6_Snaky,HD61383,HARPS15,3.3.6,Snaky,YV0,114.713915,-5.465545,5753.0,4.22,-0.44,-2.7,13.52,-5.02,0.162,3.41,7.22,6.03,5.77,1.62,0.0,0.0,1,1
1277,HD61383_HARPS15_3.5_Snaky,HD61383,HARPS15,3.5,Snaky,YV0,114.713915,-5.465545,5753.0,4.22,-0.44,-2.9,11.99,-5.02,0.143,3.41,7.23,6.03,5.77,1.62,0.0,0.0,1,1
1278,HD62128_HARPS03_3.3.6_Snaky,HD62128,HARPS03,3.3.6,Snaky,YV0,115.50824,-11.852686,5750.0,4.15,0.3,1.6,11.57,-4.97,0.122,3.31,8.1,6.69,6.26,2.64,0.0,0.0,1,1
1279,HD62128_HARPS03_3.5_Snaky,HD62128,HARPS03,3.5,Snaky,YV0,115.50824,-11.852686,5737.0,4.17,0.3,1.1,11.65,-4.97,0.127,3.3,8.1,6.68,6.25,2.66,0.0,0.0,1,1
1280,HD62128_HARPS15_3.3.6_Snaky,HD62128,HARPS15,3.3.6,Snaky,YV0,115.50824,-11.852686,5737.0,4.17,0.3,2.6,20.21,-4.96,0.189,3.39,8.13,6.72,6.3,2.79,0.0,0.0,1,1
1281,HD62128_HARPS15_3.5_Snaky,HD62128,HARPS15,3.5,Snaky,YV0,115.50824,-11.852686,5737.0,4.17,0.3,3.2,16.58,-4.96,0.168,3.38,8.14,6.71,6.29,2.77,0.0,0.0,1,1
1282,HD62301_SOPHIE_1.0_Snaky,HD62301,SOPHIE,1.0,Snaky,YV0,116.234125,39.556361,5943.0,4.19,-0.64,10.1,43.66,-4.89,0.23,3.66,7.66,6.61,6.32,1.99,0.0,0.0,1,1
1283,HD62346_SOPHIE_1.0_Snaky,HD62346,SOPHIE,1.0,Snaky,YV0,116.05775,20.201722,5699.0,4.27,-0.41,0.2,16.7,-5.01,0.183,4.21,7.57,6.38,6.06,1.05,0.0,0.0,1,1
1284,HD6250_SOPHIE_1.0_Snaky,HD6250,SOPHIE,1.0,Snaky,YV0,16.069583,54.204194,6147.0,4.29,-0.06,5.4,64.85,-5.14,0.493,4.08,9.38,8.04,7.51,3.69,0.0,0.0,1,1
1285,HD62613_HARPN_3.0.1_Snaky,HD62613,HARPN,3.0.1,Snaky,YV0,119.071783,80.265543,5487.0,4.44,-0.13,16.9,6.53,-4.84,0.052,3.13,6.92,5.45,5.1,0.74,0.0,0.0,1,1
1286,HD62613_SOPHIE_1.0_Snaky,HD62613,SOPHIE,1.0,Snaky,YV0,119.071792,80.265528,5478.0,4.44,-0.17,16.7,17.62,-4.84,0.126,4.37,7.44,6.03,5.66,0.58,0.0,0.0,1,1
1287,HD62816_HARPS03_3.3.6_Snaky,HD62816,HARPS03,3.3.6,Snaky,YV0,116.371835,-10.160671,6362.0,4.23,0.03,17.5,12.21,-4.83,0.1,3.28,19.04,17.44,16.68,12.39,0.0,0.0,1,1
1288,HD62816_HARPS03_3.5_Snaky,HD62816,HARPS03,3.5,Snaky,YV0,116.371835,-10.160671,6362.0,4.23,0.03,17.1,13.26,-4.84,0.108,3.26,19.04,17.43,16.7,12.4,0.0,0.0,1,1
1289,HD62816_HARPS15_3.3.6_Snaky,HD62816,HARPS15,3.3.6,Snaky,YV0,116.371835,-10.160671,6352.0,4.25,0.04,23.2,23.73,-4.79,0.186,3.08,19.03,17.39,16.63,12.36,0.0,0.0,1,1
1290,HD62816_HARPS15_3.5_Snaky,HD62816,HARPS15,3.5,Snaky,YV0,116.371835,-10.160671,6377.0,4.18,0.02,23.1,27.49,-4.8,0.198,3.14,19.06,17.41,16.6,12.31,0.0,0.0,1,1
1291,HD63107_SOPHIE_1.0_Snaky,HD63107,SOPHIE,1.0,Snaky,YV0,116.885833,9.632556,5787.0,4.16,-0.92,22.4,41.34,-5.04,0.329,4.29,7.61,6.76,6.29,1.62,1.0,0.0,1,1
1292,HD633_SOPHIE_1.0_Snaky,HD633,SOPHIE,1.0,Snaky,YV0,2.669583,2.055528,6197.0,4.25,0.0,66.4,68.25,-4.61,0.347,4.19,8.98,7.62,7.12,2.86,0.0,0.0,1,1
1293,HD63332_SOPHIE_1.0_Snaky,HD63332,SOPHIE,1.0,Snaky,YV0,117.774167,54.129111,6241.0,4.24,-0.04,-5.5,32.21,-5.05,0.29,4.2,13.35,11.01,10.26,6.69,0.0,0.0,1,1
1294,HD63333_SOPHIE_1.0_Snaky,HD63333,SOPHIE,1.0,Snaky,YV0,117.329167,24.488694,6152.0,4.26,-0.34,-12.5,28.07,-5.24,0.372,4.18,8.24,7.16,6.81,2.35,0.0,0.0,1,1
1295,HD63433_HARPN_3.0.1_Snaky,HD63433,HARPN,3.0.1,Snaky,YV0,117.479419,27.363182,5713.0,4.51,0.02,143.3,11.31,-4.33,0.027,3.07,11.06,9.15,8.57,5.68,0.0,0.0,1,1
1296,HD63433_NEID_1.0_Snaky,HD63433,NEID,1.0,Snaky,YV0,117.47937,27.363134,5741.0,4.51,0.01,69.1,4.98,-4.55,0.019,3.14,11.04,9.07,8.5,5.69,0.0,0.0,1,1
1297,HD63433_SOPHIE_1.0_Snaky,HD63433,SOPHIE,1.0,Snaky,YV0,117.479167,27.363056,5756.0,4.5,0.02,154.3,19.82,-4.3,0.046,4.23,11.43,9.45,8.87,5.55,0.0,0.0,1,1
1298,HD64606_SOPHIE_1.0_Snaky,HD64606,SOPHIE,1.0,Snaky,YV0,118.643042,-1.412111,5320.0,4.53,-0.76,2.3,12.25,-4.98,0.125,4.29,6.94,5.64,5.33,0.31,0.0,0.0,1,1
1299,HD6480_HARPS15_3.3.6_Snaky,HD6480,HARPS15,3.3.6,Snaky,YV0,16.464305,4.909384,6246.0,4.25,-0.12,1.3,6.88,-4.97,0.07,3.51,12.67,10.54,9.81,6.65,0.0,0.0,1,1
1300,HD6480_HARPS15_3.5_Snaky,HD6480,HARPS15,3.5,Snaky,YV0,16.464305,4.909384,6240.0,4.25,-0.11,1.8,6.79,-4.97,0.069,3.51,12.67,10.54,9.8,6.65,0.0,0.0,1,1
1301,HD6480_SOPHIE_1.0_Snaky,HD6480,SOPHIE,1.0,Snaky,YV0,16.464167,4.909417,6097.0,4.31,-0.24,-1.7,62.54,-5.08,0.456,4.19,12.91,10.75,9.96,6.58,0.0,0.0,1,1
1302,HD65430_SOPHIE_1.0_Snaky,HD65430,SOPHIE,1.0,Snaky,YV0,119.89125,20.843861,5208.0,4.49,-0.09,-0.3,8.14,-4.99,0.084,4.17,7.46,5.99,5.53,0.54,0.0,0.0,1,1
1303,HD65583_HARPN_3.0.1_Snaky,HD65583,HARPN,3.0.1,Snaky,YV0,120.133874,29.212354,5353.0,4.54,-0.68,-3.0,1.92,-5.02,0.022,3.1,6.44,5.1,4.83,0.44,0.0,0.0,1,1
1304,HD65583_NEID_1.0_Snaky,HD65583,NEID,1.0,Snaky,YV0,120.133036,29.207339,5352.0,4.55,-0.63,-4.2,8.74,-5.04,0.104,3.16,6.55,5.13,4.82,0.41,0.0,0.0,1,1
1305,HD65583_SOPHIE_1.0_Snaky,HD65583,SOPHIE,1.0,Snaky,YV0,120.133833,29.212333,5353.0,4.55,-0.64,-2.9,,-5.03,,4.1,7.06,5.75,5.41,0.32,0.0,0.0,1,1
1306,HD6582_HARPN_3.0.1_Snaky,HD6582,HARPN,3.0.1,Snaky,YV0,17.067929,54.920156,5388.0,4.51,-0.78,-5.4,7.88,-5.05,0.097,3.11,6.38,5.08,4.85,0.45,0.0,0.0,1,1
1307,HD6582_SOPHIE_1.0_Snaky,HD6582,SOPHIE,1.0,Snaky,YV0,17.068292,54.920333,5384.0,4.51,-0.78,-8.4,,-5.09,,3.86,6.98,5.71,5.4,0.31,0.0,0.0,1,1
1308,HD6611A_SOPHIE_1.0_Snaky,HD6611A,SOPHIE,1.0,Snaky,YV0,16.869583,41.258889,6292.0,4.26,0.02,-22.4,19.97,-5.68,0.478,4.12,16.61,13.52,12.45,8.81,0.0,0.0,1,1
1309,HD66348_SOPHIE_1.0_Snaky,HD66348,SOPHIE,1.0,Snaky,YV0,120.87,12.181306,6077.0,4.32,0.13,-2.5,60.02,-5.28,0.485,4.05,12.02,9.99,9.32,5.9,0.0,0.0,1,1
1310,HD66488_HARPS03_3.3.6_Snaky,HD66488,HARPS03,3.3.6,Snaky,YV0,120.883792,-8.173404,6298.0,4.2,0.09,37.6,28.23,-4.71,0.159,3.3,21.84,20.39,19.5,15.53,0.0,0.0,1,1
1311,HD66488_HARPS03_3.5_Snaky,HD66488,HARPS03,3.5,Snaky,YV0,120.883792,-8.173404,6285.0,4.18,0.1,36.9,27.99,-4.72,0.16,3.29,21.83,20.41,19.47,15.54,0.0,0.0,1,1
1312,HD66573_SOPHIE_1.0_Snaky,HD66573,SOPHIE,1.0,Snaky,YV0,121.123708,9.267889,5768.0,4.33,-0.58,-1.0,13.65,-5.03,0.152,4.31,7.3,6.15,5.89,0.57,0.0,0.0,1,1
1313,HD66922_SOPHIE_1.0_Snaky,HD66922,SOPHIE,1.0,Snaky,YV0,121.537917,15.346694,6165.0,4.15,-0.2,5.1,55.71,-5.11,0.323,4.14,8.65,7.46,7.07,2.74,0.0,0.0,1,1
1314,HD6715_SOPHIE_1.0_Snaky,HD6715,SOPHIE,1.0,Snaky,YV0,17.051667,21.977,5631.0,4.48,-0.2,3.0,13.36,-4.96,0.129,4.04,7.55,6.24,5.89,0.79,0.0,0.0,1,1
1315,HD67228_SOPHIE_1.0_Snaky,HD67228,SOPHIE,1.0,Snaky,YV0,121.940833,21.581806,5941.0,4.2,0.22,5.8,8.13,-4.93,0.076,4.15,9.01,7.6,7.12,3.2,0.0,0.0,1,1
1316,HD67346_SOPHIE_1.0_Snaky,HD67346,SOPHIE,1.0,Snaky,YV0,122.03625,19.215944,6022.0,4.19,0.25,6.1,60.29,-4.93,0.458,4.12,9.32,7.88,7.41,3.52,0.0,0.0,1,1
1317,HD67551_CORALIE07_3.4_Snaky,HD67551,CORALIE07,3.4,Snaky,YV0,122.008338,-13.508101,3126.0,5.0,0.0,,,,,6.73,11.36,9.16,8.31,5.3,0.0,0.0,1,1
1318,HD67587_SOPHIE_1.0_Snaky,HD67587,SOPHIE,1.0,Snaky,YV0,122.547917,35.455,6220.0,4.27,-0.07,-4.2,33.45,-5.05,0.314,4.03,14.52,14.32,14.11,9.88,0.0,0.0,1,1
1319,HD67789_SOPHIE_1.0_Snaky,HD67789,SOPHIE,1.0,Snaky,YV0,122.527083,14.508,6069.0,4.26,-0.11,-31.7,66.16,-5.9,0.521,4.31,8.98,7.7,7.33,4.04,0.0,0.0,1,1
1320,HD68017_NEID_1.0_Snaky,HD68017,NEID,1.0,Snaky,YV0,122.908582,32.454393,5593.0,4.46,-0.4,-5.4,4.47,-5.05,0.055,3.15,6.8,5.43,5.16,0.55,0.0,0.0,1,1
1321,HD68146_HARPS03_3.3.6_Snaky,HD68146,HARPS03,3.3.6,Snaky,YV0,122.66594,-13.799205,6302.0,4.24,0.0,-14.9,2.23,-5.19,0.038,3.31,14.17,11.63,10.82,7.47,0.0,0.0,1,1
1322,HD68146_HARPS03_3.5_Snaky,HD68146,HARPS03,3.5,Snaky,YV0,122.66594,-13.799205,6302.0,4.24,0.0,-15.0,2.19,-5.19,0.037,3.23,14.17,11.63,10.81,7.46,0.0,0.0,1,1
