,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,ID,WDS_code,hip,Sptype,mv1,mv2,period,ecc,prlx,semi_arcsec,semi_AU,inc,Mdyn,Mph,Msp,M1,M2,origin,bibcode,Ms2,node,T0,omega,sep_arcsec,sep_last,vmag,plx,dist,Ms,Flux_ratio,WDS(code),Ms1,src
1557,HD64606,Gaia DR3 3082317193037072256,HD64606,HIP38625,GJ292.2+GJ9245,TIC123089572,-,-,J07546-0125A,K0V,SB*,118.6424,-1.4123,729,,HIP38625,+,7.43,,446.2,0.31,,,,,,,,,,Pourbaix+04,2000IAUS..200P..22M,,,,212.0,2.57,,7.43,50.7142,19.718,0.655,,07546-0125,,3
1558,HD64606,Gaia DR3 3082317193037072256,HD64606,HIP38625,GJ292.2+GJ9245,TIC123089572,-,-,J07546-0125A,K0V,SB*,118.6424,-1.4123,729,,HIP38625,+,7.43,,450.4,0.34,,,,,,,,,,Pourbaix+04,2002AJ....124.1144L,,,,220.8,2.59,,7.43,50.7142,19.718,0.655,,07546-0125,,4
1559,HD64606,Gaia DR3 3082317193037072256,HD64606,HIP38625,GJ292.2+GJ9245,TIC123089572,-,-,J07546-0125A,K0V,SB*,118.6424,-1.4123,729,07546-0125,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.43,50.7142,19.718,0.655,,07546-0125,,5
1560,HD64606,Gaia DR3 3082317193037072256,HD64606,HIP38625,GJ292.2+GJ9245,TIC123089572,-,-,J07546-0125A,K0V,SB*,118.6424,-1.4123,729,07546-0125,,G8V,7.5,11.62,,,,,,,,,,,,WDS_THE.csv,,0.25,,,,4.9,4.9,7.43,50.7142,19.718,0.655,2.25,07546-0125,,7
1561,HD50281A,Gaia DR3 3101923001490347392,HD50281A,HIP32984,GJ250A,TIC282210766,-,-,J06523-0510A,K3.5V,PM*,103.0752,-5.1737,731,06523-0510,,,6.58,,3476.1,,,65.21,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.58,114.3547,8.745,0.718,,06523-0510,,2
1562,HD50281A,Gaia DR3 3101923001490347392,HD50281A,HIP32984,GJ250A,TIC282210766,-,-,J06523-0510A,K3.5V,PM*,103.0752,-5.1737,731,06523-0510,,M2.5V,5.72,14.04,,,,,,,,,,,,WDS_THE.csv,,0.11,,,,9.6,9.6,6.58,114.3547,8.745,0.718,0.05,06523-0510,,5
1563,HD50281A,Gaia DR3 3101923001490347392,HD50281A,HIP32984,GJ250A,TIC282210766,-,-,J06523-0510A,K3.5V,PM*,103.0752,-5.1737,731,06523-0510,,,6.640000000000001,10.16,3476.1,0.86,,65.10499999999999,,66.08,,,,,,COMPOSITE,,0.32,143.2,1159.28,257.16999999999996,9.6,,6.58,114.3547,8.745,0.718,,06523-0510,,1
1564,HD50281A,Gaia DR3 3101923001490347392,HD50281A,HIP32984,GJ250A,TIC282210766,-,-,J06523-0510A,K3.5V,PM*,103.0752,-5.1737,731,06523-0510,HIP32984,,6.71,10.16,3476.1,0.86,,,,66.16,,,,,,ORB6,Kpp2020f,0.32,143.4,1159.56,257.34,,,6.58,114.3547,8.745,0.718,4.17,06523-0510,,3
1565,HD50281A,Gaia DR3 3101923001490347392,HD50281A,HIP32984,GJ250A,TIC282210766,-,-,J06523-0510A,K3.5V,PM*,103.0752,-5.1737,731,06523-0510,,,6.7,10.1,3476.0,0.86,,65.0,,66.0,,,,,,StelleDoppie,ORB6,0.33,143.0,1159.0,257.0,,,6.58,114.3547,8.745,0.718,4.37,06523-0510,,4
1566,HD49503A,Gaia DR3 3102372804823185920,HD49503A,HIP32644,-,TIC36346568,-,-,J06486-0405A,F5/6V,PM*,102.149,-4.0759,732,06486-0405,,F8,7.37,8.66,,,,,,,,,,,,WDS_THE.csv,,0.84,,,,4.1,5.1,7.02,20.659,48.405,1.125,30.48,06486-0405,,2
1567,HD49503A,Gaia DR3 3102372804823185920,HD49503A,HIP32644,-,TIC36346568,-,-,J06486-0405A,F5/6V,PM*,102.149,-4.0759,732,06486-0405,,F8,7.37,8.66,,,,,,,,,,,,COMPOSITE,,0.84,,,,4.1,5.1,7.02,20.659,48.405,1.125,30.48,06486-0405,,1
1568,HD46090,Gaia DR3 3130091149360313984,HD46090,HIP31083,-,TIC234831602,-,-,J06314+0255A,G3/5V,PM*,97.8395,2.9113,739,06314+0255,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.14,33.9045,29.495,0.895,,06314+0255,,2
1569,HD46090,Gaia DR3 3130091149360313984,HD46090,HIP31083,-,TIC234831602,-,-,J06314+0255A,G3/5V,PM*,97.8395,2.9113,739,06314+0255,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,7.14,33.9045,29.495,0.895,,06314+0255,,1
1570,HD63107,Gaia DR3 3148814698509975936,HD63107,HIP38021,-,TIC453207964,-,-,-,F8,SB*,116.8856,9.6326,742,,HIP38021,F8+,7.09,,358.8,0.18,,,,,,,,,,COMPOSITE,,,,,11.0,1.14,,7.08,22.6924,44.068,0.985,,-,,1
1571,HD63107,Gaia DR3 3148814698509975936,HD63107,HIP38021,-,TIC453207964,-,-,-,F8,SB*,116.8856,9.6326,742,,HIP38021,F8+,7.09,,358.8,0.18,,,,,,,,,,Pourbaix+04,2018Obs...138..116G,,,,11.0,1.14,,7.08,22.6924,44.068,0.985,,-,,2
1572,HD59432A,Gaia DR3 3163696107354305536,HD59432A,HIP36485,-,TIC247087539,-,-,J07304+1352A,F5,*,112.6093,13.865,743,07304+1352,,,7.95,,7.7,,,0.1,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.172,20.5453,48.673,1.175,,07304+1352,,2
1573,HD59432A,Gaia DR3 3163696107354305536,HD59432A,HIP36485,-,TIC247087539,-,-,J07304+1352A,F5,*,112.6093,13.865,743,07304+1352,,F8,8.0,11.7,,,,,,,,,,,,WDS_THE.csv,,0.5,,,,0.1,0.1,7.172,20.5453,48.673,1.175,3.31,07304+1352,,4
1574,HD59432A,Gaia DR3 3163696107354305536,HD59432A,HIP36485,-,TIC247087539,-,-,J07304+1352A,F5,*,112.6093,13.865,743,07304+1352,,F5,7.36,9.21,,,,,,,,,,,,WDS_THE.csv,,0.77,,,,7.6,7.6,7.172,20.5453,48.673,1.175,18.2,07304+1352,,5
1575,HD59432A,Gaia DR3 3163696107354305536,HD59432A,HIP36485,-,TIC247087539,-,-,J07304+1352A,F5,*,112.6093,13.865,743,07304+1352,,,7.975,11.7,7.7,0.67,,0.1,,37.46,,,,,,COMPOSITE,,0.5,188.17,1981.44,269.17,3.8499999999999996,,7.172,20.5453,48.673,1.175,,07304+1352,,1
1576,HD59432A,Gaia DR3 3163696107354305536,HD59432A,HIP36485,-,TIC247087539,-,-,J07304+1352A,F5,*,112.6093,13.865,743,07304+1352,HIP36497,,8.0,11.7,7.7,0.67,,,,37.46,,,,,,ORB6,JAA2023,0.5,188.17,1981.44,269.17,,,7.172,20.5453,48.673,1.175,3.31,07304+1352,,3
1577,HD26040,Gaia DR3 3190783297858653952,HD26040,HIP19206,-,TIC34269291,-,-,J04070-1000AB,G1/2V,**,61.7524,-10.0005,747,04070-1000,HIP19206,,7.29,8.6,21.1,0.71,,,,121.5,,,,,,ORB6,Tok2020e,0.77,220.4,2017.93,77.4,,,6.889,22.3689,44.705,1.045,29.92,04070-1000,,5
1578,HD26040,Gaia DR3 3190783297858653952,HD26040,HIP19206,-,TIC34269291,-,-,J04070-1000AB,G1/2V,**,61.7524,-10.0005,747,04070-1000,,,6.88,,21.1,,,0.23,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.889,22.3689,44.705,1.045,,04070-1000,,2
1579,HD26040,Gaia DR3 3190783297858653952,HD26040,HIP19206,-,TIC34269291,-,-,J04070-1000AB,G1/2V,**,61.7524,-10.0005,747,04070-1000,,G0+G8,7.29,8.6,21.25,0.69,,0.23,,121.5,1.68,2.13,1.96,,,COMPOSITE,,0.77,220.4,2017.93,77.4,0.2,0.2,6.889,22.3689,44.705,1.045,29.92,04070-1000,,1
1580,HD26040,Gaia DR3 3190783297858653952,HD26040,HIP19206,-,TIC34269291,-,-,J04070-1000AB,G1/2V,**,61.7524,-10.0005,747,04070-1000,HIP19206,G0   G8       ,7.29,8.6,21.7,0.68,24.49,0.23,,,1.68,2.13,1.96,,,Malkov+12,2012A&A...546A..69M,0.77,,,,,,6.889,22.3689,44.705,1.045,29.92,04070-1000,,3
1581,HD26040,Gaia DR3 3190783297858653952,HD26040,HIP19206,-,TIC34269291,-,-,J04070-1000AB,G1/2V,**,61.7524,-10.0005,747,04070-1000,HIP19206,G0   G8       ,7.29,8.6,21.4,0.69,24.49,0.22,,,1.68,2.13,1.96,,,Malkov+12,2012A&A...546A..69M,0.77,,,,,,6.889,22.3689,44.705,1.045,29.92,04070-1000,,4
1582,HD26040,Gaia DR3 3190783297858653952,HD26040,HIP19206,-,TIC34269291,-,-,J04070-1000AB,G1/2V,**,61.7524,-10.0005,747,04070-1000,,G0+G8,7.29,8.6,,,,,,,,,,,,WDS_THE.csv,,0.77,,,,0.2,0.2,6.889,22.3689,44.705,1.045,29.92,04070-1000,,6
1583,HD26965,Gaia DR3 3195919528989223040,HD26965,HIP19849,GJ166A,TIC67772871,-,40Eri+omi02Eri,J04153-0739A,K0V,PM*,63.818,-7.6529,748,04153-0739,,,10.02,11.47,233.2,0.41,,6.89,,107.98,,,,,,COMPOSITE,,0.54,151.58,1848.79,321.2,,,4.42,199.608,5.01,0.758,,04153-0739,,1
1584,HD26965,Gaia DR3 3195919528989223040,HD26965,HIP19849,GJ166A,TIC67772871,-,40Eri+omi02Eri,J04153-0739A,K0V,PM*,63.818,-7.6529,748,04153-0739,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,4.42,199.608,5.01,0.758,,04153-0739,,4
1585,HD26965,Gaia DR3 3195919528989223040,HD26965,HIP19849,GJ166A,TIC67772871,-,40Eri+omi02Eri,J04153-0739A,K0V,PM*,63.818,-7.6529,748,04153-0739,,,10.02,11.47,233.2,0.41,,,,107.98,,,,,,ORB6,WSI2021,0.54,151.58,1848.79,321.2,,,4.42,199.608,5.01,0.758,26.3,04153-0739,,3
1586,HD26965,Gaia DR3 3195919528989223040,HD26965,HIP19849,GJ166A,TIC67772871,-,40Eri+omi02Eri,J04153-0739A,K0V,PM*,63.818,-7.6529,748,04153-0739,,,,,233.2,,,6.89,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,4.42,199.608,5.01,0.758,,04153-0739,,2
1587,HD26441,Gaia DR3 3203497397487659648,HD26441,HIP19508,-,TIC9264836,-,-,J04107-0452AB,G3/5IV,**,62.6855,-4.8748,750,,HIP19508,G3/5IV+,7.37,,7527.0,0.84,,,,,,,,,,Pourbaix+04,2015Obs...135..321G,,,,69.0,7.2,,7.36,17.2886,57.842,1.275,,04107-0452,,7
1588,HD26441,Gaia DR3 3203497397487659648,HD26441,HIP19508,-,TIC9264836,-,-,J04107-0452AB,G3/5IV,**,62.6855,-4.8748,750,04107-0452,HIP19508,,8.3,8.3,20.7,0.83,,,,67.8,,,,,,ORB6,JAA2022,1.27,154.1,1931.5,67.88,,,7.36,17.2886,57.842,1.275,100.0,04107-0452,,6
1589,HD26441,Gaia DR3 3203497397487659648,HD26441,HIP19508,-,TIC9264836,-,-,J04107-0452AB,G3/5IV,**,62.6855,-4.8748,750,04107-0452,,,8.3,8.3,20.6,0.83,,164.0,,67.8,,,,,,StelleDoppie,ORB6,1.27,154.0,1931.0,68.0,,,7.36,17.2886,57.842,1.275,100.0,04107-0452,,8
1590,HD26441,Gaia DR3 3203497397487659648,HD26441,HIP19508,-,TIC9264836,-,-,J04107-0452AB,G3/5IV,**,62.6855,-4.8748,750,04107-0452,HIP19508,G0            ,8.3,8.3,20.0,0.76,16.09,0.14,,,1.83,2.34,1.05,,,Malkov+12,2012A&A...546A..69M,1.27,,,,,,7.36,17.2886,57.842,1.275,100.0,04107-0452,,3
1591,HD26441,Gaia DR3 3203497397487659648,HD26441,HIP19508,-,TIC9264836,-,-,J04107-0452AB,G3/5IV,**,62.6855,-4.8748,750,04107-0452,HIP19508,G0            ,8.3,8.3,40.3,0.03,16.09,0.19,,,1.83,2.34,1.05,,,Malkov+12,2012A&A...546A..69M,1.27,,,,,,7.36,17.2886,57.842,1.275,100.0,04107-0452,,4
1592,HD26441,Gaia DR3 3203497397487659648,HD26441,HIP19508,-,TIC9264836,-,-,J04107-0452AB,G3/5IV,**,62.6855,-4.8748,750,04107-0452,HIP19508,G0            ,8.3,8.3,40.0,0.0,16.09,0.2,,,1.83,2.34,1.05,,,Malkov+12,2012A&A...546A..69M,1.27,,,,,,7.36,17.2886,57.842,1.275,100.0,04107-0452,,5
1593,HD26441,Gaia DR3 3203497397487659648,HD26441,HIP19508,-,TIC9264836,-,-,J04107-0452AB,G3/5IV,**,62.6855,-4.8748,750,04107-0452,,,7.36,,20.7,,,0.17,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.36,17.2886,57.842,1.275,,04107-0452,,2
1594,HD26441,Gaia DR3 3203497397487659648,HD26441,HIP19508,-,TIC9264836,-,-,J04107-0452AB,G3/5IV,**,62.6855,-4.8748,750,04107-0452,,G3IV,8.3,8.3,,,,,,,,,,,,WDS_THE.csv,,1.27,,,,0.2,0.2,7.36,17.2886,57.842,1.275,100.0,04107-0452,,9
1595,HD26441,Gaia DR3 3203497397487659648,HD26441,HIP19508,-,TIC9264836,-,-,J04107-0452AB,G3/5IV,**,62.6855,-4.8748,750,04107-0452,,G3IV,8.3,8.3,20.7,0.7949999999999999,,0.19,,67.8,1.83,2.34,1.05,,,COMPOSITE,,1.27,154.05,1931.25,68.0,3.7,0.2,7.36,17.2886,57.842,1.275,100.0,04107-0452,,1
1596,HD28072A,Gaia DR3 3205679721908034688,HD28072A,-,-,-,-,-,J04257-0214A,-,PM*,66.4244,-2.2324,751,04257-0214,HIP20673,,7.47,9.42,591.9,0.775,,3.4450000000000003,,93.125,,,,,,COMPOSITE,,0.52,103.205,1813.125,273.08000000000004,0.8,,7.356,24.6034,40.645,0.815,16.6,04257-0214,,1
1597,HD28072A,Gaia DR3 3205679721908034688,HD28072A,-,-,-,-,-,J04257-0214A,-,PM*,66.4244,-2.2324,751,04257-0214,,,7.5,9.4,592.0,0.77,,3.4,,93.0,,,,,,StelleDoppie,ORB6,0.53,103.0,1813.0,273.0,,,7.356,24.6034,40.645,0.815,17.38,04257-0214,,4
1598,HD28072A,Gaia DR3 3205679721908034688,HD28072A,-,-,-,-,-,J04257-0214A,-,PM*,66.4244,-2.2324,751,04257-0214,HIP20673,,7.47,9.42,591.9,0.78,,,,93.25,,,,,,ORB6,Izm2019,0.52,103.41,1813.25,273.16,,,7.356,24.6034,40.645,0.815,16.6,04257-0214,,3
1599,HD28072A,Gaia DR3 3205679721908034688,HD28072A,-,-,-,-,-,J04257-0214A,-,PM*,66.4244,-2.2324,751,04257-0214,,,7.25,,591.9,,,3.49,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.356,24.6034,40.645,0.815,,04257-0214,,2
1600,HD28072A,Gaia DR3 3205679721908034688,HD28072A,-,-,-,-,-,J04257-0214A,-,PM*,66.4244,-2.2324,751,04257-0214,,F8,7.47,9.42,,,,,,,,,,,,WDS_THE.csv,,0.52,,,,0.8,0.8,7.356,24.6034,40.645,0.815,16.6,04257-0214,,5
1601,HD36003,Gaia DR3 3210731015768096000,HD36003,HIP25623,GJ204,TIC50587969,-,-,J05284-0330A,K5V,PM*,82.1087,-3.4996,755,05284-0330,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,7.65,77.3499,12.928,0.743,,05284-0330,,1
1602,HD36003,Gaia DR3 3210731015768096000,HD36003,HIP25623,GJ204,TIC50587969,-,-,J05284-0330A,K5V,PM*,82.1087,-3.4996,755,05284-0330,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.65,77.3499,12.928,0.743,,05284-0330,,2
1603,HD31768,Gaia DR3 3212750058416680320,HD31768,HIP23116,-,TIC244258171,-,-,J04584-0344AB,F5V,**,74.6092,-3.7329,757,04584-0344,,,6.97,,127.0,,,0.74,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.967,19.5724,51.092,0.915,,04584-0344,,2
1604,HD31768,Gaia DR3 3212750058416680320,HD31768,HIP23116,-,TIC244258171,-,-,J04584-0344AB,F5V,**,74.6092,-3.7329,757,04584-0344,,,7.12,10.1,127.0,0.3,,,,55.1,,,,,,ORB6,Tok2019d,0.46,36.9,1944.9,283.4,,,6.967,19.5724,51.092,0.915,6.43,04584-0344,,3
1605,HD31768,Gaia DR3 3212750058416680320,HD31768,HIP23116,-,TIC244258171,-,-,J04584-0344AB,F5V,**,74.6092,-3.7329,757,04584-0344,,F5,7.12,10.4,,,,,,,,,,,,WDS_THE.csv,,0.43,,,,0.6,0.7,6.967,19.5724,51.092,0.915,4.88,04584-0344,,4
1606,HD31768,Gaia DR3 3212750058416680320,HD31768,HIP23116,-,TIC244258171,-,-,J04584-0344AB,F5V,**,74.6092,-3.7329,757,04584-0344,,,7.12,10.25,127.0,0.3,,0.74,,55.1,,,,,,COMPOSITE,,0.445,36.9,1944.9,283.4,0.6,,6.967,19.5724,51.092,0.915,6.43,04584-0344,,1
1607,HD34673A,Gaia DR3 3213958769587525888,HD34673A,HIP24819,GJ200A,TIC249076418,-,-,J05192-0304A,K3V,PM*,79.8028,-3.0738,758,05192-0304,,K3V,7.97,,,,,,,,,,,,,WDS_THE.csv,,,,,,1.9,1.9,7.77,63.6435,15.713,0.755,,05192-0304,,3
1608,HD34673A,Gaia DR3 3213958769587525888,HD34673A,HIP24819,GJ200A,TIC249076418,-,-,J05192-0304A,K3V,PM*,79.8028,-3.0738,758,05192-0304,,,7.97,11.4,,,,,,,,,,,,COMPOSITE,,0.34,,,,1.7999999999999998,,7.77,63.6435,15.713,0.755,,05192-0304,,1
1609,HD34673A,Gaia DR3 3213958769587525888,HD34673A,HIP24819,GJ200A,TIC249076418,-,-,J05192-0304A,K3V,PM*,79.8028,-3.0738,758,05192-0304,,K3V,7.97,11.4,,,,,,,,,,,,WDS_THE.csv,,0.34,,,,1.7,1.7,7.77,63.6435,15.713,0.755,4.25,05192-0304,,4
1610,HD34673A,Gaia DR3 3213958769587525888,HD34673A,HIP24819,GJ200A,TIC249076418,-,-,J05192-0304A,K3V,PM*,79.8028,-3.0738,758,05192-0304,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.77,63.6435,15.713,0.755,,05192-0304,,2
1611,HD31738,Gaia DR3 3228407348810503168,HD31738,HIP23105,-,TIC452749710,-,-,-,G5IVe,RS*,74.5707,0.4539,762,,HIP23105,G5IVe+,7.22,,0.45,0.0,,,,,,,,,,COMPOSITE,,,,,0.0,0.02,,7.265,29.7481,33.616,0.825,,-,,1
1612,HD31738,Gaia DR3 3228407348810503168,HD31738,HIP23105,-,TIC452749710,-,-,-,G5IVe,RS*,74.5707,0.4539,762,,HIP23105,G5IVe+,7.22,,0.5,0.0,,,,,,,,,,Pourbaix+04,2009Obs...129..317G,,,,0.0,0.02,,7.265,29.7481,33.616,0.825,,-,,2
1613,HD31738,Gaia DR3 3228407348810503168,HD31738,HIP23105,-,TIC452749710,-,-,-,G5IVe,RS*,74.5707,0.4539,762,,HIP23105,G5IVe+,7.22,,0.4,0.0,,,,,,,,,,Pourbaix+04,2011Obs...131..283F,,,,0.0,0.02,,7.265,29.7481,33.616,0.825,,-,,3
1614,HD31412,Gaia DR3 3239548665775613056,HD31412,HIP22919,GJ9169,TIC262501618,-,-,"J04559+0440Aa,Ab",F9.5V,**,73.9829,4.6704,767,04559+0440,,F8+M,7.1,11.1,,,,,,,,,,,,WDS_THE.csv,,0.41,,,,0.2,0.4,7.016,27.865,35.887,1.035,2.51,04559+0440,,3
1615,HD31412,Gaia DR3 3239548665775613056,HD31412,HIP22919,GJ9169,TIC262501618,-,-,"J04559+0440Aa,Ab",F9.5V,**,73.9829,4.6704,767,04559+0440,HIP22919,,7.1,11.1,84.3,0.98,,,22.57,61.94,,,,1.2,0.42,COMPOSITE,,0.41,,,,0.37,,7.016,27.865,35.887,1.035,,04559+0440,,1
1616,HD31412,Gaia DR3 3239548665775613056,HD31412,HIP22919,GJ9169,TIC262501618,-,-,"J04559+0440Aa,Ab",F9.5V,**,73.9829,4.6704,767,04559+0440,HIP22919,,,,84.3,0.98,,,22.57,61.94,,,,1.2,0.42,Qier_An+25,2025ApJS..280...61A,,,,,0.54,,7.016,27.865,35.887,1.035,,04559+0440,,2
1617,HD22879,Gaia DR3 3250489115709122560,HD22879,HIP17147,GJ147.1+GJ9121,TIC301564622,-,-,J03404-0313A,G0VmF2,Pe*,55.0919,-3.217,771,03404-0313,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.688,38.3253,26.092,0.765,,03404-0313,,2
1618,HD22879,Gaia DR3 3250489115709122560,HD22879,HIP17147,GJ147.1+GJ9121,TIC301564622,-,-,J03404-0313A,G0VmF2,Pe*,55.0919,-3.217,771,03404-0313,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,6.688,38.3253,26.092,0.765,,03404-0313,,1
1619,HD20385,Gaia DR3 3261733202649972992,HD20385,HIP15247,-,TIC49906916,-,-,"J03167-0332Aa,Ab",F6V,**,49.1694,-3.5303,773,03167-0332,,F5,7.5,12.5,,,,,,,,,,,,WDS_THE.csv,,0.33,,,,0.8,0.8,7.48,20.3667,49.1,1.035,1.0,03167-0332,,2
1620,HD20385,Gaia DR3 3261733202649972992,HD20385,HIP15247,-,TIC49906916,-,-,"J03167-0332Aa,Ab",F6V,**,49.1694,-3.5303,773,03167-0332,,F5,7.5,12.5,,,,,,,,,,,,COMPOSITE,,0.33,,,,0.8,0.8,7.48,20.3667,49.1,1.035,1.0,03167-0332,,1
1621,HD20630,Gaia DR3 3269362645115584640,HD20630,HIP15457,GJ137,TIC343813545,-,96Cet+kapCet+kap01Cet,J03194+0322A,G5V,BY*,49.8404,3.3702,776,03194+0322,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,4.839,107.8023,9.276,0.994,,03194+0322,,2
1622,HD20630,Gaia DR3 3269362645115584640,HD20630,HIP15457,GJ137,TIC343813545,-,96Cet+kapCet+kap01Cet,J03194+0322A,G5V,BY*,49.8404,3.3702,776,03194+0322,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,4.839,107.8023,9.276,0.994,,03194+0322,,1
1623,HD22255,Gaia DR3 3276017095645265664,HD22255,HIP16723,-,TIC274150483,-,-,J03352+0543A,F5,Em*,53.7923,5.714,777,03352+0543,,,8.3,14.5,,,,,,,,,,,,COMPOSITE,,0.25,,,,4.1,4.3,7.48,16.1975,61.738,1.055,0.33,03352+0543,,1
1624,HD22255,Gaia DR3 3276017095645265664,HD22255,HIP16723,-,TIC274150483,-,-,J03352+0543A,F5,Em*,53.7923,5.714,777,03352+0543,,,8.3,14.5,,,,,,,,,,,,WDS_THE.csv,,0.25,,,,4.1,4.3,7.48,16.1975,61.738,1.055,0.33,03352+0543,,2
1625,HD26923,Gaia DR3 3285218186904332288,HD26923,HIP19859,-,TIC283792884,-,-,J04155+0611A,G0IV,PM*,63.87,6.1869,780,04155+0611,,G5IV,5.27,18.6,,,,,,,,,,,,COMPOSITE,,0.05,,,,8.4,7.8,6.316,45.3005,22.075,1.075,0.0,04155+0611,,1
1626,HD26923,Gaia DR3 3285218186904332288,HD26923,HIP19859,-,TIC283792884,-,-,J04155+0611A,G0IV,PM*,63.87,6.1869,780,04155+0611,,G5IV,5.27,18.6,,,,,,,,,,,,WDS_THE.csv,,0.05,,,,7.8,7.8,6.316,45.3005,22.075,1.075,0.0,04155+0611,,3
1627,HD26923,Gaia DR3 3285218186904332288,HD26923,HIP19859,-,TIC283792884,-,-,J04155+0611A,G0IV,PM*,63.87,6.1869,780,04155+0611,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.316,45.3005,22.075,1.075,,04155+0611,,2
1628,HD26923,Gaia DR3 3285218186904332288,HD26923,HIP19859,-,TIC283792884,-,-,J04155+0611A,G0IV,PM*,63.87,6.1869,780,04155+0611,,G5IV,5.27,18.6,,,,,,,,,,,,WDS_THE.csv,,0.05,,,,9.0,9.0,6.316,45.3005,22.075,1.075,0.0,04155+0611,,4
1629,HD30652,Gaia DR3 3288921720025503360,HD30652,HIP22449,GJ178,TIC399665349,-,1Ori+pi.03Ori,J04498+0658A,F6V,PM*,72.46,6.9613,782,04498+0658,,F6V,1.8,18.55,,,,,,,,,,,,COMPOSITE,,0.03,,,,5.75,9.5,3.185,124.6198,8.024,1.233,0.0,04498+0658,,1
1630,HD30652,Gaia DR3 3288921720025503360,HD30652,HIP22449,GJ178,TIC399665349,-,1Ori+pi.03Ori,J04498+0658A,F6V,PM*,72.46,6.9613,782,04498+0658,,F6V,1.8,20.1,,,,,,,,,,,,WDS_THE.csv,,0.02,,,,9.5,9.5,3.185,124.6198,8.024,1.233,0.0,04498+0658,,2
1631,HD30652,Gaia DR3 3288921720025503360,HD30652,HIP22449,GJ178,TIC399665349,-,1Ori+pi.03Ori,J04498+0658A,F6V,PM*,72.46,6.9613,782,04498+0658,,F6V,1.8,17.0,,,,,,,,,,,,WDS_THE.csv,,0.04,,,,2.0,2.0,3.185,124.6198,8.024,1.233,0.0,04498+0658,,3
1632,13Ori,Gaia DR3 3290765291786058496,HD33021,HIP23852,GJ3334,TIC284794221,-,13Ori,J05076+0928A,G3,PM*,76.9096,9.4718,783,05076+0928,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.177,36.2462,27.589,0.987,,05076+0928,,2
1633,13Ori,Gaia DR3 3290765291786058496,HD33021,HIP23852,GJ3334,TIC284794221,-,13Ori,J05076+0928A,G3,PM*,76.9096,9.4718,783,05076+0928,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,6.177,36.2462,27.589,0.987,,05076+0928,,1
1634,HD26990,Gaia DR3 3297396274614449920,HD26990,HIP19911,-,TIC283826260,-,-,J04163+0710AB,G0V:,**,64.0688,7.1594,787,04163+0710,HIP19911,,7.7,9.7,5.7,0.805,,0.1,,148.0,,,,,,COMPOSITE,,0.57,358.05,1997.045,47.8,0.1,,7.471,24.8147,40.299,0.905,15.85,04163+0710,,1
1635,HD26990,Gaia DR3 3297396274614449920,HD26990,HIP19911,-,TIC283826260,-,-,J04163+0710AB,G0V:,**,64.0688,7.1594,787,04163+0710,HIP19911,,7.7,9.7,5.7,0.81,,,,148.0,,,,,,ORB6,Tok2015c,0.57,358.1,1997.09,47.6,,,7.471,24.8147,40.299,0.905,15.85,04163+0710,,3
1636,HD26990,Gaia DR3 3297396274614449920,HD26990,HIP19911,-,TIC283826260,-,-,J04163+0710AB,G0V:,**,64.0688,7.1594,787,04163+0710,,G0,7.7,9.7,,,,,,,,,,,,WDS_THE.csv,,0.57,,,,0.1,0.2,7.471,24.8147,40.299,0.905,15.85,04163+0710,,5
1637,HD26990,Gaia DR3 3297396274614449920,HD26990,HIP19911,-,TIC283826260,-,-,J04163+0710AB,G0V:,**,64.0688,7.1594,787,04163+0710,,,7.5,,5.7,,,0.1,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.471,24.8147,40.299,0.905,,04163+0710,,2
