,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,plx,distance,pmra,pmdec,gmag,bp_rp,bmag,vmag,rv_sys,season_length_1.5,eff_nights_1.5,eff_airmass_mean_1.5,eff_seeing_1.5,tyr_rise_1.5,tyr_set_1.5,season_length_1.75,eff_nights_1.75,eff_airmass_mean_1.75,eff_seeing_1.75,tyr_rise_1.75,tyr_set_1.75,SG_NGT_Jan,SG_NGT_Feb,SG_NGT_Mar,SG_NGT_Apr,SG_NGT_May,SG_NGT_Jun,SG_NGT_Jul,SG_NGT_Aug,SG_NGT_Sep,SG_NGT_Oct,SG_NGT_Nov,SG_NGT_Dec
1247,HD198389,Gaia DR3 1761390105546746880,HD198389,HIP102807,-,TIC291154039,-,-,-,F8,PM*,312.4127,13.9629,19.6678,50.845,88.181,74.128,7.012067,0.600919,7.513,7.119,-39.38,257.0,207.0,1.0768,0.8744,2025.261644,2025.963014,276.0,220.0,1.1019,0.8958,2025.228767,2025.982192,0.055,0.0,0.318,1.659,3.226,5.107,7.182,7.702,6.708,5.277,3.635,1.662
1248,HD203185,Gaia DR3 1784721471706668032,HD203185,HIP105350,-,TIC60491553,-,-,-,F8,PM*,320.0834,16.8115,14.2843,70.007,-8.529,84.422,7.437006,0.617447,8.021,7.55,-10.38,254.0,204.0,1.065,0.876,2025.291781,2025.984932,275.0,219.0,1.0952,0.8964,2025.250685,2026.006849,0.253,0.0,0.086,1.192,2.759,4.64,6.83,7.883,7.301,5.877,4.235,2.262
1249,HD202926,Gaia DR3 1785466940590239488,HD202926,HIP105192,-,TIC257511959,-,-,-,F6V,*,319.6332,17.9879,17.6268,56.732,-8.274,-35.862,7.241674,0.580815,7.78,7.34,7.75,256.0,205.0,1.0621,0.8746,2025.286301,2025.984932,276.0,220.0,1.0908,0.8943,2025.247945,2026.006849,0.268,0.0,0.11,1.259,2.826,4.707,6.898,7.983,7.339,5.91,4.268,2.296
1250,HD194035,Gaia DR3 1816347480580341632,HD194035,HIP100500,-,TIC219549289,-,-,-,G5,PM*,305.6876,19.85,20.4724,48.846,-103.41,-30.097,6.965622,0.868331,7.854,7.134,16.96,267.0,214.0,1.0566,0.8627,2025.223288,2025.952055,285.0,227.0,1.0794,0.8853,2025.193151,2025.971233,0.008,0.014,0.91,2.342,3.909,5.79,7.745,7.743,6.391,4.96,3.318,1.346
1251,HD211152,Gaia DR3 1879291016568031360,HD211152,HIP109842,-,TIC28003343,-,-,-,F7III,PM*,333.7001,24.315,20.7347,48.228,63.071,18.653,6.890199,0.616295,7.683,7.006,-20.9,254.0,202.0,1.0512,0.8799,2025.327397,2026.026027,272.0,215.0,1.0792,0.8994,2025.29726,2026.045205,0.652,0.0,0.012,0.876,2.443,4.324,6.518,8.176,7.92,6.56,4.918,2.946
1252,HD210944,Gaia DR3 1892497147650028800,HD210944,HIP109700,-,TIC27889360,-,-,-,F5V,*,333.3063,27.3187,15.0736,66.341,12.43,-43.081,7.124749,0.639332,7.705,7.254,12.77,256.0,203.0,1.0489,0.8797,2025.324658,2026.028767,275.0,218.0,1.0783,0.8998,2025.291781,2026.047945,0.713,0.0,0.025,0.959,2.526,4.407,6.602,8.32,8.028,6.643,5.002,3.029
1253,HD211799,Gaia DR3 1894189914520578560,HD211799,HIP110184,-,TIC28193556,-,-,-,F8V,PM*,334.78,28.8476,14.7814,67.653,47.271,24.478,7.053356,0.686,7.718,7.178,-20.15,256.0,203.0,1.0491,0.8806,2025.327397,2026.031507,275.0,218.0,1.0785,0.9007,2025.294521,2026.050685,1.186,0.0,0.0,0.512,2.059,3.94,6.135,8.188,8.38,7.193,5.552,3.579
1254,15Peg,Gaia DR3 1896396703077703936,HD207978,HIP107975,GJ4234,TIC326202925,-,15Peg,-,F2V,PM*,328.1247,28.7935,37.0591,26.984,-59.169,-61.603,5.393223,0.626427,5.941,5.518,19.13,261.0,208.0,1.0507,0.8766,2025.3,2026.017808,279.0,221.0,1.0774,0.8957,2025.269863,2026.036986,0.751,0.0,0.031,0.992,2.559,4.44,6.635,8.389,8.087,6.693,5.052,3.079
1255,HD215619,Gaia DR3 1903664234419540736,HD215619,HIP112402,-,TIC100678067,-,-,-,F5,PM*,341.5079,35.672,15.7512,63.487,146.323,71.107,7.460124,0.590994,8.0,7.56,-34.33,257.0,202.0,1.0581,0.8925,2025.343836,2026.050685,276.0,217.0,1.0881,0.9136,2025.313699,2026.072603,1.819,0.087,0.0,0.263,1.709,3.59,5.785,8.067,8.765,7.827,6.185,4.212
1256,HD211419,Gaia DR3 1905308073023457920,HD211419,HIP109961,-,TIC397657796,-,-,J22163+3344A,F8V,SB*,334.0725,33.7322,13.5467,73.819,90.406,-1.145,7.284177,0.664579,7.922,7.385,-28.27,260.0,206.0,1.0546,0.8841,2025.319178,2026.034247,279.0,221.0,1.0835,0.9041,2025.286301,2026.053425,1.285,0.002,0.0,0.614,2.176,4.057,6.252,8.352,8.544,7.293,5.652,3.679
1257,HD211275,Gaia DR3 1957114896260199040,HD211275,HIP109881,-,TIC119836487,-,-,-,G0,PM*,333.824,39.7764,12.9818,77.031,229.664,47.593,7.465778,0.738529,8.183,7.59,-45.99,263.0,208.0,1.07,0.8925,2025.313699,2026.036986,284.0,224.0,1.101,0.9146,2025.278082,2026.058904,1.385,0.009,0.0,0.709,2.276,4.157,6.352,8.495,8.691,7.393,5.752,3.779
1258,HD223582,Gaia DR3 1993726468805788928,HD223582,HIP117573,-,TIC346380292,-,-,J23506+5412A,F5,*,357.6583,54.1982,18.2494,54.796,-4.512,-41.488,7.065638,0.581182,7.591,7.15,12.98,251.0,194.0,1.1487,0.9562,2025.39863,2026.089041,277.0,215.0,1.1865,0.9798,2025.357534,2026.119178,3.035,0.756,0.0,0.005,0.943,2.824,5.018,7.364,9.116,8.931,7.402,5.429
1259,HD220908,Gaia DR3 1995929679646711936,HD220908,HIP115761,-,TIC251888591,-,-,-,F8V,SB*,351.7918,54.8663,13.0947,76.367,80.026,26.694,7.473774,0.70993,8.138,7.6,-10.93,253.0,197.0,1.1551,0.9526,2025.379452,2026.075342,279.0,218.0,1.1911,0.9768,2025.338356,2026.105479,2.552,0.413,0.0,0.13,1.443,3.324,5.518,7.864,9.237,8.557,6.918,4.946
1260,HD215714,Gaia DR3 2007417244005768064,HD215714,-,-,TIC343554937,-,-,J22461+5804A,F8,PM*,341.522,58.0721,15.8433,63.118,7.933,-49.582,7.486807,0.616535,8.048,7.599,6.64,255.0,201.0,1.1848,0.9554,2025.349315,2026.050685,284.0,224.0,1.2203,0.981,2025.3,2026.080822,2.052,0.166,0.0,0.419,1.943,3.824,6.018,8.342,9.173,8.06,6.418,4.446
1261,HD215588,Gaia DR3 2007431640735691776,HD215588,HIP112324,-,TIC343312972,-,-,J22451+5809A,F5,PM*,341.2651,58.1471,28.3445,35.28,-62.695,-136.045,6.346299,0.588144,6.869,6.456,-10.25,255.0,201.0,1.1856,0.9545,2025.346575,2026.047945,285.0,224.0,1.2223,0.9818,2025.29726,2026.080822,2.052,0.166,0.0,0.419,1.943,3.824,6.018,8.342,9.173,8.06,6.418,4.446
1262,HD185269,Gaia DR3 2031479093959232128,HD185269,HIP96507,-,TIC213721036,-,-,J19372+2830A,G2V,PM*,294.2989,28.4999,19.2423,51.969,-31.563,-81.082,6.535392,0.74854,7.267,6.68,0.77,279.0,223.0,1.0445,0.8564,2025.168493,2025.930137,298.0,236.0,1.068,0.8841,2025.138356,2025.952055,0.0,0.666,2.11,3.542,5.109,6.99,8.315,7.04,5.608,4.177,2.535,0.634
1263,HD197407,Gaia DR3 2066529188124723968,HD197407,HIP102154,-,TIC195609958,-,-,-,F5,PM*,310.4847,42.5248,15.5719,64.218,63.483,45.305,7.411422,0.606144,7.972,7.52,1.52,278.0,222.0,1.0773,0.8832,2025.220548,2025.979452,300.0,237.0,1.1047,0.9072,2025.179452,2026.00411,0.096,0.163,1.393,2.826,4.393,6.274,8.395,8.306,6.874,5.443,3.802,1.829
1264,HD196789,Gaia DR3 2069471927916866304,HD196789,HIP101818,-,TIC189068982,-,-,-,F8,PM*,309.4954,42.8456,16.4694,60.719,89.273,172.012,6.907172,0.65566,7.511,7.034,1.66,279.0,222.0,1.0788,0.8835,2025.215068,2025.976712,300.0,237.0,1.1047,0.9071,2025.179452,2025.99863,0.096,0.163,1.393,2.826,4.393,6.274,8.395,8.306,6.874,5.443,3.802,1.829
1265,HD195353,Gaia DR3 2083943699973856768,HD195353,-,-,TIC290194630,-,-,-,G0,PM*,307.2064,48.8617,12.9813,77.034,-44.384,-125.411,7.459883,0.706143,8.122,7.566,-29.39,280.0,223.0,1.1091,0.8971,2025.206849,2025.971233,304.0,240.0,1.1368,0.9247,2025.165753,2025.99589,0.12,0.205,1.477,2.909,4.476,6.357,8.494,8.39,6.958,5.527,3.885,1.912
1266,HD172742,Gaia DR3 2091285551421214976,HD172742,HIP91563,-,TIC68266718,-,-,-,F5,PM*,280.0876,33.6845,19.6621,50.859,29.808,-64.82,7.168048,0.615942,7.735,7.279,8.56,286.0,229.0,1.0471,0.8603,2025.113699,2025.894521,306.0,242.0,1.0711,0.8905,2025.083562,2025.919178,0.299,1.795,3.243,4.676,6.243,8.089,7.843,6.173,4.741,3.31,1.668,0.145
1267,HD171886,Gaia DR3 2110853113181717632,HD171886,HIP91120,-,TIC289529699,-,-,-,F5,PM*,278.8104,41.5816,19.7476,50.639,2.101,83.018,7.041936,0.618329,7.598,7.16,-61.77,290.0,232.0,1.069,0.8745,2025.10274,2025.894521,310.0,245.0,1.092,0.9043,2025.075342,2025.921918,0.378,1.929,3.377,4.809,6.376,8.235,7.976,6.307,4.874,3.443,1.802,0.198
1268,HD196482,Gaia DR3 2180210237949139712,HD196482,HIP101611,-,-,-,-,-,F5,PM*,308.8902,50.4249,14.594,68.521,49.228,27.19,7.405245,0.626126,7.963,7.51,5.29,278.0,222.0,1.1189,0.9019,2025.215068,2025.973973,304.0,239.0,1.1484,0.9303,2025.168493,2026.00411,0.12,0.205,1.477,2.909,4.476,6.357,8.494,8.39,6.958,5.527,3.885,1.912
1269,HD197373,Gaia DR3 2194570134681591680,HD197373,HIP102011,-,TIC343333748,-,-,J20403+6030A,F6IV,PM*,310.0746,60.5053,30.0566,33.271,12.766,185.976,5.910608,0.592028,6.433,6.003,-13.74,270.0,216.0,1.2088,0.9405,2025.231507,2025.968493,304.0,239.0,1.2407,0.974,2025.171233,2026.006849,0.131,0.222,1.51,2.942,4.509,6.39,8.532,8.423,6.991,5.56,3.918,1.946
1270,HD216582,Gaia DR3 2213324607594749056,HD216582,HIP112946,-,TIC377274993,-,-,J22527+6759B,F5,PM*,343.1257,67.9936,16.145,61.939,80.79,58.425,7.431242,0.601405,7.816,7.564,1.41,237.0,186.0,1.3105,1.0102,2025.382192,2026.034247,279.0,219.0,1.3485,1.0422,2025.313699,2026.080822,1.935,0.124,0.0,0.337,1.826,3.707,5.902,8.207,8.974,7.943,6.302,4.329
1271,HD223778,Gaia DR3 2232348941893483520,HD223778,HIP117712,GJ909A,TIC265344685,-,-,J23524+7533A,K3V,SB*,358.1059,75.5445,91.7722,10.897,309.9,25.334,6.053732,1.216537,7.355,6.389,,189.0,142.0,1.4605,1.0727,2025.491781,2026.012329,259.0,200.0,1.4942,1.1223,2025.387671,2026.1,2.469,0.364,0.0,0.0,0.437,2.24,4.435,6.781,8.077,8.032,6.835,4.862
1272,HD184467,Gaia DR3 2238597054155896832,HD184467,HIP95995,GJ762.1,TIC287197149,-,-,J19311+5835AB,K2V,SB*,292.7832,58.586,55.2767,18.091,-507.326,-397.297,6.36492,1.06374,7.455,6.597,,281.0,225.0,1.1859,0.924,2025.160274,2025.927397,311.0,245.0,1.214,0.9649,2025.113699,2025.963014,0.03,1.062,2.51,3.942,5.509,7.39,8.772,7.423,5.991,4.56,2.918,0.954
1273,HD167407,Gaia DR3 2269196668913927808,HD167407,HIP88658,-,TIC229586778,-,-,-,F8,PM*,271.5088,76.1318,15.863,63.04,-66.297,17.207,7.452152,0.733267,8.161,7.58,-11.28,188.0,163.0,1.4757,1.008,2025.220548,2025.732877,296.0,236.0,1.5039,1.0795,2025.072603,2025.880822,0.409,1.979,3.427,4.859,6.426,7.959,7.026,5.357,3.924,2.493,0.854,0.0
1274,HD204426,Gaia DR3 2277676686702880000,HD204426,HIP105557,-,TIC323122607,-,-,-,G0,PM*,320.6736,76.555,25.6919,38.923,-129.033,135.745,6.69607,0.826325,7.5,6.87,-39.96,172.0,140.0,1.487,1.0117,2025.420548,2025.889041,276.0,220.0,1.5191,1.0904,2025.250685,2026.009589,0.245,0.0,0.086,1.192,2.759,4.64,6.829,7.867,7.284,5.86,4.218,2.246
1275,HD197433,Gaia DR3 2278045985170934016,HD197433,HIP101750,GJ1255+GJ9703,TIC1981621672+TIC333870949,-,-,J20374+7536A,G8V+K0V,SB*,309.3401,75.6005,37.6838,26.537,328.009,538.119,7.268617,1.1059,0.0,7.451,,195.0,162.0,1.4621,1.0043,2025.352055,2025.883562,286.0,227.0,1.4941,1.0765,2025.20137,2025.982192,0.01,0.016,0.927,2.359,3.926,5.807,7.769,7.765,6.408,4.977,3.335,1.362
1276,HD220140,Gaia DR3 2282846074981010688,HD220140,HIP115147,-,TIC428988656,-,-,J23194+7900A,G9V,RS*,349.861,79.0035,52.7838,18.945,203.45,72.309,7.293383,1.082451,8.653,7.53,-17.11,0.0,0.0,,,2025.00137,2025.00137,247.0,192.0,1.5826,1.1457,2025.384932,2026.064384,1.519,0.024,0.0,0.0,0.473,2.29,4.485,6.679,7.183,7.119,5.885,3.912
1277,HD219396,Gaia DR3 2287395373060435840,HD219396,HIP114546,-,TIC470245545,-,-,-,G0,PM*,348.0398,82.3946,18.5428,53.929,65.51,83.572,7.369601,0.847554,8.21,7.53,-46.56,0.0,0.0,,,2025.00137,2025.00137,212.0,164.0,1.6884,1.1714,2025.434247,2026.017808,0.35,0.0,0.0,0.0,0.204,1.84,4.035,5.281,5.283,5.283,4.435,2.462
1278,HD169925,Gaia DR3 2293937261086179456,HD169925,HIP89478,-,TIC288516301,-,-,-,G0,*,273.8935,79.0649,16.1334,61.983,-14.292,1.611,7.195208,0.757379,7.949,7.33,-21.54,0.0,0.0,,,2025.00137,2025.00137,281.0,226.0,1.5824,1.0977,2025.1,2025.867123,0.027,1.045,2.493,3.926,5.493,7.065,6.93,5.407,3.974,2.543,0.902,0.0
1279,HD198894,Gaia DR3 2297135018855651072,HD198894,-,-,TIC315756675,-,-,-,K0,*,311.2629,79.2387,26.7383,37.4,-6.878,-33.248,7.442758,0.889502,8.383,7.609,-50.95,0.0,0.0,,,2025.00137,2025.00137,266.0,213.0,1.5892,1.1064,2025.242466,2025.968493,0.017,0.0,0.183,1.426,2.993,4.874,6.864,7.276,6.474,5.043,3.402,1.429
1280,HD195850,Gaia DR3 2298513978237548672,HD195850,HIP100321,-,TIC236002958,-,-,-,F5IV,SB*,305.1821,82.368,17.546,56.993,9.911,-43.988,6.921906,0.612168,7.489,7.03,,0.0,0.0,,,2025.00137,2025.00137,227.0,187.0,1.6878,1.111,2025.289041,2025.908219,0.0,0.0,0.012,0.876,2.443,4.32,5.267,5.267,4.937,3.577,1.935,0.26
1281,HD209942,Gaia DR3 2299477734539451392,HD209942,HIP108456,-,TIC470122265,-,-,J21582+8252A,F6IV-V,SB*,329.5528,82.8696,24.9343,40.105,-107.002,-59.914,6.852749,0.69165,0.0,6.944,-19.53,0.0,0.0,,,2025.00137,2025.00137,207.0,165.0,1.7058,1.1483,2025.39589,2025.960274,0.0,0.0,0.0,0.0,0.392,2.174,3.823,3.95,3.95,3.914,2.768,0.822
1282,HD209943,Gaia DR3 2299477768899190400,HD209943,HIP108461,-,TIC470122267,-,-,"J21582+8252Ba,Bb",F5,RS*,329.5822,82.8711,25.0457,39.927,-137.331,-37.235,7.310246,0.905437,8.06,7.45,,0.0,0.0,,,2025.00137,2025.00137,207.0,165.0,1.7058,1.1483,2025.39589,2025.960274,0.0,0.0,0.0,0.0,0.392,2.174,3.823,3.95,3.95,3.914,2.768,0.822
1283,HD216520,Gaia DR3 2299942278201276288,HD216520,HIP112527,-,TIC264899051,-,-,-,K0V,PM*,341.8828,83.697,51.1561,19.548,-151.77,116.644,7.293911,1.041558,8.408,7.53,-18.54,0.0,0.0,,,2025.00137,2025.00137,177.0,136.0,1.7378,1.1553,2025.472603,2025.954795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,HD195146,Gaia DR3 2302434355666150528,HD195146,HIP99232,-,TIC470680809,-,-,J20086+8507AB,F8,**,302.1497,85.1242,24.5031,40.811,-65.697,-20.037,7.004256,0.72366,7.701,7.144,-29.57,0.0,0.0,,,2025.00137,2025.00137,0.0,0.0,,,2025.00137,2025.00137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,HD4219,Gaia DR3 2375786349766370432,HD4219,HIP3483,-,-,-,-,-,F6V,PM*,11.1154,-13.4158,13.0384,76.697,75.725,-28.667,7.460349,0.664023,8.029,7.58,-16.72,189.0,138.0,1.354,1.0462,2025.524658,2026.045205,211.0,157.0,1.3744,1.066,2025.491781,2026.072603,1.419,0.012,0.0,0.0,0.0,0.366,2.385,4.542,4.983,4.983,4.978,3.812
1286,HD63,Gaia DR3 2428706669045383808,HD63,HIP462,-,TIC176285709,-,-,-,F6V,PM*,1.3798,-9.6175,20.1669,49.586,85.703,-75.914,7.020907,0.603799,7.577,7.124,0.44,201.0,151.0,1.2873,1.0063,2025.483562,2026.036986,220.0,167.0,1.3097,1.0281,2025.456164,2026.061644,1.139,0.0,0.0,0.0,0.0,0.91,3.102,5.129,5.417,5.417,5.227,3.529
1287,HD11274,Gaia DR3 2460244407740948864,HD11274,HIP8564,-,TIC212381783,-,-,-,F6V,*,27.6202,-12.3426,17.1015,58.474,16.877,-13.563,7.464637,0.589626,7.996,7.57,12.92,192.0,137.0,1.3336,1.0697,2025.557534,2026.086301,213.0,154.0,1.355,1.083,2025.530137,2026.116438,2.985,0.716,0.0,0.0,0.0,0.0,0.979,3.314,5.032,5.133,5.133,4.961
1288,HD10009,Gaia DR3 2464859126762143616,HD10009,HIP7580,-,TIC29901695,-,-,J01376-0924AB,F8.5VFe-0.5,SB*,24.4071,-9.4038,22.9702,43.535,263.005,86.273,6.127653,0.692575,6.754,6.237,51.62,199.0,144.0,1.2827,1.0401,2025.541096,2026.089041,219.0,160.0,1.3068,1.0558,2025.513699,2026.116438,2.702,0.508,0.0,0.0,0.0,0.071,1.685,4.031,5.532,5.567,5.567,5.005
1289,37Cet,Gaia DR3 2475331528340199936,HD7439,HIP5799,GJ54.2A+GJ9045A,TIC284120761,-,37Cet,J01144-0755A,F5V,**,18.6002,-7.9228,41.5747,24.053,124.225,278.007,5.016975,0.621345,5.565,5.15,22.11,203.0,148.0,1.2607,1.0203,2025.521918,2026.080822,221.0,163.0,1.2834,1.0381,2025.49726,2026.105479,2.269,0.259,0.0,0.0,0.0,0.283,2.235,4.579,5.683,5.683,5.683,4.661
1290,HD10116,Gaia DR3 2479631890115073408,HD10116,HIP7669,-,TIC241392829,-,-,-,F5V,SB*,24.6865,-5.7354,18.4467,54.21,-119.673,-53.646,7.241773,0.616321,7.787,7.35,2.05,207.0,150.0,1.2304,1.0159,2025.530137,2026.1,225.0,165.0,1.2554,1.0318,2025.505479,2026.124658,2.885,0.639,0.0,0.0,0.0,0.126,1.868,4.214,5.86,5.933,5.933,5.234
1291,62Cet,Gaia DR3 2494291678648211840,HD13228,HIP10033,-,TIC38377077,-,62Cet,-,F5V,PM*,32.288,-2.332,15.5874,64.154,-91.586,-45.316,7.011948,0.662121,7.611,7.123,-12.42,213.0,153.0,1.1899,1.0084,2025.541096,2026.127397,229.0,166.0,1.2142,1.0195,2025.519178,2026.149315,3.602,1.287,0.013,0.0,0.0,0.048,1.585,3.931,5.998,6.367,6.367,5.874
1292,HD12536,Gaia DR3 2517643209678127616,HD12536,HIP9576,-,TIC419942117,-,-,-,G2V,PM*,30.7571,3.3587,19.3984,51.551,227.213,135.599,6.726362,0.820458,0.0,6.852,12.34,222.0,161.0,1.1377,0.9791,2025.524658,2026.135616,236.0,173.0,1.1615,0.9909,2025.505479,2026.154795,3.835,1.521,0.048,0.0,0.0,0.109,1.818,4.164,6.32,6.833,6.833,6.173
1293,HD3126,Gaia DR3 2526580040189355136,HD3126,HIP2710,-,TIC38381642,-,-,-,F4V,PM*,8.6132,-6.5039,24.7805,40.354,-71.19,-85.398,6.801277,0.616292,7.347,6.907,12.86,207.0,154.0,1.2414,0.9974,2025.491781,2026.061644,224.0,168.0,1.2642,1.017,2025.467123,2026.083562,1.835,0.092,0.0,0.0,0.0,0.65,2.802,5.087,5.817,5.817,5.737,4.229
1294,HD3296,Gaia DR3 2526790940262580864,HD3296,HIP2843,-,TIC212960381,-,-,-,F6V,PM*,9.0077,-5.5707,22.301,44.841,226.323,-108.251,6.611397,0.609418,7.177,6.723,10.16,208.0,155.0,1.2282,0.9925,2025.491781,2026.064384,225.0,169.0,1.2512,1.012,2025.467123,2026.086301,1.885,0.107,0.0,0.0,0.0,0.704,2.868,5.165,5.933,5.933,5.833,4.279
1295,HD4899,Gaia DR3 2550039117200699904,HD4899,HIP3973,-,TIC257431346,-,-,-,G0/2V,PM*,12.7685,2.7436,13.204,75.735,-15.28,-70.319,7.497319,0.750775,8.182,7.63,-23.18,221.0,165.0,1.1413,0.9611,2025.483562,2026.091781,237.0,178.0,1.168,0.9791,2025.458904,2026.110959,2.852,0.614,0.0,0.0,0.0,0.663,2.818,5.164,6.785,6.85,6.766,5.246
1296,HD7345,Gaia DR3 2577061260424130304,HD7345,HIP5743,-,TIC376904847,-,86PscB+zetPscB,J01137+0735B,F7V,SB*,18.4386,7.5782,24.6896,40.503,139.506,-53.49,6.175464,0.63841,0.0,6.262,,227.0,168.0,1.1069,0.9517,2025.489041,2026.113699,242.0,181.0,1.1335,0.9683,2025.467123,2026.132877,3.052,0.77,0.0,0.0,0.0,0.833,3.018,5.364,7.127,7.25,7.096,5.446
1297,HD7564,Gaia DR3 2579689922143890304,HD7564,HIP5898,-,TIC376923235,-,-,J01158+0947AB,F2,**,18.9447,9.7849,16.651,60.056,-71.514,31.033,7.067651,0.596701,7.629,7.175,6.53,229.0,170.0,1.0937,0.9454,2025.486301,2026.116438,244.0,182.0,1.1208,0.9619,2025.464384,2026.135616,3.619,1.304,0.015,0.0,0.0,0.503,2.602,4.947,7.022,7.4,7.368,6.012
1298,HD8941,Gaia DR3 2593154747696080640,HD8941,HIP6869,-,TIC405341081,-,-,-,F8IV-V,PM*,22.1015,17.0793,19.4158,51.504,112.486,-33.426,6.487142,0.661697,7.111,6.604,8.61,236.0,175.0,1.064,0.9337,2025.483562,2026.132877,250.0,187.0,1.0901,0.9489,2025.464384,2026.152055,3.852,1.537,0.051,0.0,0.0,0.677,2.835,5.181,7.342,7.867,7.777,6.246
1299,HD8321,Gaia DR3 2593298611920443520,HD8321,HIP6439,-,TIC58858845,-,-,J01227+1712A,F5V,SB*,20.6796,17.197,19.2581,51.926,-55.835,21.757,7.055821,0.615013,7.618,7.16,-28.97,236.0,175.0,1.0632,0.9325,2025.480822,2026.130137,251.0,188.0,1.0917,0.9487,2025.458904,2026.149315,3.852,1.537,0.051,0.0,0.0,0.677,2.835,5.181,7.342,7.867,7.777,6.246
1300,HD214686,Gaia DR3 2608919785932997248,HD214686,HIP111910,-,TIC251020542,-,-,-,F7V,SB*,340.0333,-9.3592,18.7269,53.399,173.485,45.947,6.762107,0.677333,7.406,6.894,,203.0,158.0,1.2826,0.9807,2025.428767,2025.982192,225.0,177.0,1.3066,1.001,2025.393151,2026.012329,0.183,0.0,0.0,0.0,0.616,2.474,4.646,5.55,5.55,5.424,4.068,2.096
1301,HD210172,Gaia DR3 2612307033365420032,HD210172,HIP109316,-,TIC75324835,-,-,-,F5V,PM*,332.1976,-13.3005,20.9346,47.768,95.093,-11.325,6.807466,0.605936,7.362,6.908,18.13,193.0,153.0,1.3523,0.9927,2025.423288,2025.949315,218.0,173.0,1.3732,1.0193,2025.384932,2025.979452,0.006,0.0,0.0,0.0,0.81,2.69,4.631,4.983,4.983,4.758,3.285,1.312
1302,HD207889,Gaia DR3 2617958767945945856,HD207889,HIP107974,-,TIC887930,-,-,-,F6V,*,328.1237,-9.4179,19.574,51.088,5.461,-34.118,7.09971,0.587263,7.633,7.2,14.58,206.0,164.0,1.2841,0.9659,2025.393151,2025.954795,228.0,182.0,1.3066,0.9886,2025.357534,2025.979452,0.042,0.0,0.0,0.025,1.093,2.974,5.027,5.55,5.55,5.147,3.568,1.596
1303,HD212695,Gaia DR3 2629041948233065216,HD212695,HIP110753,-,TIC176017171,-,-,-,F3V,PM*,336.5602,-2.789,20.6948,48.321,-30.021,-80.686,6.841853,0.585109,7.379,6.946,23.49,219.0,172.0,1.196,0.944,2025.39589,2025.993151,238.0,188.0,1.2214,0.9616,2025.363014,2026.017808,0.35,0.0,0.0,0.005,0.943,2.824,5.018,6.264,6.267,5.964,4.435,2.462
1304,HD219983,Gaia DR3 2634027752428716928,HD219983,HIP115220,-,TIC301174095,-,-,-,F6V,PM*,350.066,-3.9191,21.3617,46.813,286.127,-108.004,6.521132,0.677457,7.148,6.655,-10.34,213.0,164.0,1.2079,0.961,2025.436986,2026.023288,232.0,180.0,1.2337,0.9826,2025.409589,2026.047945,1.016,0.0,0.0,0.0,0.174,1.774,3.968,5.923,6.15,6.15,5.366,3.396
1305,16Psc,Gaia DR3 2646416259176624000,HD221950,HIP116495,-,TIC422629660,-,16Psc,-,F6V,SB*,354.097,2.1022,30.6828,32.592,-105.325,61.073,5.56184,0.635458,6.107,5.689,,223.0,171.0,1.1477,0.9425,2025.434247,2026.047945,240.0,185.0,1.1747,0.9618,2025.406849,2026.067123,1.302,0.003,0.0,0.0,0.329,2.074,4.268,6.376,6.75,6.731,5.668,3.696
1306,HD217679,Gaia DR3 2652131177020643200,HD217679,HIP113770,-,TIC310844746,-,-,-,F6V,SB*,345.6011,0.4393,15.1122,66.172,-61.917,68.836,7.249012,0.704532,7.864,7.38,,222.0,173.0,1.1627,0.9382,2025.412329,2026.023288,239.0,187.0,1.1877,0.9562,2025.384932,2026.042466,0.777,0.0,0.0,0.0,0.63,2.49,4.685,6.462,6.583,6.451,5.085,3.112
1307,HD215402,Gaia DR3 2653259447748987136,HD215402,HIP112319,-,TIC250350042,-,-,-,F6V,PM*,341.2516,-0.7319,13.3295,75.022,125.228,19.081,7.467882,0.682359,8.125,7.59,2.27,222.0,174.0,1.1749,0.9395,2025.40137,2026.012329,239.0,188.0,1.1992,0.9567,2025.373973,2026.031507,0.738,0.0,0.0,0.0,0.589,2.44,4.635,6.378,6.483,6.37,5.035,3.062
1308,HD211575,Gaia DR3 2677942384281073408,HD211575,HIP110091,-,TIC439839143,-,-,J22181-0014AB,F3V,**,334.5178,-0.2377,23.98,41.701,-41.947,-54.37,6.289112,0.58868,6.825,6.385,14.95,224.0,177.0,1.1694,0.9308,2025.382192,2025.993151,243.0,193.0,1.1954,0.9487,2025.349315,2026.017808,0.433,0.0,0.0,0.028,1.109,2.99,5.185,6.569,6.583,6.169,4.585,2.612
1309,HD216872,Gaia DR3 2711834692768280192,HD216872,HIP113294,-,TIC257390193,-,-,-,F8,PM*,344.1338,6.8054,12.9779,77.054,147.866,-8.412,7.399268,0.682127,8.05,7.52,-6.12,232.0,181.0,1.1131,0.916,2025.393151,2026.031507,249.0,195.0,1.1403,0.935,2025.365753,2026.050685,1.031,0.0,0.0,0.003,0.909,2.79,4.985,6.949,7.183,6.901,5.385,3.412
