,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,plx,distance,pmra,pmdec,gmag,bp_rp,bmag,vmag,rv_sys,season_length_1.5,eff_nights_1.5,eff_airmass_mean_1.5,eff_seeing_1.5,tyr_rise_1.5,tyr_set_1.5,season_length_1.75,eff_nights_1.75,eff_airmass_mean_1.75,eff_seeing_1.75,tyr_rise_1.75,tyr_set_1.75,SG_NGT_Jan,SG_NGT_Feb,SG_NGT_Mar,SG_NGT_Apr,SG_NGT_May,SG_NGT_Jun,SG_NGT_Jul,SG_NGT_Aug,SG_NGT_Sep,SG_NGT_Oct,SG_NGT_Nov,SG_NGT_Dec
1310,HD216417,Gaia DR3 2717981134566374272,HD216417,HIP112960,-,TIC318705209,-,-,-,F5,SB*,343.1507,10.2203,15.8028,63.28,167.825,-93.405,7.148519,0.647441,7.745,7.277,-38.95,236.0,185.0,1.0924,0.9063,2025.384932,2026.034247,253.0,199.0,1.1197,0.9254,2025.357534,2026.053425,1.139,0.0,0.0,0.014,1.026,2.907,5.102,7.129,7.417,7.06,5.502,3.529
1311,HD215648,Gaia DR3 2719475542667772416,HD215648,HIP112447,GJ872A,TIC60716322,-,46Peg+ksiPeg+ksiPegA,J22467+1210A,F6V,PM*,341.6732,12.1729,60.9161,16.416,233.354,-493.133,4.069358,0.702293,4.681,4.205,-5.78,238.0,187.0,1.082,0.8996,2025.376712,2026.031507,256.0,202.0,1.111,0.9191,2025.346575,2026.050685,1.203,0.0,0.0,0.025,1.093,2.974,5.168,7.229,7.55,7.147,5.568,3.596
1312,HD211976,Gaia DR3 2722592692491549824,HD211976,HIP110341,-,TIC415846785,-,-,-,F5V,*,335.2325,8.1867,31.8293,31.418,41.678,21.895,6.065988,0.613814,6.628,6.178,9.03,237.0,188.0,1.105,0.9036,2025.360274,2026.012329,254.0,201.0,1.1307,0.9214,2025.332877,2026.031507,0.652,0.0,0.0,0.13,1.443,3.324,5.518,7.176,7.25,6.557,4.918,2.946
1313,HD208669,Gaia DR3 2726436482063400576,HD208669,HIP108408,-,TIC396822684,-,-,-,G0,*,329.4241,10.4404,15.5872,64.155,-4.352,-46.255,7.19577,0.629898,7.742,7.306,-17.03,242.0,193.0,1.092,0.8934,2025.338356,2025.99863,260.0,207.0,1.1186,0.9111,2025.305479,2026.020548,0.386,0.0,0.0,0.471,2.009,3.89,6.085,7.393,7.299,6.143,4.502,2.529
1314,HD3268,Gaia DR3 2778942732134817408,HD3268,HIP2832,-,TIC302190720,-,-,-,F7V,PM*,8.9783,13.2071,24.6069,40.639,-132.691,-177.951,6.201087,0.670043,6.875,6.375,-23.22,234.0,177.0,1.0786,0.9286,2025.453425,2026.09726,249.0,189.0,1.106,0.9465,2025.431507,2026.116438,2.735,0.531,0.0,0.0,0.079,1.507,3.702,6.047,7.576,7.617,7.061,5.129
1315,64Psc,Gaia DR3 2781872793183604096,HD4676,HIP3810,GJ34.1+GJ9031,TIC303319608,-,64Psc,J00490+1656A,F8V,SB*,12.2446,16.9406,42.7505,23.392,-2.468,-200.976,4.925745,0.685613,5.57,5.067,,237.0,178.0,1.0647,0.9264,2025.458904,2026.110959,251.0,190.0,1.0909,0.942,2025.436986,2026.127397,3.352,1.039,0.0,0.0,0.009,1.14,3.335,5.681,7.626,7.867,7.558,5.746
1316,HD221627,Gaia DR3 2820870374678607616,HD221627,HIP116277,-,TIC435254533,-,-,J23336+1749A,G1IV,PM*,353.395,17.8188,20.6174,48.503,256.092,24.028,6.664139,0.810257,7.463,6.813,-5.58,241.0,186.0,1.0624,0.9053,2025.40411,2026.067123,258.0,201.0,1.0926,0.9249,2025.376712,2026.086301,1.885,0.107,0.0,0.0,0.779,2.657,4.852,7.148,7.917,7.709,6.252,4.279
1317,HD224085,Gaia DR3 2855095251072482432,HD224085,HIP117915,GJ4375,-,-,-,-,K2+IVeFe-1,RS*,358.7669,28.6337,25.5595,39.124,574.825,34.423,7.127325,1.380189,8.534,7.51,,248.0,191.0,1.0501,0.907,2025.406849,2026.089041,264.0,204.0,1.0789,0.9251,2025.382192,2026.108219,2.669,0.486,0.0,0.0,0.602,2.457,4.652,6.997,8.471,8.381,7.035,5.062
1318,HD222317,Gaia DR3 2866138470985266048,HD222317,HIP116740,-,TIC186876651,-,-,-,G8,RS*,354.8791,28.2465,20.9368,47.763,302.612,227.093,6.867175,0.848825,7.697,7.042,-32.31,248.0,192.0,1.049,0.9016,2025.39589,2026.078082,265.0,206.0,1.079,0.9205,2025.368493,2026.09726,2.152,0.206,0.0,0.016,1.043,2.924,5.118,7.454,8.45,8.082,6.518,4.546
1319,HD39438,Gaia DR3 3025640770239673216,HD39438,HIP27758,-,TIC176759633,-,-,J05525-0217AB,G0V,**,88.1226,-2.2854,16.0508,62.302,-111.569,-7.83,7.126216,0.707498,7.788,7.26,44.46,214.0,145.0,1.1898,1.0782,2025.672603,2026.261644,230.0,158.0,1.2147,1.0719,2025.650685,2026.283562,6.383,5.287,3.034,0.767,0.0,0.0,0.0,0.277,2.232,4.515,6.274,6.383
1320,HD59438B,Gaia DR3 3028617457455184768,HD59438B,-,-,-,-,-,J07294-1500B,F8:,PM*,112.3413,-14.9982,27.3841,36.518,-170.226,-249.407,7.456758,1.068278,0.0,7.516,,183.0,123.0,1.3868,1.2335,2025.773973,2026.278082,206.0,140.0,1.4046,1.2122,2025.741096,2026.308219,4.633,4.633,3.639,1.34,0.011,0.0,0.0,0.0,0.225,2.148,4.259,4.633
1321,HD55137,Gaia DR3 3045333233952846080,HD55137,HIP34710,-,TIC306757983,-,-,-,G3V,PM*,107.8241,-12.0414,16.6589,60.028,29.288,-72.038,6.988422,0.799547,7.772,7.144,71.35,193.0,130.0,1.3281,1.1881,2025.749315,2026.280822,214.0,146.0,1.35,1.1727,2025.719178,2026.308219,5.133,5.052,3.401,1.092,0.0,0.0,0.0,0.0,0.677,2.898,4.884,5.133
1322,HD53665A,Gaia DR3 3109521073513682048,HD53665A,HIP34239,-,TIC177754717,-,-,J07059-0101A,F6V,PM*,106.4699,-1.0205,15.2461,65.591,28.195,-186.328,7.146932,0.672208,7.758,7.26,-14.42,215.0,146.0,1.1758,1.0782,2025.713699,2026.305479,231.0,159.0,1.2013,1.073,2025.691781,2026.327397,6.467,6.107,4.067,1.757,0.086,0.0,0.0,0.009,1.282,3.565,5.825,6.467
1323,HD49385A,Gaia DR3 3113515118220364288,HD49385A,HIP32608,-,TIC234229567,-,-,J06482+0018A,G0V,PM*,102.0479,0.305,13.6172,73.437,-61.853,38.912,7.27664,0.713703,7.901,7.417,33.31,218.0,148.0,1.164,1.0669,2025.7,2026.3,233.0,160.0,1.1891,1.0622,2025.678082,2026.319178,6.567,6.179,4.117,1.807,0.1,0.0,0.0,0.014,1.332,3.615,5.888,6.567
1324,HD44770,Gaia DR3 3131481481815806976,HD44770,HIP30422,-,TIC319614734,-,8MonB+epsMonB,J06238+0436B,F5V,*,95.9437,4.5959,25.0633,39.899,-18.845,0.658,6.582166,0.593977,1.307,6.556,14.61,223.0,152.0,1.1268,1.0378,2025.678082,2026.291781,237.0,164.0,1.1512,1.0344,2025.658904,2026.310959,7.017,6.094,3.851,1.54,0.039,0.0,0.0,0.195,2.049,4.332,6.523,7.017
1325,HD62323A,Gaia DR3 3136977596845661952,HD62323A,HIP37645,-,TIC280618896,-,-,"J07435+0329Aa,Ab",F8V,**,115.8796,3.4858,17.5478,56.987,17.427,-82.093,6.896284,0.704335,7.548,6.97,-19.48,222.0,153.0,1.1367,1.0506,2025.727397,2026.338356,236.0,164.0,1.1615,1.0484,2025.708219,2026.357534,6.85,6.647,4.767,2.457,0.37,0.0,0.0,0.0,0.973,3.248,5.597,6.847
1326,HD65874,Gaia DR3 3146104230548082816,HD65874,HIP39212,-,TIC388015492,-,-,-,G0,*,120.3063,8.3763,13.8259,72.328,-24.286,-35.079,7.373963,0.766177,8.123,7.52,-18.37,227.0,157.0,1.1022,1.0265,2025.730137,2026.354795,241.0,169.0,1.1284,1.0257,2025.710959,2026.373973,7.267,7.167,5.467,3.157,0.855,0.0,0.0,0.0,0.729,2.965,5.313,7.128
1327,HD57270,Gaia DR3 3155702211145149824,HD57270,HIP35601,-,TIC207245081,-,-,J07208+0939A,F5IV,PM*,110.2055,9.6538,13.376,74.761,-38.896,-47.774,7.39116,0.624228,7.958,7.5,82.83,228.0,157.0,1.094,1.0195,2025.705479,2026.332877,242.0,168.0,1.1201,1.0181,2025.686301,2026.352055,7.4,7.059,5.034,2.724,0.532,0.0,0.0,0.006,1.249,3.532,5.88,7.369
1328,HD28807,Gaia DR3 3177760888297880192,HD28807,HIP21143,-,TIC117647213,-,-,-,F6V,PM*,67.9874,-12.6326,17.4325,57.364,110.064,4.768,7.048524,0.62269,7.549,7.16,15.99,191.0,130.0,1.3388,1.1611,2025.656164,2026.182192,212.0,146.0,1.3593,1.1476,2025.626027,2026.209589,4.844,3.087,0.863,0.0,0.0,0.0,0.0,0.793,3.032,4.824,4.983,4.983
1329,HD36395,Gaia DR3 3209938366665770752,HD36395,HIP25878,GJ205,TIC50726077,-,-,J05314-0336A,M1.5Ve,PM*,82.8642,-3.6772,175.3131,5.704,761.631,-2092.209,7.108289,2.121859,9.373,7.97,8.26,212.0,144.0,1.2058,1.0845,2025.661644,2026.245205,228.0,157.0,1.2299,1.0779,2025.639726,2026.267123,6.114,4.671,2.417,0.351,0.0,0.0,0.0,0.491,2.616,4.898,6.148,6.15
1330,HD35317A,Gaia DR3 3220475746805801856,HD35317A,-,-,-,-,-,J05239-0052A,F7V,SB*,80.9639,-0.8666,19.528,51.209,-5.861,-0.472,6.700001,0.635858,0.0,6.776,,216.0,148.0,1.1748,1.061,2025.650685,2026.245205,231.0,159.0,1.1985,1.0564,2025.631507,2026.267123,6.414,4.837,2.584,0.448,0.0,0.0,0.0,0.603,2.782,5.065,6.468,6.483
1331,HD36525,Gaia DR3 3223884404650487040,HD36525,-,-,TIC138936446,-,-,-,F5V,SB*,83.127,2.6484,15.7966,63.305,37.389,11.972,7.386954,0.591872,7.939,7.47,33.87,221.0,151.0,1.1426,1.0403,2025.650685,2026.258904,236.0,163.0,1.1684,1.0359,2025.628767,2026.278082,6.731,5.021,2.767,0.567,0.0,0.0,0.0,0.74,2.966,5.248,6.806,6.85
1332,HD30486,Gaia DR3 3230129184019884288,HD30486,HIP22296,-,TIC457198995,-,-,-,F3V,*,72.0245,0.6758,16.8824,59.233,-33.604,-11.145,7.387721,0.577866,7.865,7.49,-9.6,218.0,150.0,1.1596,1.0426,2025.628767,2026.228767,234.0,163.0,1.1859,1.0389,2025.606849,2026.250685,6.393,4.437,2.184,0.235,0.0,0.0,0.0,1.084,3.366,5.64,6.667,6.667
1333,94Cet,Gaia DR3 3265335443260522112,HD19994,HIP14954,GJ128,TIC49845357,-,94Cet,J03128-0112A,F8.5V,PM*,48.1935,-1.1961,43.7027,22.882,193.549,-68.888,4.92225,0.722445,5.632,5.063,19.62,216.0,152.0,1.1795,1.0242,2025.573973,2026.168493,230.0,164.0,1.2016,1.0273,2025.554795,2026.187671,4.652,2.337,0.345,0.0,0.0,0.0,0.701,2.981,5.266,6.464,6.467,6.399
1334,HD30769,Gaia DR3 3289421310620606080,HD30769,-,-,TIC450094454,-,-,-,F5,PM*,72.7106,7.9945,13.7438,72.76,22.467,-63.731,7.250066,0.716485,7.945,7.369,-7.74,227.0,157.0,1.1038,1.0035,2025.617808,2026.242466,241.0,168.0,1.1292,1.0021,2025.59863,2026.261644,6.819,4.721,2.467,0.378,0.0,0.0,0.012,1.381,3.666,5.948,7.245,7.25
1335,HD30869,Gaia DR3 3296520066926319104,HD30869,HIP22607,-,TIC436661956,-,-,J04518+1339AB,F7V,**,72.9583,13.6551,22.6711,44.109,93.368,-29.06,6.308431,0.648336,6.767,6.26,,233.0,162.0,1.0759,0.9821,2025.609589,2026.250685,247.0,173.0,1.1031,0.9822,2025.590411,2026.269863,7.116,4.937,2.684,0.511,0.0,0.0,0.044,1.597,3.882,6.165,7.654,7.683
1336,HD29497,Gaia DR3 3308191314135894784,HD29497,HIP21672,-,TIC245910524,-,-,-,F5,PM*,69.786,13.003,16.1479,61.928,-43.296,-64.329,7.098576,0.584822,7.62,7.209,30.81,232.0,161.0,1.078,0.9818,2025.60411,2026.242466,246.0,173.0,1.1047,0.9821,2025.584932,2026.261644,6.693,4.404,2.151,0.22,0.0,0.0,0.178,2.064,4.349,6.62,7.617,7.617
1337,HD29225,Gaia DR3 3309967059774839808,HD29225,HIP21474,-,TIC245895478,-,-,-,F6V,PM*,69.1697,15.8694,21.6079,46.279,99.905,-33.823,6.534577,0.584944,7.079,6.637,43.49,235.0,164.0,1.0678,0.9729,2025.59863,2026.245205,249.0,175.0,1.0955,0.9741,2025.579452,2026.264384,6.806,4.504,2.251,0.266,0.0,0.0,0.218,2.164,4.449,6.728,7.817,7.817
1338,70Tau,Gaia DR3 3312783561888068352,HD27991,HIP20661,-,TIC60876325,-,70Tau,"J04256+1556Aa,Ab",F7V,SB*,66.4055,15.941,21.1076,47.376,102.95,-26.026,6.341617,0.644341,6.924,6.444,,234.0,164.0,1.066,0.9704,2025.593151,2026.236986,248.0,175.0,1.0928,0.9718,2025.573973,2026.256164,6.806,4.504,2.251,0.266,0.0,0.0,0.218,2.164,4.449,6.728,7.817,7.817
1339,HD28568,Gaia DR3 3312837025641272320,HD28568,HIP21053,-,TIC245819740,-,-,J04306+1612B,F5V,PM*,67.695,16.1487,22.4528,44.538,114.045,-33.381,6.406904,0.584262,6.926,6.5,41.4,235.0,164.0,1.0664,0.9713,2025.59589,2026.242466,248.0,175.0,1.0918,0.9719,2025.576712,2026.258904,6.806,4.504,2.251,0.266,0.0,0.0,0.218,2.164,4.449,6.728,7.817,7.817
1340,HD27848,Gaia DR3 3313947704182762240,HD27848,HIP20567,-,TIC435938633,-,-,-,F6V,PM*,66.0928,17.079,19.959,50.103,99.887,-26.678,6.855921,0.591115,7.394,6.956,38.54,235.0,165.0,1.0626,0.9671,2025.590411,2026.236986,249.0,176.0,1.0896,0.9688,2025.571233,2026.256164,6.841,4.537,2.284,0.282,0.0,0.0,0.225,2.181,4.466,6.746,7.867,7.867
1341,HD28406,Gaia DR3 3314212068010812032,HD28406,HIP20948,-,TIC245794718,-,-,J04295+1752A,F6V,PM*,67.3765,17.8632,21.4386,46.645,106.119,-32.029,6.797135,0.600042,7.344,6.903,39.68,236.0,165.0,1.0607,0.9667,2025.593151,2026.242466,250.0,177.0,1.0881,0.9683,2025.573973,2026.261644,6.86,4.554,2.301,0.29,0.0,0.0,0.24,2.214,4.499,6.78,7.917,7.917
1342,HD43386,Gaia DR3 3331979901042416512,HD43386,HIP29800,GJ9207,TIC437886584,-,74Ori+kOri,J06164+1216A,F5V,PM*,94.1109,12.2722,51.0518,19.588,82.775,186.48,4.91641,0.592046,5.454,5.04,9.38,232.0,159.0,1.0824,1.0022,2025.661644,2026.3,246.0,171.0,1.11,1.0009,2025.642466,2026.319178,7.547,6.371,4.117,1.807,0.1,0.0,0.0,0.318,2.316,4.598,6.872,7.55
1343,HD39456,Gaia DR3 3343114483496089984,HD39456,HIP27820,-,TIC139480497,-,-,-,F5,PM*,88.3025,11.8142,15.9291,62.778,11.561,-108.493,7.081507,0.629492,7.604,7.205,64.62,232.0,160.0,1.085,1.0002,2025.647945,2026.286301,245.0,170.0,1.1104,0.9984,2025.628767,2026.30274,7.472,5.871,3.617,1.307,0.008,0.0,0.0,0.627,2.816,5.098,7.194,7.55
1344,HD57703,Gaia DR3 3362140260902553984,HD57703,HIP35803,-,TIC165962902,-,-,-,F2,PM*,110.7692,18.2734,22.8867,43.693,-37.613,-43.005,6.680528,0.582884,7.196,6.788,-12.87,237.0,164.0,1.0619,0.9923,2025.694521,2026.346575,250.0,175.0,1.0882,0.9923,2025.675342,2026.363014,7.933,7.43,5.301,2.99,0.721,0.0,0.0,0.04,1.516,3.798,6.147,7.846
1345,HD45088,Gaia DR3 3372159045216183552,HD45088,HIP30630,GJ233+GJ233A,TIC430173956,-,-,J06262+1845A,K2Ve,BY*,96.5427,18.7569,68.4142,14.617,-131.618,-150.565,6.484982,1.196806,7.783,6.753,,237.0,164.0,1.0592,0.9849,2025.658904,2026.310959,250.0,174.0,1.0852,0.9846,2025.642466,2026.330137,7.96,6.587,4.334,2.024,0.171,0.0,0.0,0.44,2.532,4.815,7.132,7.983
1346,HD43355A,Gaia DR3 3373870675583286912,HD43355A,-,-,TIC429666641,-,-,J06165+1901A,F7IV,PM*,94.1325,19.0132,15.5832,64.172,27.526,64.656,7.120671,0.635458,7.702,7.231,17.67,238.0,164.0,1.0598,0.9832,2025.653425,2026.308219,251.0,175.0,1.0865,0.9825,2025.634247,2026.324658,7.96,6.587,4.334,2.024,0.171,0.0,0.0,0.44,2.532,4.815,7.132,7.983
1347,71Ori,Gaia DR3 3374052988354372992,HD43042,HIP29650,GJ3390,TIC46125330,-,71Ori,J06148+1909A,F5.5IV-V,PM*,93.712,19.1564,45.9214,21.776,-97.608,-182.448,5.072946,0.598354,5.625,5.192,34.42,237.0,164.0,1.0576,0.9828,2025.653425,2026.305479,251.0,175.0,1.0858,0.9823,2025.634247,2026.324658,7.844,6.087,3.834,1.524,0.035,0.0,0.0,0.793,3.032,5.315,7.5,7.983
1348,HD41711,Gaia DR3 3374373839591929216,HD41711,-,-,TIC45123458,-,-,-,F8V,PM*,91.9084,18.9129,12.7336,78.532,-102.803,-47.581,7.499873,0.706458,8.156,7.61,-1.38,238.0,164.0,1.0601,0.9821,2025.647945,2026.30274,251.0,175.0,1.0868,0.9814,2025.628767,2026.319178,7.844,6.087,3.834,1.524,0.035,0.0,0.0,0.793,3.032,5.315,7.5,7.983
1349,101Tau,Gaia DR3 3393284752392701312,HD31845,HIP23214,-,TIC389121767,-,101Tau,J04597+1555A,F5V,PM*,74.9347,15.9167,22.3771,44.689,85.068,-29.655,6.644502,0.59449,7.202,6.735,41.72,235.0,163.0,1.0675,0.9775,2025.612329,2026.258904,249.0,175.0,1.0951,0.9777,2025.593151,2026.278082,7.204,5.004,2.751,0.556,0.0,0.0,0.058,1.664,3.949,6.232,7.776,7.817
1350,HD31153,Gaia DR3 3405663157376847232,HD31153,HIP22782,-,TIC436679387,-,-,-,F8,PM*,73.5127,17.0268,14.9532,66.875,77.894,-0.8,7.097594,0.702342,7.771,7.241,56.21,236.0,164.0,1.0642,0.9733,2025.606849,2026.256164,249.0,175.0,1.0895,0.9741,2025.590411,2026.275342,7.247,5.037,2.784,0.579,0.0,0.0,0.065,1.697,3.982,6.265,7.837,7.883
1351,HD29103,Gaia DR3 3410806054296962176,HD29103,HIP21403,-,TIC118523995,-,-,J04357+1958A,F8,PM*,68.9167,19.9688,15.7288,63.578,-8.856,-49.895,7.124642,0.690228,7.803,7.24,16.27,238.0,166.0,1.0563,0.9634,2025.593151,2026.247945,252.0,178.0,1.0843,0.9652,2025.573973,2026.267123,6.932,4.621,2.367,0.324,0.0,0.0,0.27,2.281,4.566,6.848,8.049,8.05
1352,HD45504,Gaia DR3 3432423999088061568,HD45504,HIP30880,-,TIC84858986,-,-,-,F5,PM*,97.2349,26.9675,21.6664,46.154,82.506,-77.931,6.446991,0.704094,7.093,6.586,-4.76,242.0,168.0,1.0479,0.9745,2025.656164,2026.321918,257.0,180.0,1.0789,0.9743,2025.634247,2026.341096,8.355,6.804,4.551,2.24,0.26,0.0,0.0,0.58,2.749,5.032,7.374,8.417
1353,HD43382,Gaia DR3 3452686417838855168,HD43382,HIP29882,-,TIC239972376,-,-,-,F6V,PM*,94.3906,35.1492,21.8946,45.673,69.928,39.801,6.571876,0.596664,7.101,6.694,-4.12,246.0,171.0,1.0557,0.9731,2025.642466,2026.319178,262.0,185.0,1.0887,0.9735,2025.620548,2026.341096,8.646,6.971,4.717,2.407,0.343,0.0,0.0,0.701,2.916,5.198,7.547,8.749
1354,HD103753,Gaia DR3 3573892319075945088,HD103753,HIP58264,-,TIC180205383,-,-,-,G1/2V,PM*,179.2343,-13.7546,19.9086,50.23,33.194,-144.876,6.417672,0.721863,7.118,6.547,35.1,186.0,140.0,1.3604,1.1576,2025.927397,2026.439726,209.0,158.0,1.3797,1.1653,2025.89726,2026.472603,4.456,4.817,4.817,4.816,3.589,1.32,0.023,0.0,0.0,0.0,0.353,2.416
1355,HD103774,Gaia DR3 3574907305749250432,HD103774,HIP58263,-,TIC180205814,-,-,-,F6V,PM*,179.2316,-12.1079,17.7988,56.184,-125.077,-19.95,7.025564,0.615413,7.611,7.135,-3.19,192.0,145.0,1.3291,1.1416,2025.919178,2026.447945,213.0,161.0,1.3496,1.1493,2025.891781,2026.478082,4.679,5.133,5.133,5.122,3.739,1.47,0.051,0.0,0.0,0.0,0.449,2.583
1356,HD104638,Gaia DR3 3575541998835891456,HD104638,HIP58751,-,TIC152801226,-,-,-,F3/5V,*,180.7493,-10.7524,17.3883,57.51,33.098,-18.647,7.339324,0.593615,7.87,7.44,-12.39,195.0,147.0,1.3046,1.1262,2025.919178,2026.456164,216.0,164.0,1.3265,1.135,2025.891781,2026.486301,4.771,5.283,5.283,5.264,3.822,1.554,0.071,0.0,0.0,0.0,0.49,2.649
1357,HD103721,Gaia DR3 3575663185633472256,HD103721,HIP58248,-,TIC144307008,-,-,-,F5V,PM*,179.1898,-10.7247,16.8931,59.196,68.484,-86.887,7.309398,0.589672,7.846,7.41,9.22,196.0,148.0,1.3048,1.1289,2025.913699,2026.453425,216.0,164.0,1.3265,1.1361,2025.889041,2026.483562,4.771,5.283,5.283,5.264,3.822,1.554,0.071,0.0,0.0,0.0,0.49,2.649
1358,HD107038,Gaia DR3 3581409233399344896,HD107038,HIP60019,-,TIC183651707,-,-,-,G0V,PM*,184.6338,-8.9044,14.1921,70.462,-29.012,-77.164,7.354679,0.742713,8.051,7.49,-8.12,200.0,153.0,1.2748,1.1049,2025.921918,2026.472603,220.0,169.0,1.2975,1.1143,2025.89726,2026.50274,4.485,5.545,5.55,5.55,4.452,2.187,0.343,0.0,0.0,0.0,0.285,2.283
1359,HD107830,Gaia DR3 3584519202038595584,HD107830,HIP60436,-,TIC98663691,-,-,-,F6V,PM*,185.8648,-6.1188,16.7839,59.581,-30.925,55.798,7.063176,0.640287,7.639,7.191,-29.46,207.0,159.0,1.2355,1.0823,2025.916438,2026.486301,226.0,174.0,1.2597,1.0924,2025.891781,2026.513699,4.685,5.903,5.933,5.93,4.639,2.37,0.46,0.0,0.0,0.0,0.39,2.483
1360,HD103773,Gaia DR3 3599161810702827520,HD103773,HIP58268,-,TIC96196913,-,-,-,F7V,PM*,179.2512,-4.7828,21.5837,46.331,-155.005,6.219,6.628904,0.614255,7.184,6.741,15.15,209.0,158.0,1.2184,1.0816,2025.89726,2026.472603,226.0,172.0,1.241,1.0889,2025.875342,2026.49726,5.227,6.05,6.05,5.949,4.205,1.937,0.21,0.0,0.0,0.0,0.763,3.033
1361,HD124115,Gaia DR3 3666334755614176512,HD124115,HIP69340,-,TIC420752443,-,-,-,F6V,PM*,212.88,1.3624,22.9569,43.56,-128.286,30.522,6.310963,0.614443,6.88,6.419,-21.96,229.0,185.0,1.1565,0.9882,2025.963014,2026.593151,248.0,200.0,1.1827,0.9949,2025.943836,2026.626027,3.552,5.262,6.501,6.667,6.274,4.237,2.243,0.587,0.0,0.0,0.012,1.349
1362,HD111545,Gaia DR3 3675611610095642240,HD111545,HIP62636,-,TIC156638998,-,-,-,F5V,PM*,192.5214,-7.6322,20.5747,48.603,-241.041,11.954,6.881237,0.585137,7.387,6.993,-26.54,205.0,159.0,1.2569,1.0832,2025.935616,2026.5,224.0,175.0,1.2792,1.0943,2025.910959,2026.527397,4.052,5.53,5.683,5.683,4.956,2.754,0.767,0.0,0.0,0.0,0.112,1.849
1363,HD112398B,Gaia DR3 3688877905079646848,HD112398B,-,-,-,-,-,J12564-0057B,-,PM*,194.111,-0.9546,13.6339,73.347,27.13,-91.063,7.340254,0.634608,0.0,7.429,,218.0,170.0,1.176,1.0374,2025.924658,2026.524658,236.0,185.0,1.2013,1.0464,2025.90274,2026.552055,4.452,6.096,6.467,6.467,5.399,3.137,1.143,0.024,0.0,0.0,0.269,2.249
1364,HD113984A,Gaia DR3 3690781915621397888,HD113984A,HIP64030,-,TIC381712438,-,-,J13073+0035A,F5V,SB*,196.8321,0.585,16.1063,62.088,-88.711,-102.932,7.43231,0.615733,7.974,7.529,-87.75,221.0,174.0,1.1609,1.0251,2025.927397,2026.535616,239.0,188.0,1.1863,1.0337,2025.905479,2026.563014,4.552,6.223,6.667,6.667,5.504,3.237,1.243,0.045,0.0,0.0,0.318,2.349
1365,HD114018,Gaia DR3 3691136473761787008,HD114018,HIP64051,-,TIC381712731,-,-,-,F3/5V,*,196.9026,1.4744,14.2262,70.293,23.146,-22.078,7.352934,0.620127,7.891,7.46,-17.25,223.0,175.0,1.1534,1.021,2025.924658,2026.538356,240.0,189.0,1.1781,1.0282,2025.905479,2026.565753,4.552,6.223,6.667,6.667,5.504,3.237,1.243,0.045,0.0,0.0,0.318,2.349
1366,HD88881,Gaia DR3 3765798226730142464,HD88881,-,-,TIC293625605,-,-,-,F3V,*,153.7328,-12.013,18.1317,55.152,22.08,-13.613,7.164925,0.582726,7.695,7.273,-10.72,192.0,137.0,1.3275,1.175,2025.858904,2026.387671,212.0,153.0,1.348,1.1681,2025.831507,2026.415068,5.133,5.133,5.133,4.087,1.755,0.08,0.0,0.0,0.0,0.254,2.247,4.49
1367,HD102870,Gaia DR3 3796442680948579328,HD102870,HIP57757,GJ449,TIC366661076,-,5Vir+betVir,J11507+0146A,F9V,PM*,177.6738,1.7647,90.8945,11.002,740.746,-270.927,3.468565,0.818966,4.14,3.593,0.43,220.0,166.0,1.1501,1.0441,2025.878082,2026.483562,236.0,180.0,1.1755,1.0506,2025.858904,2026.508219,5.585,6.733,6.75,6.521,4.555,2.287,0.405,0.0,0.0,0.0,1.067,3.383
1368,89Leo,Gaia DR3 3800758057928927872,HD100563,HIP56445,GJ9367,TIC380543530,-,89Leo,-,F5.5V,PM*,173.5915,3.0602,37.1803,26.896,-183.855,-102.938,5.645272,0.610724,6.215,5.761,4.85,221.0,166.0,1.1388,1.0404,2025.867123,2026.475342,236.0,178.0,1.1626,1.0459,2025.847945,2026.49726,6.116,6.85,6.85,6.316,4.105,1.837,0.166,0.0,0.0,0.048,1.613,3.933
1369,HD98697,Gaia DR3 3817423630549029504,HD98697,HIP55455,-,TIC291038439,-,-,J11214+0638A,F8,PM*,170.3616,6.635,20.559,48.64,-290.501,-1.213,6.563015,0.687915,7.224,6.688,-14.25,225.0,168.0,1.1121,1.0258,2025.853425,2026.472603,240.0,180.0,1.1372,1.0308,2025.834247,2026.494521,6.298,7.183,7.183,6.531,4.272,2.004,0.242,0.0,0.0,0.086,1.78,4.099
1370,HD96272,Gaia DR3 3818289736473884416,HD96272,HIP54274,-,TIC350400686,-,-,-,F5,PM*,166.5392,7.1398,17.1112,58.441,-54.862,49.992,7.183243,0.580277,7.714,7.28,0.99,225.0,167.0,1.1087,1.0252,2025.845205,2026.464384,240.0,179.0,1.1342,1.0297,2025.826027,2026.486301,6.706,7.183,7.183,6.105,3.772,1.504,0.058,0.0,0.0,0.269,2.28,4.599
1371,HD81997,Gaia DR3 3837697972130323456,HD81997,HIP46509,GJ348A,TIC77549389,-,31Hya+tau01Hya,J09291-0246A,F5V,SB*,142.2872,-2.7689,54.9187,18.209,116.374,-31.265,4.465013,0.616504,5.031,4.604,11.3,212.0,150.0,1.1953,1.091,2025.80411,2026.387671,228.0,163.0,1.2201,1.0879,2025.782192,2026.409589,6.267,6.267,6.057,4.157,1.822,0.099,0.0,0.0,0.0,0.977,3.313,5.573
