,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,Ls,Ms,Rs,teff,logg,feh,age,Ls_lerr,Ms_lerr,Rs_lerr,teff_lerr,logg_lerr,feh_lerr,age_lerr,Ls_uerr,Ms_uerr,Rs_uerr,teff_uerr,logg_uerr,feh_uerr,age_uerr,Ls_origin,Ms_origin,Rs_origin,teff_origin,logg_origin,feh_origin,age_origin,HZ_period_inf,HZ_period_sup,HZ_amp_inf,HZ_amp_sup,vsini,logRHK,pmag,prot
1303,HD212695,Gaia DR3 2629041948233065216,HD212695,HIP110753,-,TIC176017171,-,-,-,F3V,PM*,336.5602,-2.789,3.191,1.185,1.35,6640.0,4.248,-0.22,2.45,0.277,0.02,0.027,95.0,0.02,0.01,0.4,0.277,0.03,0.027,62.0,0.02,0.0,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,661,1281,0.0525,0.0654,,,,
1304,HD219983,Gaia DR3 2634027752428716928,HD219983,HIP115220,-,TIC301174095,-,-,-,F6V,PM*,350.066,-3.9191,3.973,1.095,1.733,6190.0,3.998,-0.24,5.55,0.378,0.02,0.04,53.0,0.02,0.03,0.6,0.378,0.03,0.04,98.0,0.02,0.03,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,518,1043,0.0592,0.0748,,,,
1305,16Psc,Gaia DR3 2646416259176624000,HD221950,HIP116495,-,TIC422629660,-,16Psc,-,F6V,SB*,354.097,2.1022,4.681,0.955,1.706,6500.0,3.947,-0.94,6.65,0.39,0.02,0.035,82.0,0.01,0.04,0.4,0.39,0.02,0.035,57.0,0.02,0.04,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,306,689,0.0744,0.0975,30.0,-4.563,,2.2
1306,HD217679,Gaia DR3 2652131177020643200,HD217679,HIP113770,-,TIC310844746,-,-,-,F6V,SB*,345.6011,0.4393,4.096,1.115,1.765,6180.0,3.988,-0.22,5.35,0.369,0.03,0.04,72.0,0.02,0.03,0.5,0.369,0.03,0.04,64.0,0.02,0.03,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspphot,BRILLIANT_ISO_v005_Rinput,549,1096,0.0575,0.0724,,,,
1307,HD215402,Gaia DR3 2653259447748987136,HD215402,HIP112319,-,TIC250350042,-,-,-,F6V,PM*,341.2516,-0.7319,4.294,1.215,1.796,6200.0,4.009,-0.12,4.15,0.406,0.05,0.044,46.0,0.03,0.01,0.8,0.406,0.06,0.044,96.0,0.03,0.01,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,710,1361,0.0506,0.0628,,,,
1308,HD211575,Gaia DR3 2677942384281073408,HD211575,HIP110091,-,TIC439839143,-,-,J22181-0014AB,F3V,**,334.5178,-0.2377,3.942,1.285,1.473,6700.0,4.211,-0.09,2.05,0.36,0.03,0.032,99.0,0.02,0.0,0.2,0.36,0.02,0.032,61.0,0.01,0.01,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,826,1551,0.0466,0.0575,,-4.656,,1.8
1309,HD216872,Gaia DR3 2711834692768280192,HD216872,HIP113294,-,TIC257390193,-,-,-,F8,PM*,344.1338,6.8054,4.838,1.395,1.846,6300.0,4.035,0.14,2.65,0.396,0.02,0.035,78.0,0.02,0.01,0.2,0.396,0.02,0.035,60.0,0.02,0.0,0.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,1012,1853,0.0416,0.0509,,,,
1310,HD216417,Gaia DR3 2717981134566374272,HD216417,HIP112960,-,TIC318705209,-,-,-,F5,SB*,343.1507,10.2203,4.131,1.095,1.773,6180.0,3.926,-0.39,5.65,0.349,0.16,0.035,58.0,0.05,0.49,2.2,0.349,0.18,0.035,81.0,0.06,0.49,2.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,518,1043,0.0592,0.0748,30.0,-4.561,,3.3
1311,HD215648,Gaia DR3 2719475542667772416,HD215648,HIP112447,GJ872A,TIC60716322,-,46Peg+ksiPeg+ksiPegA,J22467+1210A,F6V,PM*,341.6732,12.1729,3.201,1.045,1.554,6193.0,4.07,-0.27,6.15,0.501,0.02,0.11,23.0,0.05,0.02,0.3,0.501,0.03,0.11,23.0,0.05,0.02,0.4,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,S2022,S2022,S2022,BRILLIANT_ISO_v005_logginput,438,914,0.0638,0.0816,8.4,-4.991,,8.5
1312,HD211976,Gaia DR3 2722592692491549824,HD211976,HIP110341,-,TIC415846785,-,-,-,F5V,*,335.2325,8.1867,2.74,1.205,1.278,6570.0,4.301,-0.11,1.65,0.244,0.03,0.027,83.0,0.02,0.03,0.6,0.244,0.04,0.027,69.0,0.02,0.03,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,694,1334,0.0512,0.0636,6.3,-5.057,,6.1
1313,HD208669,Gaia DR3 2726436482063400576,HD208669,HIP108408,-,TIC396822684,-,-,-,G0,*,329.4241,10.4404,4.065,1.395,1.585,6510.0,4.176,0.26,1.85,0.324,0.03,0.029,78.0,0.01,0.04,0.3,0.324,0.02,0.029,63.0,0.02,0.04,0.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,1012,1853,0.0416,0.0509,11.0,,,5.1
1314,HD3268,Gaia DR3 2778942732134817408,HD3268,HIP2832,-,TIC302190720,-,-,-,F7V,PM*,8.9783,13.2071,4.022,1.135,1.716,6240.0,4.019,-0.19,4.85,0.336,0.03,0.035,51.0,0.02,0.04,1.2,0.336,0.09,0.035,82.0,0.03,0.04,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,581,1148,0.056,0.0703,,-4.728,,6.1
1315,64Psc,Gaia DR3 2781872793183604096,HD4676,HIP3810,GJ34.1+GJ9031,TIC303319608,-,64Psc,J00490+1656A,F8V,SB*,12.2446,16.9406,8.872,1.565,2.563,6222.0,3.77,0.35,2.15,3.253,0.17,0.37,103.0,0.11,0.21,0.4,3.253,0.15,0.4,103.0,0.11,0.21,0.8,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,F2025,F2025,F2025,BRILLIANT_ISO_v005_logginput,1167,2105,0.0383,0.0466,4.8,-4.677,,5.7
1316,HD221627,Gaia DR3 2820870374678607616,HD221627,HIP116277,-,TIC435254533,-,-,J23336+1749A,G1IV,PM*,353.395,17.8188,3.811,1.205,1.933,5800.0,3.946,0.17,5.65,0.273,0.02,0.035,42.0,0.02,0.03,0.4,0.273,0.02,0.035,62.0,0.01,0.03,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,694,1334,0.0512,0.0636,3.1,-4.947,,19.7
1317,HD224085,Gaia DR3 2855095251072482432,HD224085,HIP117915,GJ4375,-,-,-,-,K2+IVeFe-1,RS*,358.7669,28.6337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
1318,HD222317,Gaia DR3 2866138470985266048,HD222317,HIP116740,-,TIC186876651,-,-,-,G8,RS*,354.8791,28.2465,3.08,1.095,1.781,5730.0,3.975,0.05,7.55,0.253,0.02,0.037,77.0,0.02,0.04,0.6,0.253,0.02,0.037,40.0,0.02,0.04,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,518,1043,0.0592,0.0748,,-4.553,,9.6
1319,HD39438,Gaia DR3 3025640770239673216,HD39438,HIP27758,-,TIC176759633,-,-,J05525-0217AB,G0V,**,88.1226,-2.2854,4.096,1.125,1.806,6110.0,3.978,-0.17,5.45,0.326,0.02,0.034,70.0,0.02,0.0,0.5,0.326,0.03,0.034,60.0,0.01,0.01,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,565,1122,0.0568,0.0713,,,,
1320,HD59438B,Gaia DR3 3028617457455184768,HD59438B,-,-,-,-,-,J07294-1500B,F8:,PM*,112.3413,-14.9982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
1321,HD55137,Gaia DR3 3045333233952846080,HD55137,HIP34710,-,TIC306757983,-,-,-,G3V,PM*,107.8241,-12.0414,4.279,1.185,1.986,5890.0,3.915,0.02,5.35,0.357,0.03,0.039,70.0,0.02,0.05,0.4,0.357,0.03,0.039,59.0,0.02,0.05,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,661,1281,0.0525,0.0654,4.8,-5.009,,18.6
1322,HD53665A,Gaia DR3 3109521073513682048,HD53665A,HIP34239,-,TIC177754717,-,-,J07059-0101A,F6V,PM*,106.4699,-1.0205,4.41,1.365,1.78,6270.0,4.065,0.15,2.75,0.345,0.02,0.031,66.0,0.02,0.0,0.2,0.345,0.02,0.031,68.0,0.02,0.01,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,961,1770,0.0429,0.0526,,-4.932,,8.2
1323,HD49385A,Gaia DR3 3113515118220364288,HD49385A,HIP32608,-,TIC234229567,-,-,J06482+0018A,G0V,PM*,102.0479,0.305,4.882,1.365,2.011,6050.0,3.951,0.12,3.35,0.393,0.1,0.038,50.0,0.03,0.04,0.3,0.393,0.03,0.038,80.0,0.02,0.04,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,961,1770,0.0429,0.0526,9.2,,,7.7
1324,HD44770,Gaia DR3 3131481481815806976,HD44770,HIP30422,-,TIC319614734,-,8MonB+epsMonB,J06238+0436B,F5V,*,95.9437,4.5959,2.709,1.135,1.31,6470.0,4.258,-0.19,3.15,0.219,0.03,0.025,52.0,0.02,0.02,0.5,0.219,0.02,0.025,87.0,0.01,0.01,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,581,1148,0.056,0.0703,,,,
1325,HD62323A,Gaia DR3 3136977596845661952,HD62323A,HIP37645,-,TIC280618896,-,-,"J07435+0329Aa,Ab",F8V,**,115.8796,3.4858,4.181,1.275,1.778,6190.0,4.03,0.02,3.65,0.32,0.08,0.032,70.0,0.02,0.03,0.4,0.32,0.03,0.032,57.0,0.02,0.03,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,809,1523,0.0472,0.0582,0.5,,,
1326,HD65874,Gaia DR3 3146104230548082816,HD65874,HIP39212,-,TIC388015492,-,-,-,G0,*,120.3063,8.3763,4.344,1.225,1.955,5960.0,3.936,0.06,4.85,0.381,0.03,0.043,69.0,0.01,0.03,1.3,0.381,0.11,0.043,62.0,0.03,0.03,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,727,1388,0.05,0.062,,,,
1327,HD57270,Gaia DR3 3155702211145149824,HD57270,HIP35601,-,TIC207245081,-,-,J07208+0939A,F5IV,PM*,110.2055,9.6538,4.544,1.125,1.778,6320.0,3.99,-0.28,4.75,0.374,0.02,0.035,54.0,0.02,0.01,0.4,0.374,0.03,0.035,83.0,0.01,0.01,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,565,1122,0.0568,0.0713,,,,
1328,HD28807,Gaia DR3 3177760888297880192,HD28807,HIP21143,-,TIC117647213,-,-,-,F6V,PM*,67.9874,-12.6326,3.692,1.275,1.52,6490.0,4.175,0.0,2.65,0.288,0.03,0.026,82.0,0.02,0.06,0.4,0.288,0.03,0.026,58.0,0.02,0.06,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,809,1523,0.0472,0.0582,4.7,-5.06,,6.0
1329,HD36395,Gaia DR3 3209938366665770752,HD36395,HIP25878,GJ205,TIC50726077,-,-,J05314-0336A,M1.5Ve,PM*,82.8642,-3.6772,0.073,0.655,0.603,3860.0,3.63,0.47,9.35,0.012,0.03,0.02,100.0,0.13,0.07,4.9,0.012,0.01,0.02,100.0,0.13,0.07,3.2,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,F2025,F2025,F2025,BRILLIANT_ISO_v005_logginput,91,231,0.1376,0.1875,0.1,-4.884,,48.6
1330,HD35317A,Gaia DR3 3220475746805801856,HD35317A,-,-,-,-,-,J05239-0052A,F7V,SB*,80.9639,-0.8666,3.684,1.005,1.57,6382.0,4.048,-0.6,6.25,0.073,0.02,0.02,1.0,0.008,0.01,0.1,0.073,0.01,0.01,1.0,0.008,0.03,0.2,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,GaiaDR3_gspphot,GaiaDR3_gspphot,GaiaDR3_gspphot,BRILLIANT_ISO_v005_logginput,373,813,0.0681,0.0883,,,,
1331,HD36525,Gaia DR3 3223884404650487040,HD36525,-,-,TIC138936446,-,-,-,F5V,SB*,83.127,2.6484,3.305,1.205,1.386,6610.0,4.229,-0.13,2.45,0.266,0.02,0.026,80.0,0.01,0.01,0.3,0.266,0.03,0.026,63.0,0.02,0.01,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,694,1334,0.0512,0.0636,,,,
1332,HD30486,Gaia DR3 3230129184019884288,HD30486,HIP22296,-,TIC457198995,-,-,-,F3V,*,72.0245,0.6758,2.9,1.085,1.279,6660.0,4.255,-0.46,3.45,0.243,0.02,0.025,90.0,0.02,0.01,0.5,0.243,0.02,0.025,60.0,0.02,0.03,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,503,1017,0.0601,0.076,,,,
1333,94Cet,Gaia DR3 3265335443260522112,HD19994,HIP14954,GJ128,TIC49845357,-,94Cet,J03128-0112A,F8.5V,PM*,48.1935,-1.1961,2.94,1.255,1.513,6145.0,4.17,0.2,3.45,0.297,0.02,0.06,13.0,0.03,0.01,0.1,0.297,0.03,0.08,13.0,0.03,0.01,0.1,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,S2022,S2022,S2022,BRILLIANT_ISO_v005_logginput,776,1469,0.0482,0.0597,9.1,-4.861,,7.7
1334,HD30769,Gaia DR3 3289421310620606080,HD30769,-,-,TIC450094454,-,-,-,F5,PM*,72.7106,7.9945,4.922,1.425,1.917,6210.0,4.026,0.25,2.65,0.434,0.02,0.04,78.0,0.02,0.01,0.2,0.434,0.02,0.04,66.0,0.01,0.0,0.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,1064,1937,0.0404,0.0494,,,,
1335,HD30869,Gaia DR3 3296520066926319104,HD30869,HIP22607,-,TIC436661956,-,-,J04518+1339AB,F7V,**,72.9583,13.6551,4.952,1.305,1.874,6290.0,3.99,-0.05,3.15,0.39,0.09,0.036,55.0,0.02,0.04,0.3,0.39,0.03,0.036,73.0,0.03,0.04,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,860,1605,0.0456,0.0562,20.3,-4.667,,4.0
1336,HD29497,Gaia DR3 3308191314135894784,HD29497,HIP21672,-,TIC245910524,-,-,-,F5,PM*,69.786,13.003,4.146,1.165,1.548,6620.0,4.11,-0.36,3.35,0.313,0.05,0.026,82.0,0.02,0.05,0.3,0.313,0.04,0.026,58.0,0.03,0.05,0.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,629,1227,0.0538,0.0672,3.2,-5.072,,4.5
1337,HD29225,Gaia DR3 3309967059774839808,HD29225,HIP21474,-,TIC245895478,-,-,-,F6V,PM*,69.1697,15.8694,3.879,1.315,1.47,6680.0,4.206,0.06,1.85,0.307,0.1,0.025,88.0,0.05,0.27,0.8,0.307,0.08,0.025,60.0,0.03,0.27,0.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,876,1633,0.0452,0.0556,30.0,-4.632,,1.8
1338,70Tau,Gaia DR3 3312783561888068352,HD27991,HIP20661,-,TIC60876325,-,70Tau,"J04256+1556Aa,Ab",F7V,SB*,66.4055,15.941,4.923,1.375,1.771,6460.0,4.076,0.06,2.45,0.429,0.03,0.038,79.0,0.02,0.03,0.2,0.429,0.02,0.038,63.0,0.02,0.03,0.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,978,1798,0.0424,0.052,13.3,-4.548,,3.6
1339,HD28568,Gaia DR3 3312837025641272320,HD28568,HIP21053,-,TIC245819740,-,-,J04306+1612B,F5V,PM*,67.695,16.1487,4.068,1.255,1.538,6610.0,4.16,-0.14,2.65,0.341,0.03,0.03,87.0,0.02,0.07,0.4,0.341,0.04,0.03,64.0,0.02,0.07,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,776,1469,0.0482,0.0597,30.0,-4.578,,1.8
1340,HD27848,Gaia DR3 3313947704182762240,HD27848,HIP20567,-,TIC435938633,-,-,-,F6V,PM*,66.0928,17.079,3.383,1.305,1.381,6660.0,4.246,0.24,1.35,0.27,0.12,0.025,90.0,0.05,0.36,0.82,0.27,0.08,0.025,55.0,0.04,0.36,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,860,1605,0.0456,0.0562,30.0,-4.896,,2.4
1341,HD28406,Gaia DR3 3314212068010812032,HD28406,HIP20948,-,TIC245794718,-,-,J04295+1752A,F6V,PM*,67.3765,17.8632,3.086,1.345,1.32,6660.0,4.316,0.17,0.49,0.278,0.03,0.027,96.0,0.02,0.06,0.28,0.278,0.03,0.027,66.0,0.01,0.06,0.44,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,927,1715,0.0438,0.0537,30.0,-4.716,,1.9
1342,HD43386,Gaia DR3 3331979901042416512,HD43386,HIP29800,GJ9207,TIC437886584,-,74Ori+kOri,J06164+1216A,F5V,PM*,94.1109,12.2722,2.745,1.125,1.308,6497.0,4.25,-0.15,2.85,0.97,0.12,0.17,102.0,0.12,0.28,1.5,0.97,0.13,0.21,102.0,0.12,0.28,1.8,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,F2025,F2025,F2025,BRILLIANT_ISO_v005_logginput,565,1122,0.0568,0.0713,26.3,-4.505,,1.8
1343,HD39456,Gaia DR3 3343114483496089984,HD39456,HIP27820,-,TIC139480497,-,-,-,F5,PM*,88.3025,11.8142,4.295,1.185,1.649,6470.0,4.068,-0.27,3.65,0.382,0.06,0.034,87.0,0.02,0.05,0.5,0.382,0.04,0.034,66.0,0.02,0.05,0.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,661,1281,0.0525,0.0654,6.0,-4.994,,7.8
1344,HD57703,Gaia DR3 3362140260902553984,HD57703,HIP35803,-,TIC165962902,-,-,-,F2,PM*,110.7692,18.2734,3.019,1.305,1.309,6650.0,4.315,0.04,0.78,0.239,0.04,0.024,85.0,0.02,0.04,0.42,0.239,0.03,0.024,57.0,0.01,0.04,0.48,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,860,1605,0.0456,0.0562,30.0,,,1.5
1345,HD45088,Gaia DR3 3372159045216183552,HD45088,HIP30630,GJ233+GJ233A,TIC430173956,-,-,J06262+1845A,K2Ve,BY*,96.5427,18.7569,0.478,0.715,1.021,4750.0,4.558,-0.21,13.45,0.032,0.01,0.02,33.0,0.0,0.02,0.5,0.032,0.01,0.02,35.0,0.01,0.02,0.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,118,295,0.1196,0.1624,3.3,-4.966,,47.6
1346,HD43355A,Gaia DR3 3373870675583286912,HD43355A,-,-,TIC429666641,-,-,J06165+1901A,F7IV,PM*,94.1325,19.0132,4.322,1.115,1.79,6220.0,3.978,-0.23,5.15,0.359,0.02,0.035,56.0,0.02,0.01,0.4,0.359,0.03,0.035,81.0,0.02,0.0,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,549,1096,0.0575,0.0724,,,,
1347,71Ori,Gaia DR3 3374052988354372992,HD43042,HIP29650,GJ3390,TIC46125330,-,71Ori,J06148+1909A,F5.5IV-V,PM*,93.712,19.1564,2.307,1.185,1.166,6588.0,4.63,-0.13,0.62,0.358,0.04,0.05,100.0,0.1,0.04,0.4,0.358,0.04,0.06,100.0,0.1,0.04,0.72,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,F2025,F2025,F2025,BRILLIANT_ISO_v005_logginput,661,1281,0.0525,0.0654,,-4.726,,2.8
1348,HD41711,Gaia DR3 3374373839591929216,HD41711,-,-,TIC45123458,-,-,-,F8V,PM*,91.9084,18.9129,4.587,1.125,1.893,6140.0,3.93,-0.25,5.25,0.351,0.03,0.035,70.0,0.01,0.01,0.3,0.351,0.02,0.035,53.0,0.01,0.01,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,565,1122,0.0568,0.0713,,,,
1349,101Tau,Gaia DR3 3393284752392701312,HD31845,HIP23214,-,TIC389121767,-,101Tau,J04597+1555A,F5V,PM*,74.9347,15.9167,3.262,1.285,1.369,6630.0,4.256,0.07,1.45,0.334,0.09,0.041,80.0,0.04,0.24,0.82,0.334,0.08,0.041,60.0,0.04,0.24,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,826,1551,0.0466,0.0575,30.0,-4.684,,2.0
1350,HD31153,Gaia DR3 3405663157376847232,HD31153,HIP22782,-,TIC436679387,-,-,-,F8,PM*,73.5127,17.0268,4.809,1.305,1.901,6200.0,3.976,-0.01,3.35,0.369,0.09,0.035,71.0,0.02,0.05,0.3,0.369,0.04,0.035,54.0,0.03,0.05,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,860,1605,0.0456,0.0562,8.5,-5.103,,9.9
1351,HD29103,Gaia DR3 3410806054296962176,HD29103,HIP21403,-,TIC118523995,-,-,J04357+1958A,F8,PM*,68.9167,19.9688,4.217,1.355,1.724,6300.0,4.091,0.16,2.75,0.355,0.02,0.034,78.0,0.02,0.0,0.2,0.355,0.02,0.034,62.0,0.02,0.01,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,944,1743,0.0433,0.0531,,,,
1352,HD45504,Gaia DR3 3432423999088061568,HD45504,HIP30880,-,TIC84858986,-,-,-,F5,PM*,97.2349,26.9675,4.168,1.095,1.792,6160.0,3.969,-0.26,5.65,0.335,0.03,0.035,73.0,0.02,0.06,0.6,0.335,0.04,0.035,55.0,0.02,0.06,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,518,1043,0.0592,0.0748,6.9,-5.085,,10.9
1353,HD43382,Gaia DR3 3452686417838855168,HD43382,HIP29882,-,TIC239972376,-,-,-,F6V,PM*,94.3906,35.1492,3.655,1.125,1.489,6540.0,4.136,-0.37,3.95,0.304,0.04,0.029,83.0,0.02,0.04,0.5,0.304,0.03,0.029,63.0,0.02,0.04,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,565,1122,0.0568,0.0713,6.9,-5.034,,6.4
1354,HD103753,Gaia DR3 3573892319075945088,HD103753,HIP58264,-,TIC180205383,-,-,-,G1/2V,PM*,179.2343,-13.7546,5.022,1.395,1.955,6180.0,3.975,0.14,2.95,0.393,0.09,0.035,73.0,0.02,0.0,0.3,0.393,0.02,0.035,58.0,0.03,0.0,1.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,1012,1853,0.0416,0.0509,,-4.774,,7.6
1355,HD103774,Gaia DR3 3574907305749250432,HD103774,HIP58263,-,TIC180205814,-,-,-,F6V,PM*,179.2316,-12.1079,3.614,1.375,1.476,6550.0,4.236,0.25,1.35,0.31,0.03,0.029,89.0,0.02,0.04,0.3,0.31,0.03,0.029,62.0,0.02,0.04,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,978,1798,0.0424,0.052,9.6,-4.998,,5.1
