,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,Ls,Ms,Rs,teff,logg,feh,age,Ls_lerr,Ms_lerr,Rs_lerr,teff_lerr,logg_lerr,feh_lerr,age_lerr,Ls_uerr,Ms_uerr,Rs_uerr,teff_uerr,logg_uerr,feh_uerr,age_uerr,Ls_origin,Ms_origin,Rs_origin,teff_origin,logg_origin,feh_origin,age_origin,HZ_period_inf,HZ_period_sup,HZ_amp_inf,HZ_amp_sup,vsini,logRHK,pmag,prot
1251,HD211152,Gaia DR3 1879291016568031360,HD211152,HIP109842,-,TIC28003343,-,-,-,F7III,PM*,333.7001,24.315,3.058,1.185,1.37,6520.0,4.229,-0.14,2.85,0.241,0.02,0.025,81.0,0.01,0.0,0.3,0.241,0.01,0.025,58.0,0.02,0.01,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,661,1281,0.0525,0.0654,,,,
1252,HD210944,Gaia DR3 1892497147650028800,HD210944,HIP109700,-,TIC27889360,-,-,-,F5V,*,333.3063,27.3187,4.668,1.225,1.757,6400.0,4.021,-0.22,3.55,0.364,0.07,0.031,71.0,0.02,0.06,0.5,0.364,0.04,0.031,65.0,0.03,0.06,0.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,727,1388,0.05,0.062,5.4,-5.073,,7.5
1253,HD211799,Gaia DR3 1894189914520578560,HD211799,HIP110184,-,TIC28193556,-,-,-,F8V,PM*,334.78,28.8476,5.158,1.445,1.906,6300.0,4.036,0.25,2.45,0.397,0.02,0.034,70.0,0.02,0.01,0.2,0.397,0.02,0.034,61.0,0.01,0.0,0.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,1098,1993,0.0397,0.0484,,,,
1254,15Peg,Gaia DR3 1896396703077703936,HD207978,HIP107975,GJ4234,TIC326202925,-,15Peg,-,F2V,PM*,328.1247,28.7935,3.772,1.035,1.517,6530.0,4.088,-0.56,5.25,0.329,0.02,0.033,83.0,0.02,0.01,0.4,0.329,0.02,0.033,58.0,0.02,0.01,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,421,889,0.0648,0.0831,3.2,-4.783,,3.6
1255,HD215619,Gaia DR3 1903664234419540736,HD215619,HIP112402,-,TIC100678067,-,-,-,F5,PM*,341.5079,35.672,3.154,0.915,1.346,6630.0,4.137,-0.99,7.25,0.244,0.03,0.023,79.0,0.02,0.14,0.7,0.244,0.02,0.023,62.0,0.02,0.04,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,260,593,0.0805,0.106,,,,
1256,HD211419,Gaia DR3 1905308073023457920,HD211419,HIP109961,-,TIC397657796,-,-,J22163+3344A,F8V,SB*,334.0725,33.7322,10.413,1.605,2.841,6152.0,3.6,0.19,2.15,5.082,0.18,0.49,128.0,0.16,0.05,0.5,5.082,0.16,0.66,128.0,0.16,0.05,0.8,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,F2025,F2025,F2025,BRILLIANT_ISO_v005_logginput,1167,2105,0.0383,0.0466,9.1,-4.916,,10.6
1257,HD211275,Gaia DR3 1957114896260199040,HD211275,HIP109881,-,TIC119836487,-,-,-,G0,PM*,333.824,39.7764,4.623,1.325,1.938,6080.0,3.971,0.09,3.55,0.32,0.08,0.032,62.0,0.02,0.04,0.4,0.32,0.04,0.032,47.0,0.02,0.04,1.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,893,1660,0.0447,0.0549,1.4,-5.163,,16.0
1258,HD223582,Gaia DR3 1993726468805788928,HD223582,HIP117573,-,TIC346380292,-,-,J23506+5412A,F5,*,357.6583,54.1982,3.368,1.005,1.404,6600.0,4.136,-0.67,5.55,0.283,0.03,0.028,73.0,0.02,0.03,0.6,0.283,0.02,0.028,74.0,0.02,0.01,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,373,813,0.0681,0.0883,,,,
1259,HD220908,Gaia DR3 1995929679646711936,HD220908,HIP115761,-,TIC251888591,-,-,-,F8V,SB*,351.7918,54.8663,4.481,1.155,1.871,6140.0,3.951,-0.16,4.95,0.336,0.03,0.033,52.0,0.01,0.04,0.4,0.336,0.04,0.033,69.0,0.02,0.04,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,613,1201,0.0545,0.0682,,-4.745,,7.8
1260,HD215714,Gaia DR3 2007417244005768064,HD215714,-,-,TIC343554937,-,-,J22461+5804A,F8,PM*,341.522,58.0721,3.047,1.335,1.347,6570.0,4.296,0.18,0.78,0.256,0.03,0.026,90.0,0.02,0.05,0.4,0.256,0.03,0.026,61.0,0.02,0.05,0.48,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,910,1688,0.0442,0.0543,,,,
1261,HD215588,Gaia DR3 2007431640735691776,HD215588,HIP112324,-,TIC343312972,-,-,J22451+5809A,F5,PM*,341.2651,58.1471,2.703,1.115,1.25,6620.0,4.29,-0.33,2.75,0.216,0.03,0.023,80.0,0.02,0.04,0.6,0.216,0.03,0.023,64.0,0.02,0.04,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,549,1096,0.0575,0.0724,13.7,-4.674,,2.8
1262,HD185269,Gaia DR3 2031479093959232128,HD185269,HIP96507,-,TIC213721036,-,-,J19372+2830A,G2V,PM*,294.2989,28.4999,4.941,1.375,2.017,6060.0,3.955,0.14,3.35,0.405,0.09,0.039,71.0,0.03,0.02,0.4,0.405,0.03,0.039,59.0,0.02,0.02,0.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,978,1798,0.0424,0.052,5.7,-4.778,,9.6
1263,HD197407,Gaia DR3 2066529188124723968,HD197407,HIP102154,-,TIC195609958,-,-,-,F5,PM*,310.4847,42.5248,3.348,1.255,1.443,6500.0,4.219,-0.01,2.45,0.328,0.03,0.034,62.0,0.02,0.01,0.3,0.328,0.02,0.034,106.0,0.02,0.0,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,776,1469,0.0482,0.0597,,,,
1264,HD196789,Gaia DR3 2069471927916866304,HD196789,HIP101818,-,TIC189068982,-,-,-,F8,PM*,309.4954,42.8456,4.766,1.335,1.844,6280.0,4.016,0.03,3.05,0.41,0.09,0.037,60.0,0.03,0.04,0.3,0.41,0.03,0.037,86.0,0.02,0.04,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,910,1688,0.0442,0.0543,5.2,-5.168,,10.8
1265,HD195353,Gaia DR3 2083943699973856768,HD195353,-,-,TIC290194630,-,-,-,G0,PM*,307.2064,48.8617,4.627,1.315,1.858,6210.0,4.0,0.03,3.25,0.362,0.09,0.035,73.0,0.02,0.01,0.3,0.362,0.03,0.035,54.0,0.02,0.0,1.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,876,1633,0.0452,0.0556,,,,
1266,HD172742,Gaia DR3 2091285551421214976,HD172742,HIP91563,-,TIC68266718,-,-,-,F5,PM*,280.0876,33.6845,2.646,1.135,1.252,6580.0,4.298,-0.24,2.45,0.216,0.02,0.025,78.0,0.02,0.01,0.5,0.216,0.03,0.025,61.0,0.02,0.0,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,581,1148,0.056,0.0703,,,,
1267,HD171886,Gaia DR3 2110853113181717632,HD171886,HIP91120,-,TIC289529699,-,-,-,F5,PM*,278.8104,41.5816,2.906,1.055,1.395,6380.0,4.17,-0.36,5.05,0.24,0.03,0.026,50.0,0.02,0.04,0.7,0.24,0.04,0.026,92.0,0.02,0.04,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,454,940,0.0628,0.0801,,,,
1268,HD196482,Gaia DR3 2180210237949139712,HD196482,HIP101611,-,-,-,-,-,F5,PM*,308.8902,50.4249,3.863,1.205,1.574,6450.0,4.108,-0.19,3.45,0.313,0.05,0.03,74.0,0.02,0.0,0.3,0.313,0.02,0.03,65.0,0.02,0.02,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,694,1334,0.0512,0.0636,,,,
1269,HD197373,Gaia DR3 2194570134681591680,HD197373,HIP102011,-,TIC343333748,-,-,J20403+6030A,F6IV,PM*,310.0746,60.5053,2.542,1.215,1.268,6473.0,4.44,-0.02,1.35,0.499,0.02,0.08,37.0,0.15,0.04,0.86,0.499,0.03,0.14,37.0,0.15,0.04,1.1,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,S2022,S2022,S2022,BRILLIANT_ISO_v005_logginput,710,1361,0.0506,0.0628,6.8,-4.643,,4.8
1270,HD216582,Gaia DR3 2213324607594749056,HD216582,HIP112946,-,TIC377274993,-,-,J22527+6759B,F5,PM*,343.1257,67.9936,3.078,1.235,1.35,6580.0,4.27,-0.05,1.95,0.24,0.03,0.024,79.0,0.02,0.04,0.5,0.24,0.03,0.024,61.0,0.01,0.04,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,743,1415,0.0494,0.0612,13.5,,,3.5
1271,HD223778,Gaia DR3 2232348941893483520,HD223778,HIP117712,GJ909A,TIC265344685,-,-,J23524+7533A,K3V,SB*,358.1059,75.5445,0.168,0.625,0.602,4763.0,4.2,-0.72,8.05,0.05,0.05,0.05,118.0,0.19,0.35,5.0,0.05,0.06,0.07,118.0,0.19,0.35,4.0,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,F2025,F2025,F2025,BRILLIANT_ISO_v005_logginput,82,200,0.1489,0.2005,3.3,-4.464,,14.3
1272,HD184467,Gaia DR3 2238597054155896832,HD184467,HIP95995,GJ762.1,TIC287197149,-,-,J19311+5835AB,K2V,SB*,292.7832,58.586,0.324,0.745,0.738,5072.0,4.27,-0.31,9.05,0.086,0.05,0.06,113.0,0.14,0.23,5.1,0.086,0.06,0.07,113.0,0.14,0.23,3.4,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,F2025,F2025,F2025,BRILLIANT_ISO_v005_logginput,136,328,0.1124,0.1508,2.8,-4.937,,40.9
1273,HD167407,Gaia DR3 2269196668913927808,HD167407,HIP88658,-,TIC229586778,-,-,-,F8,PM*,271.5088,76.1318,3.081,1.215,1.566,6110.0,4.116,0.12,4.05,0.241,0.08,0.029,63.0,0.03,0.11,0.5,0.241,0.05,0.029,62.0,0.03,0.11,1.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,710,1361,0.0506,0.0628,3.6,-4.946,,11.6
1274,HD204426,Gaia DR3 2277676686702880000,HD204426,HIP105557,-,TIC323122607,-,-,-,G0,PM*,320.6736,76.555,2.421,0.895,1.618,5660.0,3.97,-0.35,12.05,0.182,0.02,0.031,41.0,0.02,0.04,0.9,0.182,0.02,0.031,63.0,0.01,0.04,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,242,556,0.0835,0.1102,,-4.964,,24.7
1275,HD197433,Gaia DR3 2278045985170934016,HD197433,HIP101750,GJ1255+GJ9703,TIC1981621672+TIC333870949,-,-,J20374+7536A,G8V+K0V,SB*,309.3401,75.6005,0.754,0.915,1.108,5110.0,4.346,0.12,13.45,0.069,0.01,0.025,69.0,0.02,0.54,0.5,0.069,0.01,0.025,51.0,0.02,0.54,0.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,260,593,0.0805,0.106,,,,
1276,HD220140,Gaia DR3 2282846074981010688,HD220140,HIP115147,-,TIC428988656,-,-,J23194+7900A,G9V,RS*,349.861,79.0035,0.371,0.815,0.778,5109.0,4.59,0.01,5.85,0.027,0.02,0.02,28.0,0.06,0.04,3.9,0.027,0.02,0.02,28.0,0.06,0.04,4.7,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,S2022,S2022,S2022,BRILLIANT_ISO_v005_logginput,177,415,0.0979,0.13,15.9,-4.706,,14.2
1277,HD219396,Gaia DR3 2287395373060435840,HD219396,HIP114546,-,TIC470245545,-,-,-,G0,PM*,348.0398,82.3946,2.471,0.995,1.595,5730.0,4.03,-0.06,9.65,0.192,0.02,0.03,73.0,0.02,0.04,0.7,0.192,0.03,0.03,41.0,0.02,0.04,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,357,788,0.0693,0.0902,0.8,-4.713,,14.6
1278,HD169925,Gaia DR3 2293937261086179456,HD169925,HIP89478,-,TIC288516301,-,-,-,G0,*,273.8935,79.0649,3.773,1.315,1.774,6040.0,4.036,0.3,3.65,0.285,0.09,0.031,62.0,0.02,0.1,0.4,0.285,0.04,0.031,60.0,0.03,0.1,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,876,1633,0.0452,0.0556,4.7,-5.083,,15.8
1279,HD198894,Gaia DR3 2297135018855651072,HD198894,-,-,TIC315756675,-,-,-,K0,*,311.2629,79.2387,1.111,0.995,1.104,5640.0,4.346,0.49,8.55,0.082,0.03,0.02,60.0,0.02,0.14,1.7,0.082,0.03,0.02,45.0,0.02,0.14,1.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,357,788,0.0693,0.0902,2.1,,,
1280,HD195850,Gaia DR3 2298513978237548672,HD195850,HIP100321,-,TIC236002958,-,-,-,F5IV,SB*,305.1821,82.368,4.135,1.155,1.589,6530.0,4.09,-0.36,3.85,0.337,0.06,0.029,88.0,0.02,0.04,0.6,0.337,0.03,0.029,58.0,0.02,0.04,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,613,1201,0.0545,0.0682,14.4,-4.788,,3.8
1281,HD209942,Gaia DR3 2299477734539451392,HD209942,HIP108456,-,TIC470122265,-,-,J21582+8252A,F6IV-V,SB*,329.5528,82.8696,2.167,0.955,1.314,6110.0,4.179,-0.32,7.95,0.2,0.03,0.03,54.0,0.03,0.07,1.2,0.2,0.04,0.03,86.0,0.02,0.07,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,306,689,0.0744,0.0975,3.7,,,
1282,HD209943,Gaia DR3 2299477768899190400,HD209943,HIP108461,-,TIC470122267,-,-,"J21582+8252Ba,Bb",F5,RS*,329.5822,82.8711,1.654,1.025,1.373,5586.0,4.168,0.55,10.55,0.075,0.02,0.01,9.0,0.003,0.06,0.6,0.075,0.01,0.02,57.0,0.003,0.01,0.9,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,GaiaDR3_gspphot,GaiaDR3_gspphot,GaiaDR3_gspphot,BRILLIANT_ISO_v005_logginput,405,864,0.0659,0.0848,,,,
1283,HD216520,Gaia DR3 2299942278201276288,HD216520,HIP112527,-,TIC264899051,-,-,-,K0V,PM*,341.8828,83.697,0.371,0.765,0.774,5120.0,4.548,-0.16,10.15,0.031,0.02,0.019,49.0,0.02,0.02,3.6,0.031,0.02,0.019,42.0,0.02,0.02,2.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,148,350,0.1081,0.1441,,-4.96,,41.2
1284,HD195146,Gaia DR3 2302434355666150528,HD195146,HIP99232,-,TIC470680809,-,-,J20086+8507AB,F8,**,302.1497,85.1242,1.963,1.045,1.284,6030.0,4.23,-0.06,6.35,0.162,0.04,0.025,58.0,0.02,0.04,0.9,0.162,0.03,0.025,71.0,0.02,0.04,1.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,438,914,0.0638,0.0816,3.6,-5.18,,17.9
1285,HD4219,Gaia DR3 2375786349766370432,HD4219,HIP3483,-,-,-,-,-,F6V,PM*,11.1154,-13.4158,4.51,1.105,1.811,6250.0,3.959,-0.32,5.15,0.376,0.03,0.035,61.0,0.02,0.07,0.5,0.376,0.04,0.035,79.0,0.02,0.07,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,534,1069,0.0584,0.0736,11.0,-5.318,,9.6
1286,HD63,Gaia DR3 2428706669045383808,HD63,HIP462,-,TIC176285709,-,-,-,F6V,PM*,1.3798,-9.6175,2.825,1.085,1.297,6570.0,4.242,-0.39,3.65,0.232,0.02,0.025,81.0,0.02,0.03,0.5,0.232,0.02,0.025,64.0,0.02,0.01,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,503,1017,0.0601,0.076,,,,
1287,HD11274,Gaia DR3 2460244407740948864,HD11274,HIP8564,-,TIC212381783,-,-,-,F6V,*,27.6202,-12.3426,2.607,1.175,1.235,6600.0,4.32,-0.19,1.65,0.199,0.05,0.021,68.0,0.03,0.09,0.78,0.199,0.05,0.021,73.0,0.02,0.09,0.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,645,1254,0.0531,0.0663,13.8,-4.471,,2.2
1288,HD10009,Gaia DR3 2464859126762143616,HD10009,HIP7580,-,TIC29901695,-,-,J01376-0924AB,F8.5VFe-0.5,SB*,24.4071,-9.4038,5.076,1.165,1.985,6150.0,3.908,-0.2,4.65,0.394,0.02,0.036,55.0,0.01,0.01,0.3,0.394,0.02,0.036,70.0,0.01,0.02,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,629,1227,0.0538,0.0672,,-4.654,,6.2
1289,37Cet,Gaia DR3 2475331528340199936,HD7439,HIP5799,GJ54.2A+GJ9045A,TIC284120761,-,37Cet,J01144-0755A,F5V,**,18.6002,-7.9228,3.844,1.105,1.583,6424.0,4.08,-0.34,4.75,0.458,0.03,0.09,19.0,0.04,0.03,0.9,0.458,0.06,0.08,19.0,0.04,0.03,0.2,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,S2022,S2022,S2022,BRILLIANT_ISO_v005_logginput,534,1069,0.0584,0.0736,6.0,-5.029,,8.0
1290,HD10116,Gaia DR3 2479631890115073408,HD10116,HIP7669,-,TIC241392829,-,-,-,F5V,SB*,24.6865,-5.7354,2.735,1.105,1.341,6410.0,4.218,-0.24,3.95,0.225,0.02,0.025,56.0,0.01,0.01,0.5,0.225,0.02,0.025,87.0,0.02,0.01,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,534,1069,0.0584,0.0736,,,,
1291,62Cet,Gaia DR3 2494291678648211840,HD13228,HIP10033,-,TIC38377077,-,62Cet,-,F5V,PM*,32.288,-2.332,4.76,1.145,1.849,6270.0,3.958,-0.24,4.65,0.434,0.02,0.04,70.0,0.01,0.01,0.5,0.434,0.04,0.04,80.0,0.02,0.01,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,597,1174,0.0552,0.0692,,,,
1292,HD12536,Gaia DR3 2517643209678127616,HD12536,HIP9576,-,TIC419942117,-,-,-,G2V,PM*,30.7571,3.3587,4.051,1.175,2.021,5760.0,3.896,0.02,5.75,0.312,0.03,0.039,60.0,0.02,0.04,0.4,0.312,0.02,0.039,51.0,0.01,0.04,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,645,1254,0.0531,0.0663,3.6,,,
1293,HD3126,Gaia DR3 2526580040189355136,HD3126,HIP2710,-,TIC38381642,-,-,-,F4V,PM*,8.6132,-6.5039,2.289,1.135,1.186,6520.0,4.339,-0.21,1.75,0.21,0.04,0.026,87.0,0.03,0.08,0.92,0.21,0.05,0.026,70.0,0.03,0.08,1.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,581,1148,0.056,0.0703,30.0,,,1.4
1294,HD3296,Gaia DR3 2526790940262580864,HD3296,HIP2843,-,TIC212960381,-,-,-,F6V,PM*,9.0077,-5.5707,3.356,1.265,1.44,6510.0,4.216,0.03,2.25,0.292,0.03,0.03,58.0,0.01,0.04,0.3,0.292,0.03,0.03,91.0,0.02,0.04,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,793,1496,0.0477,0.0589,12.7,,,4.0
1295,HD4899,Gaia DR3 2550039117200699904,HD4899,HIP3973,-,TIC257431346,-,-,-,G0/2V,PM*,12.7685,2.7436,4.223,1.225,1.877,6040.0,3.975,0.04,4.65,0.348,0.04,0.037,68.0,0.02,0.05,1.2,0.348,0.1,0.037,62.0,0.03,0.05,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,727,1388,0.05,0.062,3.2,-4.827,,10.9
1296,HD7345,Gaia DR3 2577061260424130304,HD7345,HIP5743,-,TIC376904847,-,86PscB+zetPscB,J01137+0735B,F7V,SB*,18.4386,7.5782,4.092,1.135,1.731,6240.0,4.018,-0.21,4.95,0.362,0.03,0.037,46.0,0.02,0.01,1.3,0.362,0.08,0.037,96.0,0.02,0.01,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspphot,BRILLIANT_ISO_v005_Rinput,581,1148,0.056,0.0703,6.5,-4.598,,7.0
1297,HD7564,Gaia DR3 2579689922143890304,HD7564,HIP5898,-,TIC376923235,-,-,J01158+0947AB,F2,**,18.9447,9.7849,4.056,1.085,1.578,6520.0,4.075,-0.45,4.75,0.318,0.02,0.028,77.0,0.02,0.01,0.5,0.318,0.03,0.028,63.0,0.02,0.01,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,503,1017,0.0601,0.076,,,,
1298,HD8941,Gaia DR3 2593154747696080640,HD8941,HIP6869,-,TIC405341081,-,-,-,F8IV-V,PM*,22.1015,17.0793,4.982,1.415,1.827,6380.0,4.066,0.19,2.35,0.406,0.02,0.035,80.0,0.02,0.04,0.2,0.406,0.03,0.035,58.0,0.01,0.04,0.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,1047,1909,0.0408,0.0499,12.6,-4.8,,5.2
1299,HD8321,Gaia DR3 2593298611920443520,HD8321,HIP6439,-,TIC58858845,-,-,J01227+1712A,F5V,SB*,20.6796,17.197,3.021,1.155,1.383,6470.0,4.218,-0.19,3.25,0.241,0.02,0.026,78.0,0.02,0.01,0.3,0.241,0.02,0.026,61.0,0.01,0.02,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,613,1201,0.0545,0.0682,,,,
1300,HD214686,Gaia DR3 2608919785932997248,HD214686,HIP111910,-,TIC251020542,-,-,-,F7V,SB*,340.0333,-9.3592,4.145,1.005,1.693,6330.0,3.981,-0.58,6.25,0.326,0.02,0.031,71.0,0.02,0.04,0.5,0.326,0.03,0.031,63.0,0.02,0.04,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,373,813,0.0681,0.0883,6.0,-4.571,,6.7
1301,HD210172,Gaia DR3 2612307033365420032,HD210172,HIP109316,-,TIC75324835,-,-,-,F5V,PM*,332.1976,-13.3005,3.196,1.245,1.359,6620.0,4.261,-0.07,1.85,0.273,0.02,0.027,83.0,0.01,0.01,0.4,0.273,0.03,0.027,68.0,0.02,0.0,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,760,1442,0.0488,0.0604,,,,
1302,HD207889,Gaia DR3 2617958767945945856,HD207889,HIP107974,-,TIC887930,-,-,-,F6V,*,328.1237,-9.4179,2.806,1.255,1.254,6670.0,4.331,-0.05,0.78,0.236,0.05,0.025,91.0,0.02,0.09,0.46,0.236,0.03,0.025,60.0,0.02,0.09,0.68,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,776,1469,0.0482,0.0597,9.3,-4.72,,3.5
